nID,Name,catID,RAJ2000,DEJ2000,CHB,12+logOHPG16S,12+logOHPG16R,12+logOHN2,12+logOHO3N2,12+logOHIZI,IZIchi2,12+logOHKK04,12+logOHT04,logNOPG16,r/r25,r/app,Ref
6486,NGC5236,NGC5236_2-78,204.1820679,-29.8755427,0.409986,8.55126,,8.662453,8.852043,8.94485,0.065916,,9.161189,,0.566637914695136,0.317590788828153,MUSE
6487,NGC5236,NGC5236-105,204.1974445,-29.8722096,0.0,8.497094,,8.768938,8.811405,8.76684,0.187371,,9.106262,,0.443094707320134,0.248346949566714,MUSE
6488,NGC5236,NGC5236_10-139,204.2589315,-29.845526,0.14619,8.555446,,8.724737,8.823536,8.8963,0.0853797,,9.122354,,0.186403228586579,0.10447579816253,MUSE
6489,NGC5236,NGC5236_2-112,204.1763019,-29.8738755,0.487014,8.538383,,8.703356,8.819472,8.88012,0.0590293,,9.116935,,0.608624417172236,0.341123500099356,MUSE
6490,NGC5236,NGC5236_5-41,204.2474135,-29.8655314,0.367304,8.574579,,8.696455,8.83024,8.92867,0.0792846,,9.131355,,0.0485537056057161,0.0272135154813029,MUSE
6491,NGC5236,NGC5236_10-61,204.26662,-29.8488552,0.337857,8.5265,,8.629253,8.863993,8.96103,0.20773,,9.177922,,0.183418460684126,0.102802887176475,MUSE
6492,NGC5236,NGC5236_9-1,204.280077,-29.8555136,0.367204,8.597999,,8.783918,8.746031,8.73448,0.338561,,9.023359,,0.226768478488704,0.127099825297317,MUSE
6493,NGC5236,NGC5236_6-114,204.2166619,-29.8605407,0.368481,8.577514,,8.77253,8.851109,8.8963,0.0939134,,9.159892,,0.290514402415436,0.162828317407419,MUSE
6494,NGC5236,NGC5236-74,204.2032102,-29.8688759,0.0,8.553398,,8.822799,8.777914,8.65356,0.326773,,9.063043,,0.394563428964742,0.221146004172828,MUSE
6495,NGC5236,NGC5236_9-36,204.2704619,-29.8471864,0.158247,8.529816,,8.590801,8.865823,8.96103,0.135173,,9.180509,,0.213654644503324,0.11974974728106,MUSE
6496,NGC5236,NGC5236-15,204.2128207,-29.872208,0.268494,8.527881,,8.678544,8.91343,8.94485,0.0400133,,,,0.324876104800498,0.182087459591404,MUSE
6497,NGC5236,NGC5236_9-61,204.26662,-29.8488552,0.305789,8.537626,,8.634469,8.863126,8.96103,0.17039,,9.176698,,0.183418460684126,0.102802887176475,MUSE
6498,NGC5236,NGC5236_10-211,204.2531731,-29.8555288,0.259184,8.620593,,8.838757,8.78367,8.81539,0.197087,,9.070352,,0.0905534889301833,0.0507536704386456,MUSE
6499,NGC5236,NGC5236_7-41,204.2839265,-29.8621777,0.417589,8.623238,,8.875735,8.837698,8.84775,0.239949,,9.141463,,0.238405881125737,0.133622388979619,MUSE
6500,NGC5236,NGC5236_3-111,204.2916222,-29.8705054,0.21296,8.548911,,8.754551,8.821994,8.84775,0.0852592,,9.120296,,0.297999944920901,0.167023835016572,MUSE
6501,NGC5236,NGC5236_2-106,204.1782251,-29.8655424,0.216242,8.551863,,8.834656,8.826824,8.71829,0.147218,,9.126759,,0.587277459663529,0.329158898193183,MUSE
6502,NGC5236,NGC5236_5-15,204.2512613,-29.8721964,0.91725,8.60095,,8.776661,8.813001,8.88012,0.0903216,,9.108365,,0.0631406206127535,0.0353892300311256,MUSE
6503,NGC5236,NGC5236_10-255,204.2493412,-29.8755305,0.663068,8.611943,,8.823947,8.752349,8.76684,0.18214,,9.03112,,0.0967829246888451,0.0542451618571331,MUSE
6504,NGC5236,NGC5236_10-80,204.2646948,-29.8438563,0.210164,8.562766,,8.763125,8.771739,8.78302,0.0742183,,9.055252,,0.215784825060247,0.12094367678326,MUSE
6505,NGC5236,NGC5236_8-87,204.2512524,-29.8571964,0.407334,8.608022,,8.748347,8.794644,8.8963,0.0849037,,9.08442,,0.0773642961929504,0.0433613551402985,MUSE
6506,NGC5236,NGC5236_9-313,204.2454863,-29.8555322,0.189483,8.606924,,8.854145,8.766921,8.73448,0.247602,,9.049211,,0.109418773888975,0.0613273376362495,MUSE
6507,NGC5236,NGC5236_8-103,204.2474145,-29.867198,0.427089,8.589142,,8.761895,8.784933,8.84775,0.0846107,,9.071961,,0.0510776594657191,0.02862814813573,MUSE
6508,NGC5236,NGC5236-36,204.2108958,-29.8572083,0.050777,8.555132,,8.851125,8.89266,8.81539,0.105489,,9.219252,,0.339636653199408,0.190360492665917,MUSE
6509,NGC5236,NGC5236_10-96,204.2627757,-29.8471907,0.279338,8.585893,,8.63384,8.933451,8.96103,0.135346,,,,0.181914381133937,0.101959876501727,MUSE
6510,NGC5236,NGC5236_9-49,204.268539,-29.8455208,0.200734,8.593585,,8.841096,8.832757,8.79921,0.13816,,9.134756,,0.217102399725239,0.121682154683066,MUSE
6511,NGC5236,NGC5236-96,204.1993663,-29.8688762,0.049655,8.507966,,8.672905,9.010681,8.96103,0.366577,,,,0.42441352863342,0.237876470762723,MUSE
6512,NGC5236,NGC5236_5-13,204.2512633,-29.8755297,0.534618,8.55424,,8.619168,8.701579,8.86394,0.0728058,,8.969975,,0.092322656984037,0.0517452586526028,MUSE
6513,NGC5236,NGC5236_10-230,204.2512613,-29.8721964,0.960772,8.574936,,8.69082,8.85792,8.94485,0.0342982,,9.169383,,0.0631406206127535,0.0353892300311256,MUSE
6514,NGC5236,NGC5236_7-14,204.2877782,-29.8705083,0.42989,8.577483,,8.756361,8.824343,8.8963,0.0903664,,9.123433,,0.268448301284599,0.150460647890855,MUSE
6515,NGC5236,NGC5236_7-34,204.2839373,-29.8738443,0.25199,8.578159,,8.811873,8.838701,8.84775,0.109,,9.14283,,0.245759974536629,0.137744231635943,MUSE
6516,NGC5236,NGC5236_2_full,204.1854953,-29.8665914,0.270411,8.57804,,8.776378,8.787362,8.83157,0.112746,,9.075064,,0.530968576695471,0.297598739410869,MUSE
6517,NGC5236,NGC5236_10-97,204.2627745,-29.845524,0.227424,8.547603,,8.588065,8.905576,8.96103,0.101966,,,,0.195851190160951,0.10977121785014,MUSE
6518,NGC5236,NGC5236-13,204.2128214,-29.8755414,0.290362,8.50608,,8.608955,8.916007,8.96103,0.12942,,,,0.332412776751988,0.186311634374167,MUSE
6519,NGC5236,NGC5236_10-311,204.245488,-29.8588655,0.194734,8.601284,,8.815522,8.765367,8.78302,0.1637,,9.047268,,0.0866906960952649,0.0485886416050535,MUSE
6520,NGC5236,NGC5236_9-285,204.2474126,-29.8638647,0.351359,8.591142,,8.759896,8.80045,8.88012,0.102496,,9.091935,,0.0505846052096991,0.0283517997198484,MUSE
6521,NGC5236,NGC5236_9-261,204.2493335,-29.8621972,0.258383,8.57287,,8.703439,8.81519,8.91248,0.0393144,,9.111256,,0.0447711475624646,0.0250934568661097,MUSE
6522,NGC5236,NGC5236_9-291,204.247407,-29.8538647,0.17756,8.61438,,8.754352,8.791152,8.8963,0.0958994,,9.079923,,0.115220431748941,0.0645790669125176,MUSE
6523,NGC5236,NGC5236_10-4,204.2781538,-29.8538482,0.484762,8.599391,,8.86156,8.782019,8.71829,0.240851,,9.068251,,0.22024659240651,0.123444420510989,MUSE
6524,NGC5236,NGC5236_7-35,204.2839358,-29.8721777,0.232867,8.55095,,8.721842,8.854363,8.92867,0.236144,,9.164416,,0.24193162995003,0.135598510452041,MUSE
6525,NGC5236,NGC5236_9-204,204.2531792,-29.8655288,0.361427,8.708631,,8.886974,8.93973,8.96103,0.435601,,,,0.00366982675714004,0.00205687467152606,MUSE
6526,NGC5236,NGC5236_10-223,204.2531608,-29.8355288,0.490453,8.623222,,8.912322,8.851132,8.81539,0.275961,,9.159924,,0.271064010518543,0.151926707851563,MUSE
6527,NGC5236,NGC5236_6-105,204.2185828,-29.857207,0.198948,8.54056,,8.651794,8.818511,8.92867,0.049173,,9.115658,,0.281592849467508,0.157827940685665,MUSE
6528,NGC5236,NGC5236_7-77,204.2781567,-29.8571816,0.270112,8.609791,,8.826092,8.851368,8.8963,0.154343,,9.160252,,0.206870270257953,0.115947222401566,MUSE
6529,NGC5236,NGC5236_8-75,204.2531751,-29.8588622,0.605758,8.660169,,8.860004,8.826576,8.8963,0.290374,,9.126426,,0.0604970774374148,0.0339075696258052,MUSE
6530,NGC5236,NGC5236_9-232,204.2512573,-29.8655297,0.429738,8.655307,,8.793938,8.904092,8.96103,0.252109,,,,0.018625697645737,0.0104393826363823,MUSE
6531,NGC5236,NGC5236_7-44,204.2839219,-29.8571777,0.402648,8.533533,,8.644678,8.883724,8.96103,0.0814944,,9.206182,,0.249205458118477,0.139675365822829,MUSE
6532,NGC5236,NGC5236_3-70,204.2992976,-29.8588328,0.407609,8.618434,,8.888027,8.840318,8.79921,0.209481,,9.145037,,0.361949401770109,0.202866403823143,MUSE
6533,NGC5236,NGC5236-22,204.2128183,-29.8605414,0.156653,8.536686,,8.752538,8.856037,8.86394,0.0657366,,9.166751,,0.320109102932251,0.179415637172856,MUSE
6534,NGC5236,NGC5236_6-107,204.2166648,-29.8722074,0.407213,8.600012,,8.834623,8.86342,8.86394,0.143785,,9.177113,,0.295510394249251,0.1656284847565,MUSE
6535,NGC5236,NGC5236_9-94,204.2627781,-29.850524,0.214613,8.549926,,8.595229,8.875371,8.96103,0.0378051,,9.19412,,0.154665951932418,0.0866876013856253,MUSE
6536,NGC5236,NGC5236_7-45,204.2820153,-29.8738456,0.10518,8.58513,,8.85161,8.878038,8.84775,0.13089,,9.197956,,0.231552112601592,0.129780969802436,MUSE
6537,NGC5236,NGC5236_9-332,204.2435663,-29.8588663,0.262808,8.598374,,8.827235,8.747264,8.71829,0.218876,,9.02487,,0.0979732243778709,0.0549123043256758,MUSE
6538,NGC5236,NGC5236_7-12,204.2877814,-29.8738416,0.35159,8.526842,,8.614373,8.860524,8.96103,0.102684,,9.173036,,0.274417418873295,0.153806235459986,MUSE
6539,NGC5236,NGC5236_9-115,204.2608553,-29.8488584,0.292687,8.53816,,8.607964,8.853943,8.96103,0.108176,,9.16383,,0.162085622387121,0.0908461988452071,MUSE
6540,NGC5236,NGC5236_2-114,204.1763024,-29.8705422,0.342631,8.590497,,8.772894,8.818389,8.88012,0.0850097,,9.115496,,0.604957759393123,0.339068401585417,MUSE
6541,NGC5236,NGC5236_5-31,204.2493345,-29.8638639,0.538711,8.599324,,8.692761,8.843994,8.94485,0.0492799,,9.150072,,0.0366053202060525,0.0205166513183328,MUSE
6542,NGC5236,NGC5236_9-336,204.2435628,-29.8521996,0.420033,8.644421,,8.896703,8.822112,8.83157,0.274632,,9.120452,,0.142417911560012,0.0798227857730585,MUSE
6543,NGC5236,NGC5236_8-85,204.2512544,-29.8605297,0.443752,8.634922,,8.876664,8.797212,8.79921,0.274891,,9.087738,,0.0486979913257165,0.0272943851415272,MUSE
6544,NGC5236,NGC5236_10-237,204.2512544,-29.8605297,0.297792,8.613801,,8.868162,8.791165,8.76684,0.238748,,9.07994,,0.0486979913257165,0.0272943851415272,MUSE
6545,NGC5236,NGC5236-4,204.2147424,-29.8705411,0.29028,8.52745,,8.659336,8.924326,8.94485,0.25396,,,,0.307285394033166,0.172228169269028,MUSE
6546,NGC5236,NGC5236_5-6,204.2531803,-29.8671955,0.324562,8.641157,,8.81777,8.874539,8.91248,0.178355,,9.192926,,0.015292812037017,0.00857135767353301,MUSE
6547,NGC5236,NGC5236_9-117,204.260853,-29.845525,0.245536,8.556791,,8.648957,8.877464,8.96103,0.077173,,9.197128,,0.190599127748375,0.106827527353393,MUSE
6548,NGC5236,NGC5236-86,204.2012881,-29.8672094,0.046018,8.566581,,8.781046,8.867841,8.83157,0.267377,,9.183371,,0.408319065089762,0.228855801231023,MUSE
6549,NGC5236,NGC5236_9-3,204.2781553,-29.8555149,0.652891,8.563176,,8.73823,8.797095,8.88012,0.101076,,9.087587,,0.213132674991678,0.119457192362568,MUSE
6550,NGC5236,NGC5236_5-33,204.2493326,-29.8605305,0.413087,8.60932,,8.812776,8.78971,8.83157,0.135515,,9.078072,,0.0558727658667298,0.0313157226606914,MUSE
6551,NGC5236,NGC5236_9-256,204.2493383,-29.8705305,0.98225,8.647597,,8.878839,8.800696,8.81539,0.336941,,9.092255,,0.0566566127682175,0.0317550553444176,MUSE
6552,NGC5236,NGC5236_8-92,204.2493364,-29.8671972,0.473733,8.611565,,8.806781,8.817325,8.86394,0.198754,,9.114085,,0.0370047538210217,0.0207405269778548,MUSE
6553,NGC5236,NGC5236-122,204.1955221,-29.8622097,0.0,8.517783,,8.819248,8.902015,8.81539,0.0912279,,,,0.452917738644397,0.253852589387224,MUSE
6554,NGC5236,NGC5236_10-160,204.2570132,-29.850527,0.237838,8.55329,,8.709881,8.804329,8.8963,0.113797,,9.096987,,0.138812038780198,0.0778017562039882,MUSE
6555,NGC5236,NGC5236_7-21,204.287767,-29.8588416,0.575445,8.623022,,8.780325,8.855188,8.92867,0.0911601,,9.165566,,0.273835887758859,0.153480297289291,MUSE
6556,NGC5236,NGC5236_6-112,204.2166627,-29.863874,0.424837,8.570881,,8.668824,8.921318,8.96103,0.0103902,,,,0.288046995552021,0.161445378370356,MUSE
6557,NGC5236,NGC5236-101,204.1993656,-29.8605428,0.296608,8.575327,,8.690279,8.919677,8.96103,0.131562,,,,0.424059420584539,0.237677999302099,MUSE
6558,NGC5236,NGC5236_2-102,204.1782242,-29.872209,0.278396,8.553038,,8.712148,8.80517,8.88012,0.0494305,,9.098084,,0.591717258780115,0.331647329106659,MUSE
6559,NGC5236,NGC5236_7-40,204.2839281,-29.8638443,0.299341,8.546552,,8.686354,8.790431,8.8963,0.0636652,,9.078998,,0.236617043901878,0.132619776534745,MUSE
6560,NGC5236,NGC5236_9-206,204.2531772,-29.8621955,0.926894,8.632277,,8.799495,8.864034,8.92867,0.108446,,9.17798,,0.0305135090682542,0.0171022961287645,MUSE
6561,NGC5236,NGC5236_5-70,204.2416512,-29.8722003,0.359392,8.597634,,8.750305,8.803733,8.8963,0.09965,,9.096209,,0.112158834581444,0.0628630944470627,MUSE
6562,NGC5236,NGC5236_2-69,204.1839903,-29.8722095,0.189945,8.532096,,8.699884,8.819299,8.88012,0.0446601,,9.116706,,0.547071744236733,0.306624287383269,MUSE
6563,NGC5236,NGC5236_3-21,204.3069866,-29.860493,0.28279,8.548398,,8.706688,8.792724,8.88012,0.0649561,,9.081945,,0.418849205489696,0.234757763505971,MUSE
6564,NGC5236,NGC5236_6-106,204.2166652,-29.873874,0.517444,8.595038,,8.814637,8.813564,8.79921,0.222389,,9.109108,,0.299258899768859,0.167729457518867,MUSE
6565,NGC5236,NGC5236-53,204.2070539,-29.8672088,0.109053,8.540332,,8.746045,8.863995,8.88012,0.106542,,9.177925,,0.363458017024069,0.20371195668171,MUSE
6566,NGC5236,NGC5236_9-249,204.2512404,-29.8371964,0.323012,8.584361,,8.838881,8.871902,8.86394,0.153548,,9.189153,,0.256326430356464,0.143666548078084,MUSE
6567,NGC5236,NGC5236_7-5,204.2896969,-29.8671735,0.138338,8.584546,,8.861199,8.831776,8.76684,0.17729,,9.133429,,0.280715946522378,0.1573364516927,MUSE
6568,NGC5236,NGC5236_10-208,204.2531762,-29.8605288,0.481884,8.599632,,8.783267,8.813138,8.88012,0.0909275,,9.108546,,0.0454871778042702,0.0254947794804678,MUSE
6569,NGC5236,NGC5236_4-112,204.2531833,-29.8721955,0.538195,8.575278,,8.761725,8.786816,8.83157,0.0659537,,9.074366,,0.0600990842962606,0.0336845013270392,MUSE
6570,NGC5236,NGC5236_9-125,204.2589472,-29.8688593,0.32157,8.603773,,8.797559,8.82703,8.88012,0.116146,,9.127036,,0.0503193546421074,0.0282031313466,MUSE
6571,NGC5236,NGC5236_9-377,204.2397163,-29.8455344,0.50865,8.573003,,8.743478,8.861143,8.92867,0.0972813,,9.173906,,0.208701271665328,0.116973467144872,MUSE
6572,NGC5236,NGC5236_9-231,204.2512583,-29.8671964,0.282849,8.656353,,8.853214,8.876305,8.91248,0.199764,,9.195461,,0.0240346813135155,0.0134710247931424,MUSE
6573,NGC5236,NGC5236_10-60,204.2666213,-29.8505219,0.278263,8.575622,,8.671411,8.822944,8.94485,0.118574,,9.121564,,0.171062855616824,0.0958777834056045,MUSE
6574,NGC5236,NGC5236-46,204.2089746,-29.8605419,0.230018,8.596507,,8.708224,8.858338,8.94485,0.0823078,,9.169968,,0.349760584477854,0.196034781726672,MUSE
6575,NGC5236,NGC5236_8-78,204.2512613,-29.8721964,1.011319,8.589267,,8.696608,8.854863,8.94485,0.0329991,,9.165112,,0.0631406206127535,0.0353892300311256,MUSE
6576,NGC5236,NGC5236-28,204.2108984,-29.8705417,0.127422,8.539157,,8.683176,8.865845,8.92867,0.0319521,,9.180541,,0.336923154169588,0.188839623209399,MUSE
6577,NGC5236,NGC5236_10-204,204.2531803,-29.8671955,0.237144,8.622518,,8.79906,8.850621,8.8963,0.141904,,9.159215,,0.015292812037017,0.00857135767353301,MUSE
6578,NGC5236,NGC5236-52,204.2070541,-29.8688755,0.371801,8.60924,,8.740135,8.809459,8.91248,0.0824285,,9.103703,,0.364726340378987,0.20442283007075,MUSE
6579,NGC5236,NGC5236-16,204.2128204,-29.8705414,0.124109,8.529255,,8.685326,8.894114,8.94485,0.130427,,9.221395,,0.322097524004439,0.180530112926174,MUSE
6580,NGC5236,NGC5236_2-121,204.1763042,-29.8588755,0.210527,8.644629,,8.800549,8.857811,8.92867,0.145457,,9.169231,,0.603873641225695,0.338460772030375,MUSE
6581,NGC5236,NGC5236_6-103,204.2185837,-29.8605403,0.581194,8.603826,,8.734343,8.889682,8.96103,0.199085,,9.214877,,0.275744062197511,0.154549796187047,MUSE
6582,NGC5236,NGC5236_4-99,204.2570176,-29.8571936,0.599489,8.616061,,8.700684,8.902517,8.96103,0.0169512,,,,0.0805208752104125,0.0451305632962574,MUSE
6583,NGC5236,NGC5236-54,204.2070536,-29.8655422,0.0,8.518073,,8.76476,8.912492,8.88012,0.113367,,,,0.362809817494394,0.203348652012875,MUSE
6584,NGC5236,NGC5236_7-39,204.2839296,-29.865511,0.30275,8.577992,,8.761681,8.82863,8.8963,0.107888,,9.129186,,0.235776776334223,0.132148821039679,MUSE
6585,NGC5236,NGC5236_8-119,204.245488,-29.8588655,0.360643,8.623074,,8.835497,8.767415,8.78302,0.223996,,9.049828,,0.0866906960952649,0.0485886416050535,MUSE
6586,NGC5236,NGC5236_9-138,204.2589326,-29.8471927,0.290454,8.560569,,8.709278,8.841488,8.91248,0.0450624,,9.146637,,0.171761275163656,0.0962692355288364,MUSE
6587,NGC5236,NGC5236_10-148,204.2570263,-29.870527,0.195673,8.557754,,8.721451,8.718414,8.78302,0.0850731,,8.989959,,0.051456993697524,0.028840758437272,MUSE
6588,NGC5236,NGC5236_9-254,204.2493403,-29.8738639,0.804939,8.62565,,8.664762,8.936708,8.96103,0.203583,,,,0.0828360395220261,0.0464281730059567,MUSE
6589,NGC5236,NGC5236_3-81,204.2973776,-29.860501,0.351789,8.591313,,8.812303,8.783102,8.78302,0.137666,,9.069628,,0.344563667024342,0.193121999029411,MUSE
6590,NGC5236,NGC5236_10-210,204.2531741,-29.8571955,0.343382,8.617668,,8.839713,8.755761,8.76684,0.233636,,9.035332,,0.0755216088036857,0.0423285606054762,MUSE
6591,NGC5236,NGC5236_3-134,204.2877782,-29.8705083,0.431117,8.553216,,8.73044,8.844135,8.91248,0.102148,,9.150266,,0.268448301284599,0.150460647890855,MUSE
6592,NGC5236,NGC5236_10-138,204.2589326,-29.8471927,0.22607,8.539584,,8.695612,8.841351,8.91248,0.0620759,,9.146449,,0.171761275163656,0.0962692355288364,MUSE
6593,NGC5236,NGC5236-23,204.2128179,-29.8588747,0.0,8.540506,,8.796756,8.854322,8.79921,0.112289,,9.164359,,0.322245014070807,0.180612778567331,MUSE
6594,NGC5236,NGC5236_4-110,204.2550958,-29.8571946,0.680682,8.676525,,8.732231,8.939685,8.96103,0.309069,,,,0.0766135685164776,0.0429405852115965,MUSE
6595,NGC5236,NGC5236_8-35,204.2589483,-29.870526,0.309333,8.600791,,8.780318,8.756354,8.81539,0.150921,,9.036066,,0.0602249909571743,0.0337550698412902,MUSE
6596,NGC5236,NGC5236_10-226,204.2512653,-29.878863,0.60824,8.563476,,8.753881,8.735455,8.73448,0.106888,,9.010471,,0.121948446441291,0.0683500032335373,MUSE
6597,NGC5236,NGC5236_10-36,204.2704619,-29.8471864,0.245403,8.519824,,8.580875,8.872526,8.96103,0.055101,,9.190045,,0.213654644503324,0.11974974728106,MUSE
6598,NGC5236,NGC5236_10-176,204.2551022,-29.8671946,0.438305,8.599746,,8.797563,8.850747,8.8963,0.139455,,9.15939,,0.0183838229204114,0.0103038160199919,MUSE
6599,NGC5236,NGC5236_2-116,204.1763029,-29.8672088,0.369059,8.537971,,8.763549,8.837385,8.86394,0.187214,,9.141035,,0.602773060285271,0.337843915374698,MUSE
6600,NGC5236,NGC5236_9-233,204.2512563,-29.863863,0.849331,8.657333,,8.796839,8.896361,8.96103,0.279439,,9.224715,,0.0238531238560441,0.0133692649662042,MUSE
6601,NGC5236,NGC5236_3-32,204.3050667,-29.8621613,0.406615,8.576569,,8.802529,8.864046,8.88012,0.0893832,,9.177997,,0.402221652176441,0.225438306342785,MUSE
6602,NGC5236,NGC5236_9-124,204.2589483,-29.870526,0.286631,8.583345,,8.703718,8.738661,8.86394,0.126318,,9.014364,,0.0602249909571743,0.0337550698412902,MUSE
6603,NGC5236,NGC5236_9-116,204.2608541,-29.8471917,0.276179,8.560921,,8.592414,8.913187,8.96103,0.14517,,,,0.176276734994727,0.0988000729692562,MUSE
6604,NGC5236,NGC5236_10-98,204.2627733,-29.8438574,0.222586,8.532168,,8.676981,8.84748,8.92867,0.116113,,9.154872,,0.209941267822171,0.117668463627427,MUSE
6605,NGC5236,NGC5236_10-24,204.2723861,-29.8505185,0.449601,8.584218,,8.767178,8.884793,8.91248,0.0848527,,9.207737,,0.201575203623953,0.112979428779612,MUSE
6606,NGC5236,NGC5236_8-104,204.2474135,-29.8655314,0.358885,8.569132,,8.66311,8.801551,8.92867,0.0958872,,9.093366,,0.0485537056057161,0.0272135154813029,MUSE
6607,NGC5236,NGC5236_3_full,204.2982434,-29.8648182,0.332476,8.575972,,8.766361,8.80988,8.86394,0.081918,,9.104256,,0.347435835571494,0.194731800016746,MUSE
6608,NGC5236,NGC5236_6-86,204.2205084,-29.8705399,0.374242,8.669585,,8.865725,8.815787,8.88012,0.303103,,9.112046,,0.262952819249286,0.147380524889335,MUSE
6609,NGC5236,NGC5236_6-83,204.2224263,-29.8572062,0.365615,8.552496,,8.648707,8.987329,8.96103,0.134442,,,,0.252887913460626,0.14173931859868,MUSE
6610,NGC5236,NGC5236_10-113,204.2608576,-29.8521917,0.189319,8.595175,,8.847759,8.781125,8.73448,0.207608,,9.067113,,0.134263475094268,0.0752523646232523,MUSE
6611,NGC5236,NGC5236_7-20,204.2877686,-29.8605083,0.453248,8.563603,,8.762864,8.812732,8.88012,0.287002,,9.10801,,0.270574075531727,0.15165210773233,MUSE
6612,NGC5236,NGC5236_3-20,204.3069885,-29.8621596,0.31493,8.554858,,8.754911,8.797364,8.83157,0.0695077,,9.087934,,0.417145019077461,0.233802596382601,MUSE
6613,NGC5236,NGC5236_9-47,204.2685416,-29.8488541,0.341707,8.582738,,8.596686,8.975752,8.96103,0.51954,,,,0.192340366611572,0.107803461737167,MUSE
6614,NGC5236,NGC5236-33,204.2108968,-29.8622083,0.235571,8.532181,,8.70269,8.903554,8.92867,0.212763,,,,0.333569374092328,0.186959887256914,MUSE
6615,NGC5236,NGC5236_2-59,204.1859124,-29.8705429,0.152375,8.552044,,8.775945,8.809104,8.79921,0.0936301,,9.103237,,0.530368392021666,0.297262346241523,MUSE
6616,NGC5236,NGC5236_10-239,204.2512524,-29.8571964,0.347879,8.592132,,8.735402,8.78888,8.8963,0.108848,,9.077008,,0.0773642961929504,0.0433613551402985,MUSE
6617,NGC5236,NGC5236-8,204.2147408,-29.8638744,0.07788,8.555007,,8.72708,8.758032,8.79921,0.0693888,,9.038144,,0.302991303310698,0.169821405400108,MUSE
6618,NGC5236,NGC5236_3-131,204.2896871,-29.8571735,0.355953,8.55971,,8.635606,8.872835,8.96103,0.0338214,,9.190486,,0.292304782642159,0.163831794678814,MUSE
6619,NGC5236,NGC5236_6-110,204.2166635,-29.8672074,0.350609,8.608731,,8.869826,8.857767,8.83157,0.164646,,9.169169,,0.288712258624909,0.161818246861181,MUSE
6620,NGC5236,NGC5236_8-99,204.2474182,-29.8738647,0.807369,8.575876,,8.699587,8.869036,8.94485,0.0545808,,9.185068,,0.0902376582458238,0.0505766527813717,MUSE
6621,NGC5236,NGC5236_9-378,204.2397155,-29.8438677,0.484875,8.551032,,8.672636,8.867068,8.94485,0.0444635,,9.182274,,0.221697359323244,0.124257550373185,MUSE
