scenario,draw,radial_index,radius_lo_arcsec,radius_hi_arcsec,q_shape_proxy,delta_uv,star_clipped_fraction,h2_clipped_fraction,hi_clipped_fraction
star_co_plus_hi_ctl49,28,0,5,15,-0.05824148396,0.7585586216,0,0.003414911781,0
star_co_plus_hi_ctl49,28,1,15,25,-0.03649298353,0.7947770338,0,0.003414911781,0
star_co_plus_hi_ctl49,28,2,25,35,0.03117672402,0.8310410628,0,0.003414911781,0
star_co_plus_hi_ctl49,28,3,35,45,0.04444100666,0.9879950411,0,0.003414911781,0
star_co_plus_hi_ctl49,28,4,45,55,-0.09780683966,0.9502780039,0,0.003414911781,0
star_co_plus_hi_ctl49,28,5,55,65,-0.1180369677,0.999960295,0,0.003414911781,0
star_only,29,0,5,15,-0.0588797377,0.7729424466,0.01024473534,0,0
star_only,29,1,15,25,-0.03489653041,0.7494022148,0.01024473534,0,0
star_only,29,2,25,35,0.03462275748,0.8604310472,0.01024473534,0,0
star_only,29,3,35,45,0.03596301175,0.9965608776,0.01024473534,0,0
star_only,29,4,45,55,0.001187935884,0.9291741359,0.01024473534,0,0
star_only,29,5,55,65,0.04023720648,0.9587225162,0.01024473534,0,0
co_independent_only,29,0,5,15,-0.06300756078,0.7770716789,0,0,0
co_independent_only,29,1,15,25,-0.03655923061,0.8923255771,0,0,0
co_independent_only,29,2,25,35,0.04049641087,0.931726178,0,0,0
co_independent_only,29,3,35,45,0.0254453392,0.9986816763,0,0,0
co_independent_only,29,4,45,55,-0.0422392514,0.9343224355,0,0,0
co_independent_only,29,5,55,65,-0.1086012145,0.9762370048,0,0,0
star_plus_co_independent,29,0,5,15,-0.06158709169,0.7729424466,0.01024473534,0,0
star_plus_co_independent,29,1,15,25,-0.03507448868,0.7494022148,0.01024473534,0,0
star_plus_co_independent,29,2,25,35,0.04057168885,0.8604310472,0.01024473534,0,0
star_plus_co_independent,29,3,35,45,0.03448983922,0.9965608776,0.01024473534,0,0
star_plus_co_independent,29,4,45,55,-0.002130326335,0.9291741359,0.01024473534,0,0
star_plus_co_independent,29,5,55,65,0.02682735634,0.9587225162,0.01024473534,0,0
star_plus_co_correlated_control,29,0,5,15,-0.05592526393,0.7729424466,0.01024473534,0,0
star_plus_co_correlated_control,29,1,15,25,-0.03074363326,0.7494022148,0.01024473534,0,0
star_plus_co_correlated_control,29,2,25,35,0.02792244886,0.8604310472,0.01024473534,0,0
star_plus_co_correlated_control,29,3,35,45,0.03750452126,0.9965608776,0.01024473534,0,0
star_plus_co_correlated_control,29,4,45,55,-0.0001083878002,0.9291741359,0.01024473534,0,0
star_plus_co_correlated_control,29,5,55,65,0.0314666647,0.9587225162,0.01024473534,0,0
star_co_plus_hi_ctl01,29,0,5,15,-0.06123110859,0.7729424466,0.01024473534,0,0
star_co_plus_hi_ctl01,29,1,15,25,-0.03487378072,0.7494022148,0.01024473534,0,0
star_co_plus_hi_ctl01,29,2,25,35,0.03996573961,0.8604310472,0.01024473534,0,0
star_co_plus_hi_ctl01,29,3,35,45,0.03510480477,0.9965608776,0.01024473534,0,0
star_co_plus_hi_ctl01,29,4,45,55,-0.001395862665,0.9291741359,0.01024473534,0,0
star_co_plus_hi_ctl01,29,5,55,65,0.02707633,0.9587225162,0.01024473534,0,0
star_co_plus_hi_ctl10,29,0,5,15,-0.06027369182,0.7729424466,0.01024473534,0,0
star_co_plus_hi_ctl10,29,1,15,25,-0.0343337008,0.7494022148,0.01024473534,0,0
star_co_plus_hi_ctl10,29,2,25,35,0.03833435048,0.8604310472,0.01024473534,0,0
star_co_plus_hi_ctl10,29,3,35,45,0.03701847626,0.9965608776,0.01024473534,0,0
star_co_plus_hi_ctl10,29,4,45,55,0.0002778700693,0.9291741359,0.01024473534,0,0
star_co_plus_hi_ctl10,29,5,55,65,0.02767697493,0.9587225162,0.01024473534,0,0
star_co_plus_hi_ctl49,29,0,5,15,-0.058640501,0.7729424466,0.01024473534,0,0
star_co_plus_hi_ctl49,29,1,15,25,-0.0334114891,0.7494022148,0.01024473534,0,0
star_co_plus_hi_ctl49,29,2,25,35,0.03554342437,0.8604310472,0.01024473534,0,0
star_co_plus_hi_ctl49,29,3,35,45,0.04082494951,0.9965608776,0.01024473534,0,0
star_co_plus_hi_ctl49,29,4,45,55,0.002085970652,0.9291741359,0.01024473534,0,0
star_co_plus_hi_ctl49,29,5,55,65,0.03438188417,0.9587225162,0.01024473534,0,0
star_only,30,0,5,15,-0.06022397611,0.7677580624,0.02902675014,0,0
star_only,30,1,15,25,-0.03444229902,0.8387297375,0.02902675014,0,0
star_only,30,2,25,35,0.03463935808,0.8841970132,0.02902675014,0,0
star_only,30,3,35,45,0.0237674426,0.999943851,0.02902675014,0,0
star_only,30,4,45,55,-0.08593083959,0.9491699497,0.02902675014,0,0
star_only,30,5,55,65,-0.1217929573,0.974284907,0.02902675014,0,0
co_independent_only,30,0,5,15,-0.05996402292,0.7770716789,0,0.01024473534,0
co_independent_only,30,1,15,25,-0.03601011714,0.8923255771,0,0.01024473534,0
co_independent_only,30,2,25,35,0.03584436425,0.931726178,0,0.01024473534,0
co_independent_only,30,3,35,45,0.02482566385,0.9986816763,0,0.01024473534,0
co_independent_only,30,4,45,55,-0.04365953722,0.9343224355,0,0.01024473534,0
co_independent_only,30,5,55,65,-0.09633312336,0.9762370048,0,0.01024473534,0
star_plus_co_independent,30,0,5,15,-0.05989626584,0.7677580624,0.02902675014,0.01024473534,0
star_plus_co_independent,30,1,15,25,-0.03405678493,0.8387297375,0.02902675014,0.01024473534,0
star_plus_co_independent,30,2,25,35,0.03557037096,0.8841970132,0.02902675014,0.01024473534,0
star_plus_co_independent,30,3,35,45,0.02413560829,0.999943851,0.02902675014,0.01024473534,0
star_plus_co_independent,30,4,45,55,-0.08852839748,0.9491699497,0.02902675014,0.01024473534,0
star_plus_co_independent,30,5,55,65,-0.1187430471,0.974284907,0.02902675014,0.01024473534,0
star_plus_co_correlated_control,30,0,5,15,-0.0548536159,0.7677580624,0.02902675014,0,0
star_plus_co_correlated_control,30,1,15,25,-0.02686451221,0.8387297375,0.02902675014,0,0
star_plus_co_correlated_control,30,2,25,35,0.02327779007,0.8841970132,0.02902675014,0,0
star_plus_co_correlated_control,30,3,35,45,0.02671557834,0.999943851,0.02902675014,0,0
star_plus_co_correlated_control,30,4,45,55,-0.08111465185,0.9491699497,0.02902675014,0,0
star_plus_co_correlated_control,30,5,55,65,-0.1097676851,0.974284907,0.02902675014,0,0
star_co_plus_hi_ctl01,30,0,5,15,-0.05971618476,0.7677580624,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl01,30,1,15,25,-0.03391592545,0.8387297375,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl01,30,2,25,35,0.03486941841,0.8841970132,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl01,30,3,35,45,0.0240197462,0.999943851,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl01,30,4,45,55,-0.08892007516,0.9491699497,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl01,30,5,55,65,-0.1190792829,0.974284907,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl10,30,0,5,15,-0.05923121964,0.7677580624,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl10,30,1,15,25,-0.03353611752,0.8387297375,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl10,30,2,25,35,0.03298119597,0.8841970132,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl10,30,3,35,45,0.02370769881,0.999943851,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl10,30,4,45,55,-0.09015219177,0.9491699497,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl10,30,5,55,65,-0.119980931,0.974284907,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl49,30,0,5,15,-0.05840180175,0.7677580624,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl49,30,1,15,25,-0.03286482954,0.8387297375,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl49,30,2,25,35,0.0298481485,0.8841970132,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl49,30,3,35,45,0.02317377165,0.999943851,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl49,30,4,45,55,-0.09299718975,0.9491699497,0.02902675014,0.01024473534,0
star_co_plus_hi_ctl49,30,5,55,65,-0.1215101861,0.974284907,0.02902675014,0.01024473534,0
star_only,31,0,5,15,-0.06113688202,0.7031905436,0,0,0
star_only,31,1,15,25,-0.03489738997,0.7422927301,0,0,0
star_only,31,2,25,35,0.03469532585,0.7914913587,0,0,0
star_only,31,3,35,45,0.03530322611,0.9842980814,0,0,0
star_only,31,4,45,55,-0.03568789745,0.982512873,0,0,0
star_only,31,5,55,65,-0.1141929788,0.998402372,0,0,0
co_independent_only,31,0,5,15,-0.06189491663,0.7770716789,0,0.002276607854,0
co_independent_only,31,1,15,25,-0.03585854467,0.8923255771,0,0.002276607854,0
co_independent_only,31,2,25,35,0.03326065797,0.931726178,0,0.002276607854,0
co_independent_only,31,3,35,45,0.03064421461,0.9986816763,0,0.002276607854,0
co_independent_only,31,4,45,55,-0.04005735434,0.9343224355,0,0.002276607854,0
co_independent_only,31,5,55,65,-0.09831066473,0.9762370048,0,0.002276607854,0
star_plus_co_independent,31,0,5,15,-0.06284059156,0.7031905436,0,0.002276607854,0
star_plus_co_independent,31,1,15,25,-0.03449967834,0.7422927301,0,0.002276607854,0
star_plus_co_independent,31,2,25,35,0.03326636924,0.7914913587,0,0.002276607854,0
star_plus_co_independent,31,3,35,45,0.04179757752,0.9842980814,0,0.002276607854,0
star_plus_co_independent,31,4,45,55,-0.03566474762,0.982512873,0,0.002276607854,0
star_plus_co_independent,31,5,55,65,-0.1135825984,0.998402372,0,0.002276607854,0
star_plus_co_correlated_control,31,0,5,15,-0.05991184353,0.7031905436,0,0,0
star_plus_co_correlated_control,31,1,15,25,-0.03330294555,0.7422927301,0,0,0
star_plus_co_correlated_control,31,2,25,35,0.03208831566,0.7914913587,0,0,0
star_plus_co_correlated_control,31,3,35,45,0.03599307116,0.9842980814,0,0,0
star_plus_co_correlated_control,31,4,45,55,-0.03512124475,0.982512873,0,0,0
star_plus_co_correlated_control,31,5,55,65,-0.1114620357,0.998402372,0,0,0
star_co_plus_hi_ctl01,31,0,5,15,-0.06269963821,0.7031905436,0,0.002276607854,0
star_co_plus_hi_ctl01,31,1,15,25,-0.03394981536,0.7422927301,0,0.002276607854,0
star_co_plus_hi_ctl01,31,2,25,35,0.03317131355,0.7914913587,0,0.002276607854,0
star_co_plus_hi_ctl01,31,3,35,45,0.04273357671,0.9842980814,0,0.002276607854,0
star_co_plus_hi_ctl01,31,4,45,55,-0.03532878016,0.982512873,0,0.002276607854,0
star_co_plus_hi_ctl01,31,5,55,65,-0.1131995923,0.998402372,0,0.002276607854,0
star_co_plus_hi_ctl10,31,0,5,15,-0.0623196994,0.7031905436,0,0.002276607854,0
star_co_plus_hi_ctl10,31,1,15,25,-0.03246806195,0.7422927301,0,0.002276607854,0
star_co_plus_hi_ctl10,31,2,25,35,0.03291412327,0.7914913587,0,0.002276607854,0
star_co_plus_hi_ctl10,31,3,35,45,0.04525409239,0.9842980814,0,0.002276607854,0
star_co_plus_hi_ctl10,31,4,45,55,-0.03442624849,0.982512873,0,0.002276607854,0
star_co_plus_hi_ctl10,31,5,55,65,-0.1125328146,0.998402372,0,0.002276607854,0
star_co_plus_hi_ctl49,31,0,5,15,-0.06166873164,0.7031905436,0,0.002276607854,0
star_co_plus_hi_ctl49,31,1,15,25,-0.02975383089,0.7422927301,0,0.002276607854,0
star_co_plus_hi_ctl49,31,2,25,35,0.03299871479,0.7914913587,0,0.002276607854,0
star_co_plus_hi_ctl49,31,3,35,45,0.04956431454,0.9842980814,0,0.002276607854,0
star_co_plus_hi_ctl49,31,4,45,55,-0.03289030824,0.982512873,0,0.002276607854,0
star_co_plus_hi_ctl49,31,5,55,65,-0.1113914535,0.998402372,0,0.002276607854,0
star_only,32,0,5,15,-0.05781505687,0.7298848106,0,0,0
star_only,32,1,15,25,-0.04328123082,0.6818854588,0,0,0
star_only,32,2,25,35,0.03464830117,0.6080393646,0,0,0
star_only,32,3,35,45,0.04775849904,0.8822807036,0,0,0
star_only,32,4,45,55,0.1439218203,0.7214191975,0,0,0
star_only,32,5,55,65,0.08403567938,0.7644060816,0,0,0
co_independent_only,32,0,5,15,-0.0611246835,0.7770716789,0,0,0
co_independent_only,32,1,15,25,-0.03281516002,0.8923255771,0,0,0
co_independent_only,32,2,25,35,0.04157055819,0.931726178,0,0,0
co_independent_only,32,3,35,45,0.02746575388,0.9986816763,0,0,0
co_independent_only,32,4,45,55,-0.03325212545,0.9343224355,0,0,0
co_independent_only,32,5,55,65,-0.09472774491,0.9762370048,0,0,0
star_plus_co_independent,32,0,5,15,-0.05894670773,0.7298848106,0,0,0
star_plus_co_independent,32,1,15,25,-0.04120663819,0.6818854588,0,0,0
star_plus_co_independent,32,2,25,35,0.04161485665,0.6080393646,0,0,0
star_plus_co_independent,32,3,35,45,0.05207383955,0.8822807036,0,0,0
star_plus_co_independent,32,4,45,55,0.1391782218,0.7214191975,0,0,0
star_plus_co_independent,32,5,55,65,0.08139584081,0.7644060816,0,0,0
star_plus_co_correlated_control,32,0,5,15,-0.05524583279,0.7298848106,0,0,0
star_plus_co_correlated_control,32,1,15,25,-0.03901226032,0.6818854588,0,0,0
star_plus_co_correlated_control,32,2,25,35,0.02887888855,0.6080393646,0,0,0
star_plus_co_correlated_control,32,3,35,45,0.04750454029,0.8822807036,0,0,0
star_plus_co_correlated_control,32,4,45,55,0.1380598268,0.7214191975,0,0,0
star_plus_co_correlated_control,32,5,55,65,0.07270435808,0.7644060816,0,0,0
star_co_plus_hi_ctl01,32,0,5,15,-0.05872727281,0.7298848106,0,0,0
star_co_plus_hi_ctl01,32,1,15,25,-0.04113177304,0.6818854588,0,0,0
star_co_plus_hi_ctl01,32,2,25,35,0.04145507324,0.6080393646,0,0,0
star_co_plus_hi_ctl01,32,3,35,45,0.05192972645,0.8822807036,0,0,0
star_co_plus_hi_ctl01,32,4,45,55,0.1385891566,0.7214191975,0,0,0
star_co_plus_hi_ctl01,32,5,55,65,0.0798962969,0.7644060816,0,0,0
star_co_plus_hi_ctl10,32,0,5,15,-0.05813747616,0.7298848106,0,0,0
star_co_plus_hi_ctl10,32,1,15,25,-0.0408222223,0.6818854588,0,0,0
star_co_plus_hi_ctl10,32,2,25,35,0.04102658594,0.6080393646,0,0,0
star_co_plus_hi_ctl10,32,3,35,45,0.05154480176,0.8822807036,0,0,0
star_co_plus_hi_ctl10,32,4,45,55,0.1370042714,0.7214191975,0,0,0
star_co_plus_hi_ctl10,32,5,55,65,0.07666107104,0.7644060816,0,0,0
star_co_plus_hi_ctl49,32,0,5,15,-0.05713263832,0.7298848106,0,0,0
star_co_plus_hi_ctl49,32,1,15,25,-0.04018331231,0.6818854588,0,0,0
star_co_plus_hi_ctl49,32,2,25,35,0.04029984551,0.6080393646,0,0,0
star_co_plus_hi_ctl49,32,3,35,45,0.05124660526,0.8822807036,0,0,0
star_co_plus_hi_ctl49,32,4,45,55,0.1335297386,0.7214191975,0,0,0
star_co_plus_hi_ctl49,32,5,55,65,0.06966027171,0.7644060816,0,0,0
star_only,33,0,5,15,-0.05474529393,0.6841783469,0.002276607854,0,0
star_only,33,1,15,25,-0.0397324755,0.4205285631,0.002276607854,0,0
star_only,33,2,25,35,0.03152000081,0.4411756706,0.002276607854,0,0
star_only,33,3,35,45,0.0276074428,0.7768749551,0.002276607854,0,0
star_only,33,4,45,55,0.09048247304,0.8338838202,0.002276607854,0,0
star_only,33,5,55,65,0.09529432135,0.9994572745,0.002276607854,0,0
co_independent_only,33,0,5,15,-0.05912735974,0.7770716789,0,0.00796812749,0
co_independent_only,33,1,15,25,-0.03695600607,0.8923255771,0,0.00796812749,0
co_independent_only,33,2,25,35,0.03259054578,0.931726178,0,0.00796812749,0
co_independent_only,33,3,35,45,0.02088215317,0.9986816763,0,0.00796812749,0
co_independent_only,33,4,45,55,-0.03766812505,0.9343224355,0,0.00796812749,0
co_independent_only,33,5,55,65,-0.09927002284,0.9762370048,0,0.00796812749,0
star_plus_co_independent,33,0,5,15,-0.05375341246,0.6841783469,0.002276607854,0.00796812749,0
star_plus_co_independent,33,1,15,25,-0.03798608612,0.4205285631,0.002276607854,0.00796812749,0
star_plus_co_independent,33,2,25,35,0.02970717705,0.4411756706,0.002276607854,0.00796812749,0
star_plus_co_independent,33,3,35,45,0.03021324328,0.7768749551,0.002276607854,0.00796812749,0
star_plus_co_independent,33,4,45,55,0.08532293001,0.8338838202,0.002276607854,0.00796812749,0
star_plus_co_independent,33,5,55,65,0.09215568997,0.9994572745,0.002276607854,0.00796812749,0
star_plus_co_correlated_control,33,0,5,15,-0.05125093376,0.6841783469,0.002276607854,0,0
star_plus_co_correlated_control,33,1,15,25,-0.03488352693,0.4205285631,0.002276607854,0,0
star_plus_co_correlated_control,33,2,25,35,0.02308143012,0.4411756706,0.002276607854,0,0
star_plus_co_correlated_control,33,3,35,45,0.02433475059,0.7768749551,0.002276607854,0,0
star_plus_co_correlated_control,33,4,45,55,0.08418982995,0.8338838202,0.002276607854,0,0
star_plus_co_correlated_control,33,5,55,65,0.07821496863,0.9994572745,0.002276607854,0,0
star_co_plus_hi_ctl01,33,0,5,15,-0.05371568646,0.6841783469,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl01,33,1,15,25,-0.03821096326,0.4205285631,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl01,33,2,25,35,0.02950721445,0.4411756706,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl01,33,3,35,45,0.03024480575,0.7768749551,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl01,33,4,45,55,0.0851792375,0.8338838202,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl01,33,5,55,65,0.09251606862,0.9994572745,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl10,33,0,5,15,-0.05361406322,0.6841783469,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl10,33,1,15,25,-0.038817346,0.4205285631,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl10,33,2,25,35,0.02897014168,0.4411756706,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl10,33,3,35,45,0.0303296529,0.7768749551,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl10,33,4,45,55,0.08487294894,0.8338838202,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl10,33,5,55,65,0.09348603822,0.9994572745,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl49,33,0,5,15,-0.05344017419,0.6841783469,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl49,33,1,15,25,-0.03985706728,0.4205285631,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl49,33,2,25,35,0.02805643058,0.4411756706,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl49,33,3,35,45,0.03065935746,0.7768749551,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl49,33,4,45,55,0.08463983463,0.8338838202,0.002276607854,0.00796812749,0
star_co_plus_hi_ctl49,33,5,55,65,0.09674630497,0.9994572745,0.002276607854,0.00796812749,0
star_only,34,0,5,15,-0.05718169794,0.8928522551,0,0,0
star_only,34,1,15,25,-0.03236041732,0.9984823884,0,0,0
star_only,34,2,25,35,0.03377361857,0.9794984716,0,0,0
star_only,34,3,35,45,0.03109996242,0.7937134831,0,0,0
star_only,34,4,45,55,-0.04324876745,0.8606117081,0,0,0
star_only,34,5,55,65,0.002897892155,0.9213246521,0,0,0
co_independent_only,34,0,5,15,-0.06281039925,0.7770716789,0,0.004553215709,0
co_independent_only,34,1,15,25,-0.03859419955,0.8923255771,0,0.004553215709,0
co_independent_only,34,2,25,35,0.03692852433,0.931726178,0,0.004553215709,0
co_independent_only,34,3,35,45,0.0265417537,0.9986816763,0,0.004553215709,0
co_independent_only,34,4,45,55,-0.04059921411,0.9343224355,0,0.004553215709,0
co_independent_only,34,5,55,65,-0.1001238036,0.9762370048,0,0.004553215709,0
star_plus_co_independent,34,0,5,15,-0.05947202725,0.8928522551,0,0.004553215709,0
star_plus_co_independent,34,1,15,25,-0.03447614487,0.9984823884,0,0.004553215709,0
star_plus_co_independent,34,2,25,35,0.03546066105,0.9794984716,0,0.004553215709,0
star_plus_co_independent,34,3,35,45,0.0333549655,0.7937134831,0,0.004553215709,0
star_plus_co_independent,34,4,45,55,-0.04396904578,0.8606117081,0,0.004553215709,0
star_plus_co_independent,34,5,55,65,-9.309344016e-05,0.9213246521,0,0.004553215709,0
star_plus_co_correlated_control,34,0,5,15,-0.05730051356,0.8928522551,0,0,0
star_plus_co_correlated_control,34,1,15,25,-0.03247948943,0.9984823884,0,0,0
star_plus_co_correlated_control,34,2,25,35,0.03403001273,0.9794984716,0,0,0
star_plus_co_correlated_control,34,3,35,45,0.03101000535,0.7937134831,0,0,0
star_plus_co_correlated_control,34,4,45,55,-0.0433261977,0.8606117081,0,0,0
star_plus_co_correlated_control,34,5,55,65,0.003057436565,0.9213246521,0,0,0
star_co_plus_hi_ctl01,34,0,5,15,-0.0595322095,0.8928522551,0,0.004553215709,0
star_co_plus_hi_ctl01,34,1,15,25,-0.03488009223,0.9984823884,0,0.004553215709,0
star_co_plus_hi_ctl01,34,2,25,35,0.03561805026,0.9794984716,0,0.004553215709,0
star_co_plus_hi_ctl01,34,3,35,45,0.03303833043,0.7937134831,0,0.004553215709,0
star_co_plus_hi_ctl01,34,4,45,55,-0.04322885345,0.8606117081,0,0.004553215709,0
star_co_plus_hi_ctl01,34,5,55,65,0.0002585996549,0.9213246521,0,0.004553215709,0
star_co_plus_hi_ctl10,34,0,5,15,-0.05969437064,0.8928522551,0,0.004553215709,0
star_co_plus_hi_ctl10,34,1,15,25,-0.03551487201,0.9984823884,0,0.004553215709,0
star_co_plus_hi_ctl10,34,2,25,35,0.03613350998,0.9794984716,0,0.004553215709,0
star_co_plus_hi_ctl10,34,3,35,45,0.03218457279,0.7937134831,0,0.004553215709,0
star_co_plus_hi_ctl10,34,4,45,55,-0.04124258391,0.8606117081,0,0.004553215709,0
star_co_plus_hi_ctl10,34,5,55,65,0.001203849144,0.9213246521,0,0.004553215709,0
star_co_plus_hi_ctl49,34,0,5,15,-0.05997200704,0.8928522551,0,0.004553215709,0
star_co_plus_hi_ctl49,34,1,15,25,-0.03660496387,0.9984823884,0,0.004553215709,0
star_co_plus_hi_ctl49,34,2,25,35,0.03701444298,0.9794984716,0,0.004553215709,0
star_co_plus_hi_ctl49,34,3,35,45,0.03072087001,0.7937134831,0,0.004553215709,0
star_co_plus_hi_ctl49,34,4,45,55,-0.03746452015,0.8606117081,0,0.004553215709,0
star_co_plus_hi_ctl49,34,5,55,65,0.002735587115,0.9213246521,0,0.004553215709,0
star_only,35,0,5,15,-0.06103647021,0.8032792592,0,0,0
star_only,35,1,15,25,-0.03021997074,0.9861733481,0,0,0
star_only,35,2,25,35,0.03380660953,0.9656078302,0,0,0
star_only,35,3,35,45,0.02446540191,0.9968803877,0,0,0
star_only,35,4,45,55,-0.005031097079,0.9367788088,0,0,0
star_only,35,5,55,65,-0.01525291417,0.9477476881,0,0,0
co_independent_only,35,0,5,15,-0.06025193072,0.7770716789,0,0.001138303927,0
co_independent_only,35,1,15,25,-0.03393061569,0.8923255771,0,0.001138303927,0
co_independent_only,35,2,25,35,0.02960532879,0.931726178,0,0.001138303927,0
co_independent_only,35,3,35,45,0.02821053333,0.9986816763,0,0.001138303927,0
co_independent_only,35,4,45,55,-0.04775301815,0.9343224355,0,0.001138303927,0
co_independent_only,35,5,55,65,-0.09763126699,0.9762370048,0,0.001138303927,0
star_plus_co_independent,35,0,5,15,-0.06104074629,0.8032792592,0,0.001138303927,0
star_plus_co_independent,35,1,15,25,-0.02811486342,0.9861733481,0,0.001138303927,0
star_plus_co_independent,35,2,25,35,0.02861619716,0.9656078302,0,0.001138303927,0
star_plus_co_independent,35,3,35,45,0.02804710039,0.9968803877,0,0.001138303927,0
star_plus_co_independent,35,4,45,55,-0.009831897545,0.9367788088,0,0.001138303927,0
star_plus_co_independent,35,5,55,65,-0.01250533236,0.9477476881,0,0.001138303927,0
star_plus_co_correlated_control,35,0,5,15,-0.06002203331,0.8032792592,0,0,0
star_plus_co_correlated_control,35,1,15,25,-0.02906761254,0.9861733481,0,0,0
star_plus_co_correlated_control,35,2,25,35,0.03178338988,0.9656078302,0,0,0
star_plus_co_correlated_control,35,3,35,45,0.02534221994,0.9968803877,0,0,0
star_plus_co_correlated_control,35,4,45,55,-0.005068656024,0.9367788088,0,0,0
star_plus_co_correlated_control,35,5,55,65,-0.01615339067,0.9477476881,0,0,0
star_co_plus_hi_ctl01,35,0,5,15,-0.06117165538,0.8032792592,0,0.001138303927,0
star_co_plus_hi_ctl01,35,1,15,25,-0.0282564661,0.9861733481,0,0.001138303927,0
star_co_plus_hi_ctl01,35,2,25,35,0.02836225368,0.9656078302,0,0.001138303927,0
star_co_plus_hi_ctl01,35,3,35,45,0.02793661725,0.9968803877,0,0.001138303927,0
star_co_plus_hi_ctl01,35,4,45,55,-0.009920422266,0.9367788088,0,0.001138303927,0
star_co_plus_hi_ctl01,35,5,55,65,-0.01302035344,0.9477476881,0,0.001138303927,0
star_co_plus_hi_ctl10,35,0,5,15,-0.06152451165,0.8032792592,0,0.001138303927,0
star_co_plus_hi_ctl10,35,1,15,25,-0.02863836786,0.9861733481,0,0.001138303927,0
star_co_plus_hi_ctl10,35,2,25,35,0.02767698756,0.9656078302,0,0.001138303927,0
star_co_plus_hi_ctl10,35,3,35,45,0.02763826054,0.9968803877,0,0.001138303927,0
star_co_plus_hi_ctl10,35,4,45,55,-0.01016157601,0.9367788088,0,0.001138303927,0
star_co_plus_hi_ctl10,35,5,55,65,-0.01440767389,0.9477476881,0,0.001138303927,0
star_co_plus_hi_ctl49,35,0,5,15,-0.0621290489,0.8032792592,0,0.001138303927,0
star_co_plus_hi_ctl49,35,1,15,25,-0.02929342045,0.9861733481,0,0.001138303927,0
star_co_plus_hi_ctl49,35,2,25,35,0.02650029153,0.9656078302,0,0.001138303927,0
star_co_plus_hi_ctl49,35,3,35,45,0.02712519559,0.9968803877,0,0.001138303927,0
star_co_plus_hi_ctl49,35,4,45,55,-0.01003741302,0.9367788088,0,0.001138303927,0
star_co_plus_hi_ctl49,35,5,55,65,-0.01542412573,0.9477476881,0,0.001138303927,0
star_only,36,0,5,15,-0.06052243586,0.7722337971,0.02561183836,0,0
star_only,36,1,15,25,-0.03351180212,0.8848162925,0.02561183836,0,0
star_only,36,2,25,35,0.03448657595,0.9534050192,0.02561183836,0,0
star_only,36,3,35,45,0.02228181156,0.970104221,0.02561183836,0,0
star_only,36,4,45,55,-0.09297744222,0.9618666493,0.02561183836,0,0
star_only,36,5,55,65,-0.1638415165,0.9902310936,0.02561183836,0,0
co_independent_only,36,0,5,15,-0.06195563836,0.7770716789,0,0,0
co_independent_only,36,1,15,25,-0.03279363073,0.8923255771,0,0,0
co_independent_only,36,2,25,35,0.04108436267,0.931726178,0,0,0
co_independent_only,36,3,35,45,0.0279429032,0.9986816763,0,0,0
co_independent_only,36,4,45,55,-0.03474633595,0.9343224355,0,0,0
co_independent_only,36,5,55,65,-0.09865338781,0.9762370048,0,0,0
star_plus_co_independent,36,0,5,15,-0.06216449461,0.7722337971,0.02561183836,0,0
star_plus_co_independent,36,1,15,25,-0.03000025934,0.8848162925,0.02561183836,0,0
star_plus_co_independent,36,2,25,35,0.04058767886,0.9534050192,0.02561183836,0,0
star_plus_co_independent,36,3,35,45,0.02566250325,0.970104221,0.02561183836,0,0
star_plus_co_independent,36,4,45,55,-0.0844003268,0.9618666493,0.02561183836,0,0
