galaxy,split,formula_family,n_points,rmse_mixture_proxy,rmse_single_matched_family,rmse_tpg_v6,rmse_mond,mixture_minus_single_matched,mixture_minus_tpg_v6,mixture_minus_mond,mixture_beats_single_matched,mixture_beats_tpg_v6,mixture_beats_mond
UGC08286,train,K_exponential_disk,17,12.65618631726025,17.334386288712363,14.190503497341913,11.134978355570606,-4.678199971452113,-1.534317180081663,1.521207961689644,True,True,False
UGC08490,train,K_scale_tail_spiral,30,8.897489710173426,10.242739593575449,12.750079284525583,8.782045083335015,-1.3452498834020226,-3.852589574352157,0.11544462683841061,True,True,False
UGC08550,train,K_scale_tail_spiral,11,3.304841151409172,3.021578182399214,6.06335307483473,3.445739243845035,0.2832629690099582,-2.7585119234255577,-0.14089809243586293,False,True,True
UGC08837,train,K_scale_tail_spiral,8,23.577589415450294,15.524572119525873,11.823039060545453,14.631810600470736,8.053017295924422,11.754550354904842,8.945778814979558,False,False,False
UGC09037,train,K_exponential_disk,22,32.739255123654445,31.40417997527423,35.08096095482696,38.28976483562106,1.3350751483802163,-2.3417058311725185,-5.550509711966612,False,True,True
UGC09133,train,K_compact_finite,68,17.588485301122592,17.666260136312292,17.439689160530865,21.296066784163067,-0.0777748351897003,0.14879614059172752,-3.7075814830404745,True,False,True
UGC09992,train,K_scale_tail_spiral,5,23.70601793926453,15.979683756952904,12.419100947372682,15.349374013313273,7.726334182311627,11.286916991891848,8.356643925951257,False,False,False
UGC10310,train,K_scale_tail_spiral,7,8.403816949683652,6.963612099942949,6.026738625872166,8.025462221912084,1.4402048497407023,2.377078323811486,0.3783547277715673,False,False,False
UGC11455,train,K_exponential_disk,36,13.933073746020003,13.679951585765375,14.4032869987777,16.72257736917739,0.2531221602546285,-0.47021325275769676,-2.789503623157387,False,True,True
UGC11557,train,K_exponential_disk,12,34.879227174417686,31.049551860169803,32.96981266846553,34.503675638220066,3.8296753142478828,1.9094145059521566,0.3755515361976194,False,False,False
UGC11820,train,K_scale_tail_spiral,10,6.845519530859118,6.284989425516106,5.218621983502207,9.228226219817985,0.5605301053430116,1.6268975473569105,-2.3827066889588675,False,False,True
UGC12632,train,K_scale_tail_spiral,15,6.044349382047266,5.766415468238759,6.032106398984771,7.673706532829834,0.27793391380850707,0.01224298306249505,-1.6293571507825675,False,False,True
UGC12732,train,K_scale_tail_spiral,16,5.991600040073584,6.263565949137006,7.718129754895397,6.818578331328152,-0.27196590906342255,-1.7265297148218135,-0.8269782912545685,True,True,True
UGCA281,train,K_scale_tail_spiral,7,39.90266274385879,7.687221881833537,1.9407170239409501,2.958109044402935,32.215440862025254,37.96194571991784,36.94455369945585,False,False,False
UGCA442,train,K_scale_tail_spiral,8,6.1584234618891935,4.318569912820944,5.207292467615204,3.4784865920272874,1.8398535490682493,0.9511309942739894,2.679936869861906,False,False,False
