baseline_id,model_id,alpha,fold,cv_rmse_kms
tpg_v6,morphology_plus_orientation,0.01,4,16.262936208
tpg_v6,morphology_plus_orientation,0.01,5,16.7786282343
tpg_v6,morphology_plus_orientation,0.01,0,16.4662805525
tpg_v6,morphology_plus_orientation,0.1,1,17.8031398295
tpg_v6,morphology_plus_orientation,0.1,2,15.3340045412
tpg_v6,morphology_plus_orientation,0.1,3,16.0110632674
tpg_v6,morphology_plus_orientation,0.1,4,16.018956442
tpg_v6,morphology_plus_orientation,0.1,5,16.7488024143
tpg_v6,morphology_plus_orientation,0.1,0,16.3831932989
tpg_v6,morphology_plus_orientation,1,1,17.6365977853
tpg_v6,morphology_plus_orientation,1,2,15.2492898161
tpg_v6,morphology_plus_orientation,1,3,15.8241465782
tpg_v6,morphology_plus_orientation,1,4,15.1294351484
tpg_v6,morphology_plus_orientation,1,5,16.6718675491
tpg_v6,morphology_plus_orientation,1,0,16.1022673754
tpg_v6,morphology_plus_orientation,10,1,16.7879346049
tpg_v6,morphology_plus_orientation,10,2,15.3374879233
tpg_v6,morphology_plus_orientation,10,3,15.7654598368
tpg_v6,morphology_plus_orientation,10,4,14.2801508573
tpg_v6,morphology_plus_orientation,10,5,16.1868776155
tpg_v6,morphology_plus_orientation,10,0,15.6715821675
tpg_v6,morphology_plus_orientation,100,1,15.8472782505
tpg_v6,morphology_plus_orientation,100,2,15.4720417659
tpg_v6,morphology_plus_orientation,100,3,15.6206571547
tpg_v6,morphology_plus_orientation,100,4,14.6103842761
tpg_v6,morphology_plus_orientation,100,5,16.9699923112
tpg_v6,morphology_plus_orientation,100,0,15.7040707517
tpg_v6,morphology_plus_orientation,1000,1,15.7665107197
tpg_v6,morphology_plus_orientation,1000,2,15.2386716753
tpg_v6,morphology_plus_orientation,1000,3,15.6786201291
tpg_v6,morphology_plus_orientation,1000,4,15.8548559869
tpg_v6,morphology_plus_orientation,1000,5,17.8464274846
tpg_v6,morphology_plus_orientation,1000,0,16.0770171991
tpg_v6,combined,0.01,1,18.3519482009
tpg_v6,combined,0.01,2,15.3686932863
tpg_v6,combined,0.01,3,16.4330519738
tpg_v6,combined,0.01,4,16.43937608
tpg_v6,combined,0.01,5,17.6541806403
tpg_v6,combined,0.01,0,16.8494500363
tpg_v6,combined,0.1,1,18.1649016134
tpg_v6,combined,0.1,2,15.3195824557
tpg_v6,combined,0.1,3,16.4317466721
tpg_v6,combined,0.1,4,16.1618501449
tpg_v6,combined,0.1,5,17.4978529257
tpg_v6,combined,0.1,0,16.7151867623
tpg_v6,combined,1,1,17.8624461542
tpg_v6,combined,1,2,15.2522984215
tpg_v6,combined,1,3,16.1580286897
tpg_v6,combined,1,4,15.1690285347
tpg_v6,combined,1,5,17.3006179333
tpg_v6,combined,1,0,16.3484839467
tpg_v6,combined,10,1,16.8304302782
tpg_v6,combined,10,2,15.3250738714
tpg_v6,combined,10,3,16.0599386857
tpg_v6,combined,10,4,14.2546868771
tpg_v6,combined,10,5,16.4878718329
tpg_v6,combined,10,0,15.7916003091
tpg_v6,combined,100,1,15.8083290383
tpg_v6,combined,100,2,15.4616903895
tpg_v6,combined,100,3,15.8884879679
tpg_v6,combined,100,4,14.567548545
tpg_v6,combined,100,5,17.015962828
tpg_v6,combined,100,0,15.7484037537
tpg_v6,combined,1000,1,15.7681486524
tpg_v6,combined,1000,2,15.2390818593
tpg_v6,combined,1000,3,15.7319913624
tpg_v6,combined,1000,4,15.8510426822
tpg_v6,combined,1000,5,17.8533272865
tpg_v6,combined,1000,0,16.0887183686
mond_fixed,radial_only,0.01,1,15.7295073137
mond_fixed,radial_only,0.01,2,15.0821979949
mond_fixed,radial_only,0.01,3,15.8860733766
mond_fixed,radial_only,0.01,4,15.9104732522
mond_fixed,radial_only,0.01,5,18.001432469
mond_fixed,radial_only,0.01,0,16.1219368813
mond_fixed,radial_only,0.1,1,15.7269112899
mond_fixed,radial_only,0.1,2,15.0789117947
mond_fixed,radial_only,0.1,3,15.8874967273
mond_fixed,radial_only,0.1,4,15.9005576108
mond_fixed,radial_only,0.1,5,18.0059246862
mond_fixed,radial_only,0.1,0,16.1199604218
mond_fixed,radial_only,1,1,15.7299863341
mond_fixed,radial_only,1,2,15.0771118757
mond_fixed,radial_only,1,3,15.891151024
mond_fixed,radial_only,1,4,15.8994667888
mond_fixed,radial_only,1,5,18.0100342044
mond_fixed,radial_only,1,0,16.1215500454
mond_fixed,radial_only,10,1,15.7068426987
mond_fixed,radial_only,10,2,15.0706639295
mond_fixed,radial_only,10,3,15.8998669494
mond_fixed,radial_only,10,4,15.9192213219
mond_fixed,radial_only,10,5,18.0079621158
mond_fixed,radial_only,10,0,16.1209114031
mond_fixed,radial_only,100,1,15.7109096423
mond_fixed,radial_only,100,2,15.0111786674
mond_fixed,radial_only,100,3,15.9035180309
mond_fixed,radial_only,100,4,15.9127273664
mond_fixed,radial_only,100,5,18.0449705544
mond_fixed,radial_only,100,0,16.1166608523
mond_fixed,radial_only,1000,1,15.850140632
mond_fixed,radial_only,1000,2,14.9199649325
mond_fixed,radial_only,1000,3,15.9588011293
mond_fixed,radial_only,1000,4,15.8998834533
mond_fixed,radial_only,1000,5,18.1712321511
mond_fixed,radial_only,1000,0,16.1600044596
mond_fixed,distance_context,0.01,1,15.7267499252
mond_fixed,distance_context,0.01,2,14.8962281192
mond_fixed,distance_context,0.01,3,16.2796752678
mond_fixed,distance_context,0.01,4,15.6748041194
mond_fixed,distance_context,0.01,5,18.3555675757
mond_fixed,distance_context,0.01,0,16.1866050015
mond_fixed,distance_context,0.1,1,15.7254932384
mond_fixed,distance_context,0.1,2,14.8900311021
mond_fixed,distance_context,0.1,3,16.2590120333
mond_fixed,distance_context,0.1,4,15.6757507926
mond_fixed,distance_context,0.1,5,18.3281092318
mond_fixed,distance_context,0.1,0,16.1756792796
mond_fixed,distance_context,1,1,15.718657155
mond_fixed,distance_context,1,2,14.8764188303
mond_fixed,distance_context,1,3,16.2247022482
mond_fixed,distance_context,1,4,15.6733240136
mond_fixed,distance_context,1,5,18.2574842533
mond_fixed,distance_context,1,0,16.1501173001
mond_fixed,distance_context,10,1,15.7035530418
mond_fixed,distance_context,10,2,14.9360635635
mond_fixed,distance_context,10,3,16.1771026813
mond_fixed,distance_context,10,4,15.6963155043
mond_fixed,distance_context,10,5,18.0818265117
mond_fixed,distance_context,10,0,16.1189722605
mond_fixed,distance_context,100,1,15.7087540349
mond_fixed,distance_context,100,2,14.9808601662
mond_fixed,distance_context,100,3,16.0872901292
mond_fixed,distance_context,100,4,15.7603710889
mond_fixed,distance_context,100,5,17.9939681218
mond_fixed,distance_context,100,0,16.1062487082
mond_fixed,distance_context,1000,1,15.7841801062
mond_fixed,distance_context,1000,2,14.9072502535
mond_fixed,distance_context,1000,3,15.9637428853
mond_fixed,distance_context,1000,4,15.8159178688
mond_fixed,distance_context,1000,5,18.1010288596
mond_fixed,distance_context,1000,0,16.1144239947
mond_fixed,orientation_quality,0.01,1,15.9207200936
mond_fixed,orientation_quality,0.01,2,15.8551224365
mond_fixed,orientation_quality,0.01,3,15.0120530858
mond_fixed,orientation_quality,0.01,4,15.140876018
mond_fixed,orientation_quality,0.01,5,17.0275393561
mond_fixed,orientation_quality,0.01,0,15.791262198
mond_fixed,orientation_quality,0.1,1,15.93255275
mond_fixed,orientation_quality,0.1,2,15.8560096017
mond_fixed,orientation_quality,0.1,3,15.0108466337
mond_fixed,orientation_quality,0.1,4,15.0959194289
mond_fixed,orientation_quality,0.1,5,16.9915395767
mond_fixed,orientation_quality,0.1,0,15.7773735982
mond_fixed,orientation_quality,1,1,16.0097061198
mond_fixed,orientation_quality,1,2,15.8988283124
mond_fixed,orientation_quality,1,3,15.0275308216
mond_fixed,orientation_quality,1,4,15.0196390978
mond_fixed,orientation_quality,1,5,16.9276629512
mond_fixed,orientation_quality,1,0,15.7766734606
mond_fixed,orientation_quality,10,1,15.9910510519
mond_fixed,orientation_quality,10,2,15.9715968237
mond_fixed,orientation_quality,10,3,15.0354579777
mond_fixed,orientation_quality,10,4,14.9855341105
mond_fixed,orientation_quality,10,5,16.8751507407
mond_fixed,orientation_quality,10,0,15.7717581409
mond_fixed,orientation_quality,100,1,15.6521203576
mond_fixed,orientation_quality,100,2,15.7274758771
mond_fixed,orientation_quality,100,3,15.2342481191
mond_fixed,orientation_quality,100,4,15.2314864849
mond_fixed,orientation_quality,100,5,17.1165652623
mond_fixed,orientation_quality,100,0,15.7923792202
mond_fixed,orientation_quality,1000,1,15.6172319865
mond_fixed,orientation_quality,1000,2,15.1507935433
mond_fixed,orientation_quality,1000,3,15.6908539114
mond_fixed,orientation_quality,1000,4,15.682189541
mond_fixed,orientation_quality,1000,5,17.8312263493
mond_fixed,orientation_quality,1000,0,15.9944590663
mond_fixed,observer_geometry,0.01,1,15.4249175088
mond_fixed,observer_geometry,0.01,2,15.4506214346
mond_fixed,observer_geometry,0.01,3,15.7262801286
mond_fixed,observer_geometry,0.01,4,14.7138139436
mond_fixed,observer_geometry,0.01,5,17.0928749214
mond_fixed,observer_geometry,0.01,0,15.6817015874
mond_fixed,observer_geometry,0.1,1,15.440011981
mond_fixed,observer_geometry,0.1,2,15.450043763
mond_fixed,observer_geometry,0.1,3,15.6868491847
mond_fixed,observer_geometry,0.1,4,14.6302466144
mond_fixed,observer_geometry,0.1,5,17.0535875113
mond_fixed,observer_geometry,0.1,0,15.6521478109
mond_fixed,observer_geometry,1,1,15.5116668116
mond_fixed,observer_geometry,1,2,15.4493962309
mond_fixed,observer_geometry,1,3,15.6674519237
mond_fixed,observer_geometry,1,4,14.5076911162
mond_fixed,observer_geometry,1,5,16.9939174198
mond_fixed,observer_geometry,1,0,15.6260247004
mond_fixed,observer_geometry,10,1,15.5409367896
mond_fixed,observer_geometry,10,2,15.5242328186
mond_fixed,observer_geometry,10,3,15.5787775334
mond_fixed,observer_geometry,10,4,14.3631510682
mond_fixed,observer_geometry,10,5,16.7720965576
mond_fixed,observer_geometry,10,0,15.5558389535
mond_fixed,observer_geometry,100,1,15.4480667779
mond_fixed,observer_geometry,100,2,15.5063712999
mond_fixed,observer_geometry,100,3,15.4930324992
mond_fixed,observer_geometry,100,4,14.9059974112
mond_fixed,observer_geometry,100,5,16.9995526297
mond_fixed,observer_geometry,100,0,15.6706041236
mond_fixed,observer_geometry,1000,1,15.5720748395
mond_fixed,observer_geometry,1000,2,15.1239446576
mond_fixed,observer_geometry,1000,3,15.7370067458
mond_fixed,observer_geometry,1000,4,15.6211574174
mond_fixed,observer_geometry,1000,5,17.7935642707
mond_fixed,observer_geometry,1000,0,15.9695495862
mond_fixed,morphology_proxy,0.01,1,18.4496303804
mond_fixed,morphology_proxy,0.01,2,15.4720274581
mond_fixed,morphology_proxy,0.01,3,17.0910005892
mond_fixed,morphology_proxy,0.01,4,16.5410347864
mond_fixed,morphology_proxy,0.01,5,18.4626202906
mond_fixed,morphology_proxy,0.01,0,17.2032627009
mond_fixed,morphology_proxy,0.1,1,18.4028854765
mond_fixed,morphology_proxy,0.1,2,15.4128031116
mond_fixed,morphology_proxy,0.1,3,17.1657035189
mond_fixed,morphology_proxy,0.1,4,16.386579469
mond_fixed,morphology_proxy,0.1,5,18.4346278052
mond_fixed,morphology_proxy,0.1,0,17.1605198763
mond_fixed,morphology_proxy,1,1,18.0319137789
mond_fixed,morphology_proxy,1,2,15.2792167694
mond_fixed,morphology_proxy,1,3,16.9594086474
mond_fixed,morphology_proxy,1,4,15.8970043422
mond_fixed,morphology_proxy,1,5,18.2498429307
mond_fixed,morphology_proxy,1,0,16.8834772937
mond_fixed,morphology_proxy,10,1,16.9812583002
mond_fixed,morphology_proxy,10,2,15.2399363128
mond_fixed,morphology_proxy,10,3,16.8443882217
mond_fixed,morphology_proxy,10,4,15.3185272925
mond_fixed,morphology_proxy,10,5,17.4859801929
mond_fixed,morphology_proxy,10,0,16.374018064
mond_fixed,morphology_proxy,100,1,16.0438932301
mond_fixed,morphology_proxy,100,2,15.2532256768
mond_fixed,morphology_proxy,100,3,16.3925447037
mond_fixed,morphology_proxy,100,4,15.3349849504
mond_fixed,morphology_proxy,100,5,17.5538547543
mond_fixed,morphology_proxy,100,0,16.1157006631
mond_fixed,morphology_proxy,1000,1,15.7481633531
mond_fixed,morphology_proxy,1000,2,14.9993649451
mond_fixed,morphology_proxy,1000,3,16.0004921048
mond_fixed,morphology_proxy,1000,4,15.7700664852
mond_fixed,morphology_proxy,1000,5,17.9926240079
mond_fixed,morphology_proxy,1000,0,16.1021421792
mond_fixed,morphology_plus_distance,0.01,1,18.9273380575
mond_fixed,morphology_plus_distance,0.01,2,15.5498025517
mond_fixed,morphology_plus_distance,0.01,3,17.5871564296
mond_fixed,morphology_plus_distance,0.01,4,16.6535204363
mond_fixed,morphology_plus_distance,0.01,5,19.3005348591
mond_fixed,morphology_plus_distance,0.01,0,17.6036704668
mond_fixed,morphology_plus_distance,0.1,1,18.8016842244
mond_fixed,morphology_plus_distance,0.1,2,15.4961682017
mond_fixed,morphology_plus_distance,0.1,3,17.6790566638
mond_fixed,morphology_plus_distance,0.1,4,16.4626715627
mond_fixed,morphology_plus_distance,0.1,5,19.1272170529
mond_fixed,morphology_plus_distance,0.1,0,17.5133595411
mond_fixed,morphology_plus_distance,1,1,18.3464218988
mond_fixed,morphology_plus_distance,1,2,15.3179045215
mond_fixed,morphology_plus_distance,1,3,17.414431835
mond_fixed,morphology_plus_distance,1,4,15.8674111422
mond_fixed,morphology_plus_distance,1,5,18.8234329414
mond_fixed,morphology_plus_distance,1,0,17.1539204678
mond_fixed,morphology_plus_distance,10,1,17.1007166647
mond_fixed,morphology_plus_distance,10,2,15.1936858931
mond_fixed,morphology_plus_distance,10,3,17.1619371156
mond_fixed,morphology_plus_distance,10,4,15.2171943382
mond_fixed,morphology_plus_distance,10,5,17.7960040048
mond_fixed,morphology_plus_distance,10,0,16.4939076033
mond_fixed,morphology_plus_distance,100,1,15.9894299593
mond_fixed,morphology_plus_distance,100,2,15.2167661207
mond_fixed,morphology_plus_distance,100,3,16.6858106907
mond_fixed,morphology_plus_distance,100,4,15.2779617096
mond_fixed,morphology_plus_distance,100,5,17.5890169584
mond_fixed,morphology_plus_distance,100,0,16.1517970877
mond_fixed,morphology_plus_distance,1000,1,15.7351602503
mond_fixed,morphology_plus_distance,1000,2,14.9973276511
mond_fixed,morphology_plus_distance,1000,3,16.0491827273
mond_fixed,morphology_plus_distance,1000,4,15.7269517689
mond_fixed,morphology_plus_distance,1000,5,17.9751743617
mond_fixed,morphology_plus_distance,1000,0,16.0967593519
mond_fixed,morphology_plus_orientation,0.01,1,17.8700778127
mond_fixed,morphology_plus_orientation,0.01,2,15.4345798661
mond_fixed,morphology_plus_orientation,0.01,3,16.0920501864
mond_fixed,morphology_plus_orientation,0.01,4,15.9544116352
mond_fixed,morphology_plus_orientation,0.01,5,16.7132454982
mond_fixed,morphology_plus_orientation,0.01,0,16.4128729997
mond_fixed,morphology_plus_orientation,0.1,1,17.8251736629
mond_fixed,morphology_plus_orientation,0.1,2,15.3452310194
mond_fixed,morphology_plus_orientation,0.1,3,16.08274869
mond_fixed,morphology_plus_orientation,0.1,4,15.7515582908
mond_fixed,morphology_plus_orientation,0.1,5,16.6585351627
mond_fixed,morphology_plus_orientation,0.1,0,16.3326493651
mond_fixed,morphology_plus_orientation,1,1,17.614770171
mond_fixed,morphology_plus_orientation,1,2,15.2260790989
mond_fixed,morphology_plus_orientation,1,3,15.9601423766
mond_fixed,morphology_plus_orientation,1,4,14.9775236354
mond_fixed,morphology_plus_orientation,1,5,16.5498256665
mond_fixed,morphology_plus_orientation,1,0,16.0656681897
mond_fixed,morphology_plus_orientation,10,1,16.6999140292
mond_fixed,morphology_plus_orientation,10,2,15.2927874543
mond_fixed,morphology_plus_orientation,10,3,15.8805904917
mond_fixed,morphology_plus_orientation,10,4,14.1820012584
mond_fixed,morphology_plus_orientation,10,5,16.0097796152
mond_fixed,morphology_plus_orientation,10,0,15.6130145697
mond_fixed,morphology_plus_orientation,100,1,15.7276404465
mond_fixed,morphology_plus_orientation,100,2,15.4462616856
mond_fixed,morphology_plus_orientation,100,3,15.6460985435
mond_fixed,morphology_plus_orientation,100,4,14.5071869422
mond_fixed,morphology_plus_orientation,100,5,16.7502025872
mond_fixed,morphology_plus_orientation,100,0,15.615478041
mond_fixed,morphology_plus_orientation,1000,1,15.5632342875
mond_fixed,morphology_plus_orientation,1000,2,15.1517024374
mond_fixed,morphology_plus_orientation,1000,3,15.7910230223
mond_fixed,morphology_plus_orientation,1000,4,15.554536953
mond_fixed,morphology_plus_orientation,1000,5,17.7278095897
mond_fixed,morphology_plus_orientation,1000,0,15.957661258
mond_fixed,combined,0.01,1,18.4215011728
mond_fixed,combined,0.01,2,15.3990114775
mond_fixed,combined,0.01,3,16.4337853704
mond_fixed,combined,0.01,4,16.1568929239
mond_fixed,combined,0.01,5,17.5405321474
mond_fixed,combined,0.01,0,16.7903446184
mond_fixed,combined,0.1,1,18.233958004
mond_fixed,combined,0.1,2,15.366182748
mond_fixed,combined,0.1,3,16.4265594667
mond_fixed,combined,0.1,4,15.9366514104
mond_fixed,combined,0.1,5,17.3506212292
mond_fixed,combined,0.1,0,16.6627945717
mond_fixed,combined,1,1,17.8853662674
mond_fixed,combined,1,2,15.2739702648
mond_fixed,combined,1,3,16.2560238944
mond_fixed,combined,1,4,15.0866775606
mond_fixed,combined,1,5,17.1099762672
mond_fixed,combined,1,0,16.3224028509
mond_fixed,combined,10,1,16.7497304048
mond_fixed,combined,10,2,15.2968090515
mond_fixed,combined,10,3,16.1903954785
mond_fixed,combined,10,4,14.1836946413
mond_fixed,combined,10,5,16.2725226862
mond_fixed,combined,10,0,15.7386304524
mond_fixed,combined,100,1,15.6758935826
mond_fixed,combined,100,2,15.4307501463
mond_fixed,combined,100,3,15.946844131
mond_fixed,combined,100,4,14.4467020451
mond_fixed,combined,100,5,16.7852057462
mond_fixed,combined,100,0,15.6570791302
mond_fixed,combined,1000,1,15.5524373486
mond_fixed,combined,1000,2,15.1428805482
mond_fixed,combined,1000,3,15.8588113222
mond_fixed,combined,1000,4,15.5168844543
mond_fixed,combined,1000,5,17.7176375538
mond_fixed,combined,1000,0,15.9577302454
