galaxy,split,formula_family,orientation_gate_status,projection_status,projection_reason,memory_status,memory_reason,memory_history_proxy_class,source_memory_proxy_flags,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,memory_projection_gate_status,endpoint_scores_computed,uses_vobs_or_residual,endpoint_freeze_allowed,claim_boundary
D512-2,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.65,few_rotation_points;large_distance_error,56.0,0.3,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
D564-8,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.8,few_rotation_points,63.0,0.031854379977,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
D631-7,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,59.0,0.023316062176,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
DDO064,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.85,large_distance_error,60.0,0.3,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
DDO154,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,64.0,0.049504950495,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
DDO161,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.85,large_distance_error,70.0,0.3,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
DDO168,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,63.0,0.049411764706,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
DDO170,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.85,large_distance_error,66.0,0.3,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
ESO079-G014,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,79.0,0.249825783972,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
ESO444-G084,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,0.6000000000000001,few_rotation_points;low_inclination,32.0,0.099378881988,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
ESO563-G021,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,83.0,0.149671052632,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
F563-V1,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.8,few_rotation_points,60.0,0.2,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
F563-V2,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat,0.8,low_inclination,29.0,0.19932998325,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
F565-V2,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,0.65,few_rotation_points;large_distance_error,60.0,0.200772200772,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
F567-2,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.6000000000000001,few_rotation_points;low_inclination,20.0,0.149367088608,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
F568-3,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,1.0,none,40.0,0.1,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
F568-V1,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,1.0,none,40.0,0.1,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
F571-8,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,85.0,0.200750469043,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
F571-V1,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,0.6000000000000001,few_rotation_points;low_inclination,30.0,0.099875156055,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
F574-1,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,1.0,none,65.0,0.1,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
F574-2,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.6000000000000001,few_rotation_points;low_inclination,30.0,0.1,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
F579-V1,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,26.0,0.1,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
F583-1,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,0.85,large_distance_error,63.0,0.25,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
F583-4,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,55.0,0.200750469043,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
KK98-251,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.85,large_distance_error,59.0,0.3,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC0055,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,1.0,none,77.0,0.052132701422,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC0100,train,K_exponential_disk,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_current_with_scale_tail_readout_memory_candidate,distance_caveat;edge_or_projection_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,0.85,large_distance_error,89.0,0.3,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC0247,train,K_exponential_disk,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_current_with_scale_tail_readout_memory_candidate,bar_component_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,1.0,none,74.0,0.051351351351,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC0289,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,46.0,0.25,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC0300,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_current_with_scale_tail_readout_memory_candidate,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,1.0,none,42.0,0.048076923077,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC0801,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,80.0,0.1,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC0891,train,K_compact_finite,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,90.0,0.050454086781,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC1003,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,0.85,large_distance_error,67.0,0.3,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC1090,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,64.0,0.25,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC1705,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,80.0,0.050610820244,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2366,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,68.0,0.048929663609,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2403,train,K_exponential_disk,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,1.0,none,63.0,0.050632911392,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2841,train,K_compact_finite,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,1.0,none,76.0,0.099290780142,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2903,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,66.0,0.3,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2915,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,56.0,0.049261083744,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2955,train,K_compact_finite,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,56.0,0.100102145046,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2976,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,memory class uses rotation-inferred diagnostic and cannot be accepted,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,61.0,0.050279329609,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC2998,train,K_thick_flared,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,58.0,0.149779735683,BLOCKED_PROJECTION_ACCEPTANCE,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3109,train,K_scale_tail_spiral,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,1.0,none,70.0,0.052631578947,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
NGC3198,train,K_thick_flared,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,current/readout proxy is consistent but source-side caveats remain,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,73.0,0.101449275362,BLOCKED_ORIENTATION_NOT_READY,False,False,False,memory_projection_acceptance_gate_not_endpoint
