ghasp_release,ghasp_name,ghasp_key,radius_kpc,radius_error_kpc,radius_arcsec,radius_error_arcsec,velocity_km_s,velocity_error_km_s,n_velocity_bins,side,aliases,sparc_match,source_url,endpoint_access,claim_boundary
VII,UGC 1117,UGC1117,0.79,0.0,180.7,0.8,68,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.8,0.0,182.8,0.6,77,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.8,0.0,183.3,0.8,70,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.81,0.0,185.2,0.7,78,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.81,0.0,185.6,0.7,63,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.82,0.0,186.9,0.5,74,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.82,0.0,187.5,0.5,60,2,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.82,0.0,188.8,0.5,69,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.83,0.0,189.3,0.5,57,2,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.83,0.0,190.3,0.4,72,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.83,0.0,191.0,0.5,67,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.84,0.0,191.9,0.5,80,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.84,0.0,192.7,0.6,69,5,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.84,0.0,193.6,0.4,79,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.85,0.0,194.8,0.4,81,3,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.85,0.0,195.0,0.7,71,2,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.86,0.0,196.0,0.4,84,1,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.86,0.0,197.3,0.4,88,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.86,0.0,197.6,1.0,71,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.87,0.0,198.6,0.4,90,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.87,0.0,200.1,0.4,93,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.87,0.0,200.4,0.8,76,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.88,0.0,201.7,0.6,85,3,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.89,0.0,203.6,1.0,70,2,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.89,0.0,203.6,0.6,86,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.9,0.0,205.5,0.5,86,2,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.9,0.0,206.9,1.1,78,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.9,0.0,207.2,0.6,91,3,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.91,0.0,209.5,0.9,96,4,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.92,0.01,210.4,1.3,69,3,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.93,0.01,213.2,1.3,92,4,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.93,0.01,214.1,1.3,75,4,24,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.96,0.02,219.9,3.5,100,5,24,a,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 1117,UGC1117,0.97,0.02,222.2,4.6,94,4,22,r,NGC598;UGC1117,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.12,0.0,1.1,0.0,16,6,1,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.13,0.07,1.2,0.6,49,5,3,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.31,0.02,2.8,0.2,69,2,4,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.32,0.06,2.9,0.6,38,5,8,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.49,0.07,4.4,0.6,75,7,5,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.5,0.04,4.5,0.4,65,4,8,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.69,0.05,6.3,0.5,84,9,8,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.7,0.07,6.3,0.6,81,5,8,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.91,0.05,8.2,0.5,100,9,5,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,0.91,0.07,8.2,0.6,92,4,10,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.1,0.05,10.0,0.4,102,4,10,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.11,0.07,10.1,0.6,117,5,10,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.3,0.05,11.8,0.4,118,3,16,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.33,0.06,12.0,0.5,114,3,19,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.51,0.06,13.6,0.5,129,5,18,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.51,0.05,13.7,0.5,117,2,19,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.67,0.04,15.1,0.4,117,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.73,0.09,15.6,0.8,146,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.82,0.05,16.5,0.5,124,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.97,0.04,17.8,0.4,124,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,1.98,0.06,18.0,0.5,151,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.08,0.03,18.8,0.3,126,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.15,0.05,19.4,0.5,153,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.19,0.03,19.8,0.3,134,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.3,0.02,20.8,0.2,140,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.33,0.06,21.1,0.5,155,2,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.38,0.03,21.5,0.2,137,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.47,0.02,22.4,0.2,143,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.53,0.05,22.9,0.5,164,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.56,0.02,23.2,0.2,152,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.64,0.03,23.9,0.2,153,1,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.67,0.03,24.2,0.3,157,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.73,0.03,24.7,0.2,154,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.8,0.02,25.3,0.2,159,1,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.8,0.04,25.4,0.4,154,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.89,0.02,26.1,0.2,165,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.94,0.03,26.6,0.3,163,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,2.96,0.02,26.7,0.2,159,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.04,0.04,27.5,0.3,166,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.04,0.02,27.5,0.2,166,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.13,0.03,28.3,0.3,164,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.16,0.04,28.6,0.4,169,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.21,0.03,29.0,0.2,163,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.27,0.03,29.6,0.2,174,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.31,0.02,29.9,0.2,164,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.37,0.02,30.5,0.2,173,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.41,0.04,30.9,0.3,169,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.49,0.03,31.5,0.3,173,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.52,0.03,31.8,0.3,169,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.59,0.04,32.5,0.4,173,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.62,0.04,32.7,0.3,171,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.72,0.03,33.7,0.3,168,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.77,0.05,34.1,0.5,164,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.82,0.02,34.6,0.2,165,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.9,0.03,35.2,0.2,172,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.95,0.05,35.8,0.5,162,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,3.98,0.03,36.0,0.2,173,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.09,0.03,37.0,0.3,167,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.17,0.02,37.7,0.2,170,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.18,0.06,37.8,0.5,176,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.25,0.03,38.4,0.3,166,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.34,0.02,39.3,0.2,171,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.39,0.06,39.7,0.5,179,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.44,0.02,40.1,0.2,165,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.51,0.03,40.8,0.3,171,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.59,0.06,41.5,0.6,174,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.6,0.03,41.7,0.2,170,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.7,0.03,42.5,0.3,173,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.8,0.04,43.4,0.3,174,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.82,0.05,43.6,0.5,187,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,4.92,0.05,44.5,0.4,167,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.02,0.08,45.4,0.7,184,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.04,0.04,45.6,0.4,176,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.17,0.03,46.7,0.3,170,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.26,0.04,47.6,0.4,173,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.27,0.03,47.6,0.3,173,2,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.35,0.02,48.4,0.2,173,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.41,0.05,48.9,0.5,172,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.42,0.03,49.1,0.3,176,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.5,0.03,49.8,0.3,170,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.56,0.04,50.3,0.4,177,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.62,0.03,50.8,0.3,176,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.71,0.05,51.7,0.5,177,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.73,0.04,51.8,0.4,177,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.85,0.04,53.0,0.4,180,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,5.87,0.04,53.1,0.4,183,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,6.01,0.04,54.4,0.4,172,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,6.04,0.06,54.7,0.5,183,5,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,6.25,0.06,56.5,0.5,183,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,6.27,0.06,56.7,0.6,188,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,6.47,0.07,58.6,0.6,182,5,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,6.57,0.13,59.4,1.1,170,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
