ghasp_release,ghasp_name,ghasp_key,radius_kpc,radius_error_kpc,radius_arcsec,radius_error_arcsec,velocity_km_s,velocity_error_km_s,n_velocity_bins,side,aliases,sparc_match,source_url,endpoint_access,claim_boundary
VI,UGC 10075,UGC10075,4.76,0.04,66.8,0.6,150,2,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,4.86,0.02,68.2,0.3,141,3,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,4.91,0.03,68.9,0.4,153,3,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,4.96,0.03,69.6,0.4,138,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.02,0.02,70.4,0.3,140,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.04,0.05,70.7,0.7,160,2,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.11,0.03,71.7,0.4,145,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.19,0.02,72.8,0.3,144,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.19,0.03,72.8,0.4,157,3,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.27,0.02,73.9,0.3,145,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.33,0.02,74.8,0.3,144,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.33,0.04,74.8,0.6,161,3,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.4,0.02,75.8,0.3,143,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.49,0.03,77.0,0.4,136,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.51,0.06,77.3,0.8,158,2,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.57,0.02,78.2,0.3,143,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.65,0.03,79.3,0.4,151,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.74,0.02,80.5,0.3,147,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.76,0.08,80.8,1.1,159,3,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.84,0.03,81.9,0.4,148,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,5.94,0.02,83.3,0.3,152,3,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.05,0.04,84.9,0.6,151,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.09,0.12,85.5,1.7,158,3,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.14,0.01,86.2,0.1,157,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.2,0.03,87.0,0.4,151,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.28,0.02,88.1,0.3,155,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.34,0.02,89.0,0.3,157,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.4,0.02,89.8,0.3,157,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.42,0.06,90.1,0.8,164,2,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.46,0.02,90.6,0.3,159,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.51,0.01,91.3,0.1,156,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.55,0.01,91.9,0.1,160,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.6,0.01,92.6,0.1,159,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.61,0.04,92.7,0.6,160,1,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.64,0.01,93.2,0.1,162,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.68,0.01,93.7,0.1,163,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.73,0.01,94.4,0.1,159,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.78,0.02,95.1,0.3,162,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.78,0.06,95.1,0.8,162,3,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.84,0.02,96.0,0.3,166,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,6.91,0.03,97.0,0.4,166,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,7.0,0.03,98.2,0.4,166,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,7.15,0.07,100.3,1.0,162,3,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,7.31,0.3,102.6,4.2,162,2,21,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,7.51,0.16,105.4,2.2,179,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,8.7,0.65,122.1,9.1,163,3,19,r,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,8.88,0.62,124.6,8.7,168,2,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,9.59,0.08,134.6,1.1,166,1,21,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 10075,UGC10075,9.89,0.17,138.8,2.4,170,3,17,a,NGC6015;UGC10075,NGC6015,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,0.71,0.0,11.6,0.0,-2,9,1,a,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,0.86,0.0,13.9,0.0,37,9,1,r,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,0.91,0.0,14.8,0.0,7,9,1,a,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,1.67,0.26,27.1,4.2,33,5,21,a,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,2.1,0.11,34.2,1.8,40,3,21,a,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,3.01,0.46,48.8,7.5,73,5,20,a,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,3.08,0.57,50.0,9.3,58,4,21,r,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,3.82,0.26,62.0,4.2,58,5,21,r,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,5.02,0.08,81.5,1.3,55,5,21,r,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,5.24,0.06,85.2,0.9,39,4,21,r,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10310,UGC10310,5.48,0.12,89.0,1.9,38,9,18,r,UGC10310,UGC10310,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.14,0.0,1.9,0.0,13,24,1,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.26,0.01,3.4,0.1,43,6,2,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.28,0.0,3.6,0.0,-14,24,1,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.33,0.0,4.2,0.0,66,24,1,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.34,0.04,4.3,0.6,56,13,2,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.39,0.01,5.0,0.1,46,23,3,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.41,0.03,5.3,0.4,20,9,2,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.52,0.02,6.6,0.2,45,6,4,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.52,0.02,6.7,0.3,25,24,4,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.6,0.03,7.7,0.3,38,6,5,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.62,0.02,8.0,0.2,60,0,2,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.7,0.03,9.0,0.4,40,6,4,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.71,0.01,9.1,0.2,49,19,2,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.78,0.03,10.1,0.3,54,16,3,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.8,0.03,10.3,0.4,57,8,9,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.88,0.03,11.4,0.4,36,5,6,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.9,0.02,11.5,0.3,41,14,5,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.95,0.02,12.2,0.2,35,8,3,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,0.97,0.02,12.5,0.3,51,8,7,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.07,0.04,13.7,0.6,49,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.19,0.03,15.4,0.4,51,5,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.24,0.1,15.9,1.3,39,3,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.31,0.04,16.8,0.5,58,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.42,0.03,18.3,0.4,59,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.48,0.05,19.1,0.6,59,3,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.51,0.02,19.4,0.2,58,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.58,0.02,20.3,0.3,58,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.62,0.05,20.9,0.6,65,4,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.66,0.03,21.4,0.4,54,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.73,0.01,22.3,0.2,60,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.8,0.05,23.1,0.6,69,2,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.8,0.03,23.2,0.3,65,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.88,0.02,24.2,0.2,64,5,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.95,0.02,25.2,0.3,70,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,1.97,0.06,25.3,0.8,63,4,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.03,0.02,26.1,0.2,68,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.09,0.02,27.0,0.3,70,5,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.16,0.02,27.8,0.3,69,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.2,0.08,28.4,1.0,61,5,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.25,0.03,29.0,0.3,71,2,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.31,0.02,29.7,0.3,81,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.41,0.03,31.1,0.4,79,5,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.46,0.09,31.7,1.1,79,5,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.53,0.04,32.6,0.5,76,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.66,0.03,34.2,0.4,72,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.72,0.09,35.1,1.1,77,4,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.81,0.05,36.3,0.6,81,5,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,2.98,0.09,38.4,1.2,74,5,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.02,0.06,39.0,0.8,91,6,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.27,0.08,42.2,1.1,85,6,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.41,0.14,43.9,1.8,93,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.58,0.08,46.1,1.0,102,6,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.72,0.04,47.9,0.6,97,4,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.79,0.04,48.9,0.6,99,6,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.89,0.07,50.2,0.9,98,3,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,3.92,0.03,50.5,0.4,99,2,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,4.04,0.03,52.1,0.4,94,5,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,4.15,0.03,53.5,0.4,104,5,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,4.22,0.11,54.4,1.4,96,5,19,a,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC10359,UGC10359,4.28,0.05,55.2,0.6,102,4,19,r,NGC6140;UGC10359,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
