scenario,draw,harmonic,beam_mode,q_shape_proxy,delta_uv,determinant_norm,minimum_role_pixels,phase_anchor_rad,phase_anchor_deg,phase_amplitude,flux_phase_anchor_deg,phase_estimator_difference_deg,phase_delta_from_baseline_deg,star_clipped_fraction,h2_clipped_fraction,hi_clipped_fraction
star_plus_co_independent,32,2,1,0.1285598521,0.9192021925,0.009667580182,3,1.49716466,85.78121624,0.5121740985,84.87816409,0.9030521468,1.083923704,0,0,0
star_co_plus_hi_ctl49,32,1,0,-0.01151008176,0.9999958562,0.2588092377,3,0.06345115896,3.635483614,0.313338416,23.13709465,19.50161104,0.3112172621,0,0,0
star_co_plus_hi_ctl49,32,1,1,-0.09268409599,0.9714750699,0.008841867998,3,0.06345115896,3.635483614,0.313338416,23.13709465,19.50161104,0.3112172621,0,0,0
star_co_plus_hi_ctl49,32,2,0,0.07950584648,0.9999545511,0.2599266733,3,1.49716466,85.78121624,0.5121740985,84.87816409,0.9030521468,1.083923704,0,0,0
star_co_plus_hi_ctl49,32,2,1,0.1153164517,0.9192021925,0.009667580182,3,1.49716466,85.78121624,0.5121740985,84.87816409,0.9030521468,1.083923704,0,0,0
star_only,33,1,0,0.01658094617,0.9918409529,0.2908449436,3,0.1508158519,8.641111799,0.3138477205,31.28707408,22.64596228,5.316845448,0.01821286283,0,0
star_only,33,1,1,-0.02506994306,0.9994958839,0.01263573316,3,0.1508158519,8.641111799,0.3138477205,31.28707408,22.64596228,5.316845448,0.01821286283,0,0
star_only,33,2,0,0.1016864081,0.9418103696,0.2437184999,3,1.50491446,86.22524707,0.5354244736,85.34981308,0.8754339883,1.527954531,0.01821286283,0,0
star_only,33,2,1,0.2011769123,0.9337639291,0.01025325401,3,1.50491446,86.22524707,0.5354244736,85.34981308,0.8754339883,1.527954531,0.01821286283,0,0
co_independent_only,33,1,0,-0.02248430589,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0,0
co_independent_only,33,1,1,-0.07720452351,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0,0
co_independent_only,33,2,0,0.1105046698,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0,0
co_independent_only,33,2,1,0.1446596008,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0,0
star_plus_co_independent,33,1,0,0.00122295212,0.9918409529,0.2908449436,3,0.1508158519,8.641111799,0.3138477205,31.28707408,22.64596228,5.316845448,0.01821286283,0,0
star_plus_co_independent,33,1,1,-0.03038207055,0.9994958839,0.01263573316,3,0.1508158519,8.641111799,0.3138477205,31.28707408,22.64596228,5.316845448,0.01821286283,0,0
star_plus_co_independent,33,2,0,0.1086699949,0.9418103696,0.2437184999,3,1.50491446,86.22524707,0.5354244736,85.34981308,0.8754339883,1.527954531,0.01821286283,0,0
star_plus_co_independent,33,2,1,0.2078733605,0.9337639291,0.01025325401,3,1.50491446,86.22524707,0.5354244736,85.34981308,0.8754339883,1.527954531,0.01821286283,0,0
star_co_plus_hi_ctl49,33,1,0,-0.006887565566,0.9918409529,0.2908449436,3,0.1508158519,8.641111799,0.3138477205,31.28707408,22.64596228,5.316845448,0.01821286283,0,0
star_co_plus_hi_ctl49,33,1,1,-0.03893832179,0.9994958839,0.01263573316,3,0.1508158519,8.641111799,0.3138477205,31.28707408,22.64596228,5.316845448,0.01821286283,0,0
star_co_plus_hi_ctl49,33,2,0,0.119933146,0.9418103696,0.2437184999,3,1.50491446,86.22524707,0.5354244736,85.34981308,0.8754339883,1.527954531,0.01821286283,0,0
star_co_plus_hi_ctl49,33,2,1,0.225132539,0.9337639291,0.01025325401,3,1.50491446,86.22524707,0.5354244736,85.34981308,0.8754339883,1.527954531,0.01821286283,0,0
star_only,34,1,0,0.03567485095,0.9939042619,0.2951487374,3,0.1399804104,8.020286732,0.2898398134,28.6490219,20.62873516,4.696020381,0.03301081389,0,0
star_only,34,1,1,0.05797536506,0.9369161988,0.01233592363,3,0.1399804104,8.020286732,0.2898398134,28.6490219,20.62873516,4.696020381,0.03301081389,0,0
star_only,34,2,0,0.09241299913,0.98092989,0.2041565284,3,1.492856409,85.53437165,0.546363787,84.98804387,0.5463277872,0.8370791176,0.03301081389,0,0
star_only,34,2,1,0.1403900349,0.9746292601,0.01106234726,3,1.492856409,85.53437165,0.546363787,84.98804387,0.5463277872,0.8370791176,0.03301081389,0,0
co_independent_only,34,1,0,0.003939632447,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.001707455891,0
co_independent_only,34,1,1,-0.06236382476,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.001707455891,0
co_independent_only,34,2,0,0.09867143479,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.001707455891,0
co_independent_only,34,2,1,0.138321153,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.001707455891,0
star_plus_co_independent,34,1,0,0.04696879136,0.9939042619,0.2951487374,3,0.1399804104,8.020286732,0.2898398134,28.6490219,20.62873516,4.696020381,0.03301081389,0.001707455891,0
star_plus_co_independent,34,1,1,0.06593610935,0.9369161988,0.01233592363,3,0.1399804104,8.020286732,0.2898398134,28.6490219,20.62873516,4.696020381,0.03301081389,0.001707455891,0
star_plus_co_independent,34,2,0,0.09112194173,0.98092989,0.2041565284,3,1.492856409,85.53437165,0.546363787,84.98804387,0.5463277872,0.8370791176,0.03301081389,0.001707455891,0
star_plus_co_independent,34,2,1,0.1409423198,0.9746292601,0.01106234726,3,1.492856409,85.53437165,0.546363787,84.98804387,0.5463277872,0.8370791176,0.03301081389,0.001707455891,0
star_co_plus_hi_ctl49,34,1,0,0.05372835593,0.9939042619,0.2951487374,3,0.1399804104,8.020286732,0.2898398134,28.6490219,20.62873516,4.696020381,0.03301081389,0.001707455891,0
star_co_plus_hi_ctl49,34,1,1,0.07357430964,0.9369161988,0.01233592363,3,0.1399804104,8.020286732,0.2898398134,28.6490219,20.62873516,4.696020381,0.03301081389,0.001707455891,0
star_co_plus_hi_ctl49,34,2,0,0.0735453512,0.98092989,0.2041565284,3,1.492856409,85.53437165,0.546363787,84.98804387,0.5463277872,0.8370791176,0.03301081389,0.001707455891,0
star_co_plus_hi_ctl49,34,2,1,0.1294873824,0.9746292601,0.01106234726,3,1.492856409,85.53437165,0.546363787,84.98804387,0.5463277872,0.8370791176,0.03301081389,0.001707455891,0
star_only,35,1,0,0.02537303917,0.994833257,0.2784882151,4,0.02832890498,1.623126694,0.2998604613,24.48839092,22.86526423,1.701139658,0.00796812749,0,0
star_only,35,1,1,-0.01826873409,0.9416324329,0.009955974337,4,0.02832890498,1.623126694,0.2998604613,24.48839092,22.86526423,1.701139658,0.00796812749,0,0
star_only,35,2,0,0.09637163776,0.968191779,0.2291744907,4,1.443594704,82.71188387,0.5261185356,82.38012347,0.3317603916,1.985408669,0.00796812749,0,0
star_only,35,2,1,0.1386984666,0.9906051466,0.01132410894,4,1.443594704,82.71188387,0.5261185356,82.38012347,0.3317603916,1.985408669,0.00796812749,0,0
co_independent_only,35,1,0,-0.01154910157,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006829823563,0
co_independent_only,35,1,1,-0.07056049583,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006829823563,0
co_independent_only,35,2,0,0.103414899,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006829823563,0
co_independent_only,35,2,1,0.1401520071,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006829823563,0
star_plus_co_independent,35,1,0,0.01888700406,0.994833257,0.2784882151,4,0.02832890498,1.623126694,0.2998604613,24.48839092,22.86526423,1.701139658,0.00796812749,0.006829823563,0
star_plus_co_independent,35,1,1,-0.02283110778,0.9416324329,0.009955974337,4,0.02832890498,1.623126694,0.2998604613,24.48839092,22.86526423,1.701139658,0.00796812749,0.006829823563,0
star_plus_co_independent,35,2,0,0.09876592242,0.968191779,0.2291744907,4,1.443594704,82.71188387,0.5261185356,82.38012347,0.3317603916,1.985408669,0.00796812749,0.006829823563,0
star_plus_co_independent,35,2,1,0.1341228223,0.9906051466,0.01132410894,4,1.443594704,82.71188387,0.5261185356,82.38012347,0.3317603916,1.985408669,0.00796812749,0.006829823563,0
star_co_plus_hi_ctl49,35,1,0,0.03239261457,0.994833257,0.2784882151,4,0.02832890498,1.623126694,0.2998604613,24.48839092,22.86526423,1.701139658,0.00796812749,0.006829823563,0
star_co_plus_hi_ctl49,35,1,1,-0.01213366514,0.9416324329,0.009955974337,4,0.02832890498,1.623126694,0.2998604613,24.48839092,22.86526423,1.701139658,0.00796812749,0.006829823563,0
star_co_plus_hi_ctl49,35,2,0,0.09912218975,0.968191779,0.2291744907,4,1.443594704,82.71188387,0.5261185356,82.38012347,0.3317603916,1.985408669,0.00796812749,0.006829823563,0
star_co_plus_hi_ctl49,35,2,1,0.1278266707,0.9906051466,0.01132410894,4,1.443594704,82.71188387,0.5261185356,82.38012347,0.3317603916,1.985408669,0.00796812749,0.006829823563,0
star_only,36,1,0,-0.1446444361,0.9895360579,0.3940333949,4,-0.3541572671,-20.29171669,0.187880002,18.09623183,38.38794852,23.61598304,0.01707455891,0,0
star_only,36,1,1,-0.2278493526,0.8059837175,0.01104402459,4,-0.3541572671,-20.29171669,0.187880002,18.09623183,38.38794852,23.61598304,0.01707455891,0,0
star_only,36,2,0,0.08894332278,0.8704007952,0.1120503562,3,1.498323168,85.84759388,0.566968966,86.08661821,0.2390243295,1.150301344,0.01707455891,0,0
star_only,36,2,1,-0.1329999903,0.6908417154,0.007888326239,3,1.498323168,85.84759388,0.566968966,86.08661821,0.2390243295,1.150301344,0.01707455891,0,0
co_independent_only,36,1,0,-0.01424559829,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.004553215709,0
co_independent_only,36,1,1,-0.06467102505,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.004553215709,0
co_independent_only,36,2,0,0.1016099766,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.004553215709,0
co_independent_only,36,2,1,0.1361278756,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.004553215709,0
star_plus_co_independent,36,1,0,-0.1328042499,0.9895360579,0.3940333949,4,-0.3541572671,-20.29171669,0.187880002,18.09623183,38.38794852,23.61598304,0.01707455891,0.004553215709,0
star_plus_co_independent,36,1,1,-0.2275418163,0.8059837175,0.01104402459,4,-0.3541572671,-20.29171669,0.187880002,18.09623183,38.38794852,23.61598304,0.01707455891,0.004553215709,0
star_plus_co_independent,36,2,0,0.09058678715,0.8704007952,0.1120503562,3,1.498323168,85.84759388,0.566968966,86.08661821,0.2390243295,1.150301344,0.01707455891,0.004553215709,0
star_plus_co_independent,36,2,1,-0.1307258381,0.6908417154,0.007888326239,3,1.498323168,85.84759388,0.566968966,86.08661821,0.2390243295,1.150301344,0.01707455891,0.004553215709,0
star_co_plus_hi_ctl49,36,1,0,-0.1216970276,0.9895360579,0.3940333949,4,-0.3541572671,-20.29171669,0.187880002,18.09623183,38.38794852,23.61598304,0.01707455891,0.004553215709,0
star_co_plus_hi_ctl49,36,1,1,-0.2269947076,0.8059837175,0.01104402459,4,-0.3541572671,-20.29171669,0.187880002,18.09623183,38.38794852,23.61598304,0.01707455891,0.004553215709,0
star_co_plus_hi_ctl49,36,2,0,0.101872024,0.8704007952,0.1120503562,3,1.498323168,85.84759388,0.566968966,86.08661821,0.2390243295,1.150301344,0.01707455891,0.004553215709,0
star_co_plus_hi_ctl49,36,2,1,-0.1156643327,0.6908417154,0.007888326239,3,1.498323168,85.84759388,0.566968966,86.08661821,0.2390243295,1.150301344,0.01707455891,0.004553215709,0
star_only,37,1,0,-0.008467888777,0.9960229915,0.4759085488,3,0.1541375179,8.831429239,0.3556784178,28.25416244,19.4227332,5.507162888,0.04040978941,0,0
star_only,37,1,1,-0.05479669375,0.9227592986,0.01938018533,3,0.1541375179,8.831429239,0.3556784178,28.25416244,19.4227332,5.507162888,0.04040978941,0,0
star_only,37,2,0,0.101796608,0.9781468266,0.3498658846,3,1.500169166,85.95336179,0.5429948033,85.5857568,0.3676049933,1.256069255,0.04040978941,0,0
star_only,37,2,1,0.179183681,0.9649055455,0.01593131557,3,1.500169166,85.95336179,0.5429948033,85.5857568,0.3676049933,1.256069255,0.04040978941,0,0
co_independent_only,37,1,0,0.003043913063,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.002845759818,0
co_independent_only,37,1,1,-0.07078261092,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.002845759818,0
co_independent_only,37,2,0,0.09474842463,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.002845759818,0
co_independent_only,37,2,1,0.1410626347,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.002845759818,0
star_plus_co_independent,37,1,0,-0.001586205428,0.9960229915,0.4759085488,3,0.1541375179,8.831429239,0.3556784178,28.25416244,19.4227332,5.507162888,0.04040978941,0.002845759818,0
star_plus_co_independent,37,1,1,-0.05933009616,0.9227592986,0.01938018533,3,0.1541375179,8.831429239,0.3556784178,28.25416244,19.4227332,5.507162888,0.04040978941,0.002845759818,0
star_plus_co_independent,37,2,0,0.09559310517,0.9781468266,0.3498658846,3,1.500169166,85.95336179,0.5429948033,85.5857568,0.3676049933,1.256069255,0.04040978941,0.002845759818,0
star_plus_co_independent,37,2,1,0.1822381666,0.9649055455,0.01593131557,3,1.500169166,85.95336179,0.5429948033,85.5857568,0.3676049933,1.256069255,0.04040978941,0.002845759818,0
star_co_plus_hi_ctl49,37,1,0,-0.0122211608,0.9960229915,0.4759085488,3,0.1541375179,8.831429239,0.3556784178,28.25416244,19.4227332,5.507162888,0.04040978941,0.002845759818,0
star_co_plus_hi_ctl49,37,1,1,-0.0557971127,0.9227592986,0.01938018533,3,0.1541375179,8.831429239,0.3556784178,28.25416244,19.4227332,5.507162888,0.04040978941,0.002845759818,0
star_co_plus_hi_ctl49,37,2,0,0.1076893845,0.9781468266,0.3498658846,3,1.500169166,85.95336179,0.5429948033,85.5857568,0.3676049933,1.256069255,0.04040978941,0.002845759818,0
star_co_plus_hi_ctl49,37,2,1,0.18845586,0.9649055455,0.01593131557,3,1.500169166,85.95336179,0.5429948033,85.5857568,0.3676049933,1.256069255,0.04040978941,0.002845759818,0
star_only,38,1,0,0.07780677052,0.9998105092,0.2241452347,3,0.07572425785,4.338680381,0.1555353992,45.15704014,40.81835975,1.01441403,0.0005691519636,0,0
star_only,38,1,1,0.04464520453,0.9907091379,0.01135509844,3,0.07572425785,4.338680381,0.1555353992,45.15704014,40.81835975,1.01441403,0.0005691519636,0,0
star_only,38,2,0,0.1315674859,0.8506380568,0.09115845053,4,1.459310961,83.61235904,0.573284785,83.71593682,0.1035777872,1.084933498,0.0005691519636,0,0
star_only,38,2,1,0.139012385,0.8255466032,0.009513986536,4,1.459310961,83.61235904,0.573284785,83.71593682,0.1035777872,1.084933498,0.0005691519636,0,0
co_independent_only,38,1,0,0.0107125154,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003984063745,0
co_independent_only,38,1,1,-0.05864553208,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003984063745,0
co_independent_only,38,2,0,0.09085228466,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003984063745,0
co_independent_only,38,2,1,0.1312625427,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003984063745,0
star_plus_co_independent,38,1,0,0.09306766846,0.9998105092,0.2241452347,3,0.07572425785,4.338680381,0.1555353992,45.15704014,40.81835975,1.01441403,0.0005691519636,0.003984063745,0
star_plus_co_independent,38,1,1,0.05118520003,0.9907091379,0.01135509844,3,0.07572425785,4.338680381,0.1555353992,45.15704014,40.81835975,1.01441403,0.0005691519636,0.003984063745,0
star_plus_co_independent,38,2,0,0.1265119686,0.8506380568,0.09115845053,4,1.459310961,83.61235904,0.573284785,83.71593682,0.1035777872,1.084933498,0.0005691519636,0.003984063745,0
star_plus_co_independent,38,2,1,0.1333719034,0.8255466032,0.009513986536,4,1.459310961,83.61235904,0.573284785,83.71593682,0.1035777872,1.084933498,0.0005691519636,0.003984063745,0
star_co_plus_hi_ctl49,38,1,0,0.09466063815,0.9998105092,0.2241452347,3,0.07572425785,4.338680381,0.1555353992,45.15704014,40.81835975,1.01441403,0.0005691519636,0.003984063745,0
star_co_plus_hi_ctl49,38,1,1,0.04061998109,0.9907091379,0.01135509844,3,0.07572425785,4.338680381,0.1555353992,45.15704014,40.81835975,1.01441403,0.0005691519636,0.003984063745,0
star_co_plus_hi_ctl49,38,2,0,0.1255086469,0.8506380568,0.09115845053,4,1.459310961,83.61235904,0.573284785,83.71593682,0.1035777872,1.084933498,0.0005691519636,0.003984063745,0
star_co_plus_hi_ctl49,38,2,1,0.1326326875,0.8255466032,0.009513986536,4,1.459310961,83.61235904,0.573284785,83.71593682,0.1035777872,1.084933498,0.0005691519636,0.003984063745,0
star_only,39,1,0,-0.16145226,0.9979171336,0.278006884,4,-0.231921133,-13.2881021,0.2648334245,11.5065904,24.7946925,16.61236845,0,0,0
star_only,39,1,1,-0.2327111491,0.9984205944,0.01285586501,4,-0.231921133,-13.2881021,0.2648334245,11.5065904,24.7946925,16.61236845,0,0,0
star_only,39,2,0,0.1109555635,0.9666112981,0.1939286001,3,1.523890074,87.31246969,0.507019512,87.49103206,0.1785623727,2.615177152,0,0,0
star_only,39,2,1,0.07853188524,0.8459228584,0.01104391039,3,1.523890074,87.31246969,0.507019512,87.49103206,0.1785623727,2.615177152,0,0,0
co_independent_only,39,1,0,0.002240310599,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006260671599,0
co_independent_only,39,1,1,-0.07120103165,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006260671599,0
co_independent_only,39,2,0,0.1019434325,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006260671599,0
co_independent_only,39,2,1,0.1414475239,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006260671599,0
star_plus_co_independent,39,1,0,-0.1674931472,0.9979171336,0.278006884,4,-0.231921133,-13.2881021,0.2648334245,11.5065904,24.7946925,16.61236845,0,0.006260671599,0
star_plus_co_independent,39,1,1,-0.2269965033,0.9984205944,0.01285586501,4,-0.231921133,-13.2881021,0.2648334245,11.5065904,24.7946925,16.61236845,0,0.006260671599,0
star_plus_co_independent,39,2,0,0.1139949144,0.9666112981,0.1939286001,3,1.523890074,87.31246969,0.507019512,87.49103206,0.1785623727,2.615177152,0,0.006260671599,0
star_plus_co_independent,39,2,1,0.08209664195,0.8459228584,0.01104391039,3,1.523890074,87.31246969,0.507019512,87.49103206,0.1785623727,2.615177152,0,0.006260671599,0
star_co_plus_hi_ctl49,39,1,0,-0.1670681292,0.9979171336,0.278006884,4,-0.231921133,-13.2881021,0.2648334245,11.5065904,24.7946925,16.61236845,0,0.006260671599,0
star_co_plus_hi_ctl49,39,1,1,-0.2292924998,0.9984205944,0.01285586501,4,-0.231921133,-13.2881021,0.2648334245,11.5065904,24.7946925,16.61236845,0,0.006260671599,0
star_co_plus_hi_ctl49,39,2,0,0.1160471559,0.9666112981,0.1939286001,3,1.523890074,87.31246969,0.507019512,87.49103206,0.1785623727,2.615177152,0,0.006260671599,0
star_co_plus_hi_ctl49,39,2,1,0.08561001777,0.8459228584,0.01104391039,3,1.523890074,87.31246969,0.507019512,87.49103206,0.1785623727,2.615177152,0,0.006260671599,0
star_only,40,1,0,0.04696999842,0.9903794384,0.5068491706,3,0.2131350892,12.21174108,0.3468737336,31.06544069,18.85369962,8.887474724,0,0,0
star_only,40,1,1,-0.03645141973,0.9518275948,0.0206596075,3,0.2131350892,12.21174108,0.3468737336,31.06544069,18.85369962,8.887474724,0,0,0
star_only,40,2,0,0.1160867625,0.9110022182,0.2782914884,3,1.480512062,84.82709265,0.5575830844,84.28834945,0.5387431916,0.1298001102,0,0,0
star_only,40,2,1,0.1989419166,0.9998440199,0.01753975759,3,1.480512062,84.82709265,0.5575830844,84.28834945,0.5387431916,0.1298001102,0,0,0
co_independent_only,40,1,0,-0.01180161843,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006829823563,0
co_independent_only,40,1,1,-0.06537332823,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006829823563,0
co_independent_only,40,2,0,0.1114829193,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006829823563,0
co_independent_only,40,2,1,0.1411007702,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006829823563,0
star_plus_co_independent,40,1,0,0.05077578448,0.9903794384,0.5068491706,3,0.2131350892,12.21174108,0.3468737336,31.06544069,18.85369962,8.887474724,0,0.006829823563,0
star_plus_co_independent,40,1,1,-0.03117720279,0.9518275948,0.0206596075,3,0.2131350892,12.21174108,0.3468737336,31.06544069,18.85369962,8.887474724,0,0.006829823563,0
star_plus_co_independent,40,2,0,0.1265554864,0.9110022182,0.2782914884,3,1.480512062,84.82709265,0.5575830844,84.28834945,0.5387431916,0.1298001102,0,0.006829823563,0
star_plus_co_independent,40,2,1,0.2014697414,0.9998440199,0.01753975759,3,1.480512062,84.82709265,0.5575830844,84.28834945,0.5387431916,0.1298001102,0,0.006829823563,0
star_co_plus_hi_ctl49,40,1,0,0.05210854275,0.9903794384,0.5068491706,3,0.2131350892,12.21174108,0.3468737336,31.06544069,18.85369962,8.887474724,0,0.006829823563,0
star_co_plus_hi_ctl49,40,1,1,-0.03323892075,0.9518275948,0.0206596075,3,0.2131350892,12.21174108,0.3468737336,31.06544069,18.85369962,8.887474724,0,0.006829823563,0
star_co_plus_hi_ctl49,40,2,0,0.1338040843,0.9110022182,0.2782914884,3,1.480512062,84.82709265,0.5575830844,84.28834945,0.5387431916,0.1298001102,0,0.006829823563,0
star_co_plus_hi_ctl49,40,2,1,0.2060800957,0.9998440199,0.01753975759,3,1.480512062,84.82709265,0.5575830844,84.28834945,0.5387431916,0.1298001102,0,0.006829823563,0
star_only,41,1,0,-0.08380627005,0.9999942965,0.268743044,3,-0.08597545403,-4.926030658,0.3276756748,13.93750872,18.86353938,8.250297009,0.01422879909,0,0
star_only,41,1,1,-0.1014915551,0.9922529859,0.01686766135,3,-0.08597545403,-4.926030658,0.3276756748,13.93750872,18.86353938,8.250297009,0.01422879909,0,0
star_only,41,2,0,0.09977421937,0.9944573348,0.2847783269,4,1.439536143,82.47934544,0.5230513031,82.25793771,0.2214077279,2.217947096,0.01422879909,0,0
star_only,41,2,1,0.1405564807,0.9999055928,0.01678610038,4,1.439536143,82.47934544,0.5230513031,82.25793771,0.2214077279,2.217947096,0.01422879909,0,0
co_independent_only,41,1,0,-0.008213990118,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006829823563,0
co_independent_only,41,1,1,-0.07261280768,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.006829823563,0
co_independent_only,41,2,0,0.111233035,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006829823563,0
co_independent_only,41,2,1,0.1472562174,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.006829823563,0
star_plus_co_independent,41,1,0,-0.09375298284,0.9999942965,0.268743044,3,-0.08597545403,-4.926030658,0.3276756748,13.93750872,18.86353938,8.250297009,0.01422879909,0.006829823563,0
star_plus_co_independent,41,1,1,-0.108963835,0.9922529859,0.01686766135,3,-0.08597545403,-4.926030658,0.3276756748,13.93750872,18.86353938,8.250297009,0.01422879909,0.006829823563,0
star_plus_co_independent,41,2,0,0.1100036016,0.9944573348,0.2847783269,4,1.439536143,82.47934544,0.5230513031,82.25793771,0.2214077279,2.217947096,0.01422879909,0.006829823563,0
star_plus_co_independent,41,2,1,0.1443460352,0.9999055928,0.01678610038,4,1.439536143,82.47934544,0.5230513031,82.25793771,0.2214077279,2.217947096,0.01422879909,0.006829823563,0
star_co_plus_hi_ctl49,41,1,0,-0.09157843608,0.9999942965,0.268743044,3,-0.08597545403,-4.926030658,0.3276756748,13.93750872,18.86353938,8.250297009,0.01422879909,0.006829823563,0
star_co_plus_hi_ctl49,41,1,1,-0.1068251506,0.9922529859,0.01686766135,3,-0.08597545403,-4.926030658,0.3276756748,13.93750872,18.86353938,8.250297009,0.01422879909,0.006829823563,0
star_co_plus_hi_ctl49,41,2,0,0.1058854357,0.9944573348,0.2847783269,4,1.439536143,82.47934544,0.5230513031,82.25793771,0.2214077279,2.217947096,0.01422879909,0.006829823563,0
star_co_plus_hi_ctl49,41,2,1,0.139626055,0.9999055928,0.01678610038,4,1.439536143,82.47934544,0.5230513031,82.25793771,0.2214077279,2.217947096,0.01422879909,0.006829823563,0
star_only,42,1,0,0.1037035942,0.9850172868,0.493631441,4,0.4247035404,24.33372041,0.2310278901,46.99194057,22.65822016,21.00945406,0,0,0
star_only,42,1,1,0.06512868513,0.9556790012,0.01790991696,4,0.4247035404,24.33372041,0.2310278901,46.99194057,22.65822016,21.00945406,0,0,0
star_only,42,2,0,0.1081697615,0.656013793,0.1265776864,3,1.474780575,84.49870266,0.5077518959,83.87994878,0.6187538802,0.1985898768,0,0,0
star_only,42,2,1,0.1479008388,0.9947022767,0.009328800787,3,1.474780575,84.49870266,0.5077518959,83.87994878,0.6187538802,0.1985898768,0,0,0
co_independent_only,42,1,0,-0.01705321263,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.004553215709,0
co_independent_only,42,1,1,-0.0653943794,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.004553215709,0
co_independent_only,42,2,0,0.1105128663,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.004553215709,0
co_independent_only,42,2,1,0.1356721496,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.004553215709,0
star_plus_co_independent,42,1,0,0.09966966723,0.9850172868,0.493631441,4,0.4247035404,24.33372041,0.2310278901,46.99194057,22.65822016,21.00945406,0,0.004553215709,0
