s4g_name,s4g_disk_scale_arcsec,s4g_disk_component_source,s4g_bar_radius_arcsec,s4g_model_components,s4g_model_quality_values
UGC06083,8.449999809265137,Z:edgedisk_hr2,,Z,4
UGC06104,12.479999542236328,D:expdisk_hr3,,B;D,3
UGC06112,21.049999237060547,D:expdisk_hr3,11.239999771118164,D;BAR,5
UGC06151,17.469999313354492,D:expdisk_hr3,,D,5
UGC06157,15.819999694824219,D:expdisk_hr3,24.420000076293945,D;BAR,5
UGC06162,24.81999969482422,D:expdisk_hr3,,B;D,5
UGC06169,14.880000114440918,D:expdisk_hr3,10.739999771118164,D;BAR,5
UGC06171,23.739999771118164,D:expdisk_hr3,30.59000015258789,D;BAR,5
UGC06194,10.649999618530273,D:expdisk_hr3,13.4399995803833,D;BAR,5
UGC06249,6.559999942779541,D:expdisk_hr3,,D,5
UGC06271,10.399999618530273,D:expdisk_hr3,,D,5
UGC06296,11.069999694824219,D:expdisk_hr3,,D,3
UGC06309,14.510000228881836,D:expdisk_hr3,18.75,D;BAR;N,5
UGC06320,8.520000457763672,D:expdisk_hr3,,D,5
UGC06335,15.970000267028809,D:expdisk_hr3,,B;D,5
UGC06341,10.010000228881836,D:expdisk_hr3,,D,5
UGC06345,20.229999542236328,D:expdisk_hr3,18.0,D;BAR,5
UGC06355,7.5,Z:edgedisk_hr2,,Z,4
UGC06378,20.309999465942383,Z:edgedisk_hr2,,Z,4
UGC06390,11.979999542236328,D:expdisk_hr3,,D,5
UGC06399,23.719999313354492,D:expdisk_hr3,,D,5
UGC06433,12.239999771118164,D:expdisk_hr3,,D;N,5
UGC06446,34.5099983215332,D:expdisk_hr3,,D,5
UGC06509,6.300000190734863,Z:edgedisk_hr2,,Z,4
UGC06512,10.779999732971191,D:expdisk_hr3,,B;D,5
UGC06517,8.489999771118164,D:expdisk_hr3,,D;N,5
UGC06526,6.710000038146973,Z:edgedisk_hr2,,Z,4
UGC06534,20.360000610351562,D:expdisk_hr3,,D,5
UGC06545,10.449999809265137,D:expdisk_hr3,,D;N,5
UGC06570,2.8399999141693115,D:expdisk_hr3,,B;D,5
UGC06575,7.260000228881836,Z:edgedisk_hr2,,Z,4
UGC06594,3.5399999618530273,Z:edgedisk_hr2,,Z,4
UGC06603,22.280000686645508,Z:edgedisk_hr2,,B;Z,4
UGC06610,15.430000305175781,D:expdisk_hr3,,D,5
UGC06628,36.619998931884766,D:expdisk_hr3,25.260000228881836,D;BAR,5
UGC06667,10.59000015258789,Z:edgedisk_hr2,,Z,4
UGC06670,19.280000686645508,D:expdisk_hr3,45.099998474121094,D;BAR;N,5
UGC06682,22.260000228881836,D:expdisk_hr3,,D,5
UGC06713,17.360000610351562,D:expdisk_hr3,,D,5
UGC06747,12.260000228881836,Z:edgedisk_hr2,,Z,4
UGC06773,15.800000190734863,D:expdisk_hr3,,D,5
UGC06774,15.40999984741211,D:expdisk_hr3,,B;D,5
UGC06780,47.63999938964844,D:expdisk_hr3,,B;D,5
UGC06782,24.260000228881836,D:expdisk_hr3,,D,5
UGC06791,13.09000015258789,Z:edgedisk_hr2,,B;Z,4
UGC06792,15.859999656677246,D:expdisk_hr3,,D,5
UGC06816,28.3799991607666,D:expdisk_hr3,33.7599983215332,D;BAR,5
UGC06817,38.77000045776367,D:expdisk_hr3,,D,5
UGC06818,16.790000915527344,D:expdisk_hr3,,D,5
UGC06840,32.290000915527344,D:expdisk_hr3,34.939998626708984,D;BAR,5
UGC06849,17.639999389648438,D:expdisk_hr3,,D;N,5
UGC06862,11.300000190734863,Z:edgedisk_hr2,,Z,4
UGC06879,15.760000228881836,D:expdisk_hr3,6.730000019073486,D;BAR,5
UGC06894,14.050000190734863,Z:edgedisk_hr2,,Z,4
UGC06900,22.639999389648438,D:expdisk_hr3,,D,5
UGC06903,25.489999771118164,D:expdisk_hr3,12.010000228881836,D;BAR,5
UGC06917,33.90999984741211,D:expdisk_hr3,22.760000228881836,D;BAR,5
UGC06922,15.079999923706055,D:expdisk_hr3,,B;D,5
UGC06930,30.719999313354492,D:expdisk_hr3,20.899999618530273,D;BAR,5
UGC06931,14.050000190734863,D:expdisk_hr3,,D,5
UGC06955,47.45000076293945,D:expdisk_hr3,,D,5
UGC06956,27.299999237060547,D:expdisk_hr3,,D,5
UGC06969,15.40999984741211,D:expdisk_hr3,,D,5
UGC06978,16.649999618530273,D:expdisk_hr3,,D,5
UGC06983,35.970001220703125,D:expdisk_hr3,26.450000762939453,D;BAR,5
UGC07009,16.260000228881836,D:expdisk_hr3,21.0,D;BAR,5
UGC07019,16.6200008392334,D:expdisk_hr3,,D,5
UGC07035,9.369999885559082,D:expdisk_hr3,,D,5
UGC07053,21.06999969482422,D:expdisk_hr3,,D,5
UGC07086,9.760000228881836,Z:edgedisk_hr2,,Z,4
UGC07089,17.170000076293945,Z:edgedisk_hr2,,Z,4
UGC07094,16.639999389648438,D:expdisk_hr3,,D,5
UGC07125,23.549999237060547,D:expdisk_hr3,,D,5
UGC07129,9.569999694824219,D:expdisk_hr3,12.75,D;BAR;N,5
UGC07133,18.950000762939453,D:expdisk_hr3,9.520000457763672,D;BAR,5
UGC07143,6.570000171661377,D:expdisk_hr3,,D;N,5
UGC07153,16.06999969482422,Z:edgedisk_hr2,,Z,4
UGC07170,7.78000020980835,Z:edgedisk_hr2,,Z,4
UGC07175,11.220000267028809,D:expdisk_hr3,,D;N,5
UGC07184,12.670000076293945,D:expdisk_hr3,14.25,D;BAR,5
UGC07186,21.489999771118164,D:expdisk_hr3,,D,5
UGC07189,22.559999465942383,D:expdisk_hr3,13.15999984741211,D;BAR,5
UGC07218,16.760000228881836,D:expdisk_hr3,,D,5
UGC07239,30.280000686645508,D:expdisk_hr3,20.610000610351562,D;BAR,5
UGC07249,19.329999923706055,D:expdisk_hr3,,D,5
UGC07257,11.130000114440918,D:expdisk_hr3,23.979999542236328,D;BAR,5
UGC07267,16.360000610351562,D:expdisk_hr3,,D,5
UGC07271,22.34000015258789,D:expdisk_hr3,,D,5
UGC07300,20.559999465942383,D:expdisk_hr3,,D,5
UGC07301,16.959999084472656,Z:edgedisk_hr2,,Z,5
UGC07321,49.41999816894531,Z:edgedisk_hr2,,Z,4
UGC07387,12.489999771118164,Z:edgedisk_hr2,,Z,4
UGC07394,12.739999771118164,Z:edgedisk_hr2,,Z,4
UGC07396,17.290000915527344,D:expdisk_hr3,13.170000076293945,D;BAR,5
UGC07408,27.75,D:expdisk_hr3,,D,5
UGC07490,26.139999389648438,D:expdisk_hr3,,D,5
UGC07522,19.8799991607666,Z:edgedisk_hr2,,Z,4
UGC07534,20.670000076293945,D:expdisk_hr3,,D,5
UGC07559,34.5099983215332,D:expdisk_hr3,,D,5
UGC07577,58.77000045776367,D:expdisk_hr3,,D,5
UGC07579,8.529999732971191,Z:edgedisk_hr2,,Z,4
UGC07590,9.0600004196167,D:expdisk_hr3,9.479999542236328,D;BAR,5
UGC07596,19.350000381469727,D:expdisk_hr3,,D,5
UGC07599,20.079999923706055,D:expdisk_hr3,,D,5
UGC07605,25.729999542236328,D:expdisk_hr3,,D,5
UGC07608,22.969999313354492,D:expdisk_hr3,,D,5
UGC07612,22.790000915527344,D:expdisk_hr3,,D,5
UGC07639,22.010000228881836,D:expdisk_hr3,,D,5
UGC07673,21.579999923706055,D:expdisk_hr3,,D,5
UGC07690,21.6200008392334,D:expdisk_hr3,,D,5
UGC07697,14.239999771118164,D:expdisk_hr3,6.949999809265137,D;BAR,5
UGC07698,66.91999816894531,D:expdisk_hr3,,D,4
UGC07699,32.900001525878906,D:expdisk_hr3,37.63999938964844,D;BAR,5
UGC07700,20.8700008392334,D:expdisk_hr3,21.299999237060547,D;BAR,5
UGC07719,23.860000610351562,D:expdisk_hr3,,D,5
UGC07730,11.449999809265137,D:expdisk_hr3,,D,5
UGC07739,21.329999923706055,D:expdisk_hr3,,D,5
UGC07774,18.350000381469727,Z:edgedisk_hr2,,Z,4
UGC07780,14.970000267028809,D:expdisk_hr3,,D,5
UGC07795,20.030000686645508,D:expdisk_hr3,,D,5
UGC07802,10.619999885559082,Z:edgedisk_hr2,,Z,4
UGC07824,16.579999923706055,D:expdisk_hr3,17.420000076293945,D;BAR,5
UGC07844,9.319999694824219,Z:edgedisk_hr2,,Z,4
UGC07848,18.239999771118164,D:expdisk_hr3,,D;N,5
UGC07908,11.510000228881836,Z:edgedisk_hr2,,Z;N,4
UGC07911,42.77000045776367,D:expdisk_hr3,40.45000076293945,D;BAR,5
UGC07941,18.790000915527344,D:expdisk_hr3,13.6899995803833,D;BAR,5
UGC07943,17.260000228881836,D:expdisk_hr3,16.40999984741211,D;BAR,5
UGC07950,20.559999465942383,D:expdisk_hr3,,D,5
UGC07982,20.489999771118164,Z:edgedisk_hr2,,Z,4
UGC07991,12.180000305175781,Z:edgedisk_hr2,,Z,4
UGC08040,6.829999923706055,Z:edgedisk_hr2,,Z,4
UGC08041,34.52000045776367,D:expdisk_hr3,29.040000915527344,D;BAR;N,5
UGC08042,13.069999694824219,D:expdisk_hr3,7.28000020980835,D;BAR,5
UGC08048,18.049999237060547,Z:edgedisk_hr2,,Z,4
UGC08052,14.229999542236328,D:expdisk_hr3,10.0600004196167,D;BAR;N,5
UGC08053,16.09000015258789,D:expdisk_hr3,,D,5
UGC08056,15.460000038146973,D:expdisk_hr3,13.5,B;D;BAR,5
UGC08067,9.170000076293945,D:expdisk_hr3,,D,3
UGC08084,20.989999771118164,D:expdisk_hr3,19.059999465942383,D;BAR,5
UGC08085,20.989999771118164,D:expdisk_hr3,22.479999542236328,D;BAR,5
UGC08127,13.5,D:expdisk_hr3,,D,5
UGC08146,10.15999984741211,Z:edgedisk_hr2,,Z,4
UGC08153,17.59000015258789,D:expdisk_hr3,,B;D,5
UGC08155,26.15999984741211,D:expdisk_hr3,,B;D,5
UGC08166,,missing,,zdisk,4
UGC08181,13.1899995803833,D:expdisk_hr3,,D,5
UGC08201,64.22000122070312,D:expdisk_hr3,,D,5
UGC08246,30.6299991607666,D:expdisk_hr3,51.65999984741211,D;BAR,5
UGC08282,10.9399995803833,D:expdisk_hr3,,D;N,5
UGC08303,23.479999542236328,D:expdisk_hr3,,D,5
UGC08313,17.010000228881836,D:expdisk_hr3,,D,5
UGC08320,39.5,D:expdisk_hr3,,D,5
UGC08331,29.829999923706055,D:expdisk_hr3,,D,5
UGC08365,31.40999984741211,D:expdisk_hr3,30.309999465942383,D;BAR,5
UGC08385,24.56999969482422,D:expdisk_hr3,21.0,D;BAR,5
UGC08441,30.309999465942383,D:expdisk_hr3,,D,5
UGC08449,13.279999732971191,D:expdisk_hr3,,D,5
UGC08489,17.6200008392334,D:expdisk_hr3,25.329999923706055,D;BAR,5
UGC08507,,missing,37.810001373291016,B;BAR,5
UGC08516,9.319999694824219,D:expdisk_hr3,,D;N,5
UGC08575,19.520000457763672,Z:edgedisk_hr2,,Z;N,4
UGC08588,16.559999465942383,D:expdisk_hr3,,D,5
UGC08597,17.600000381469727,D:expdisk_hr3,20.90999984741211,D;BAR,5
UGC08614,35.81999969482422,D:expdisk_hr3,56.25,D;BAR,4
UGC08639,20.040000915527344,D:expdisk_hr3,,B;D,5
UGC08642,12.529999732971191,Z:edgedisk_hr2,,Z,4
UGC08651,34.470001220703125,D:expdisk_hr3,,D,5
UGC08658,20.40999984741211,D:expdisk_hr3,12.470000267028809,D;BAR;N,5
UGC08662,12.229999542236328,Z:edgedisk_hr2,,Z,4
UGC08684,16.770000457763672,Z:edgedisk_hr2,,Z;N,4
UGC08688,11.380000114440918,D:expdisk_hr3,,D,5
UGC08693,10.5600004196167,D:expdisk_hr3,,D,5
UGC08726,16.90999984741211,D:expdisk_hr3,,D,5
UGC08733,19.860000610351562,D:expdisk_hr3,6.75,D;BAR,5
UGC08737,12.6899995803833,Z:edgedisk_hr2,,Z,4
UGC08756,14.34000015258789,D:expdisk_hr3,25.979999542236328,B;D;BAR,5
UGC08760,37.15999984741211,D:expdisk_hr3,,D,5
UGC08795,11.90999984741211,D:expdisk_hr3,12.75,D;BAR,5
UGC08837,54.97999954223633,D:expdisk_hr3,,D,5
UGC08839,19.75,D:expdisk_hr3,,D;N,5
UGC08851,14.220000267028809,D:expdisk_hr3,21.860000610351562,D;BAR,5
UGC08877,18.479999542236328,D:expdisk_hr3,13.960000038146973,D;BAR,5
UGC08892,20.940000534057617,D:expdisk_hr3,,D,5
UGC08899,12.039999961853027,D:expdisk_hr3,12.020000457763672,D;BAR,5
UGC08909,11.9399995803833,D:expdisk_hr3,9.9399995803833,D;BAR,5
UGC08988,9.300000190734863,Z:edgedisk_hr2,,Z,4
UGC08995,22.040000915527344,D:expdisk_hr3,13.0,D;BAR,5
UGC09056,6.739999771118164,D:expdisk_hr3,,D,5
UGC09057,27.079999923706055,D:expdisk_hr3,18.360000610351562,D;BAR,5
UGC09071,15.609999656677246,D:expdisk_hr3,,D;N,5
UGC09128,28.280000686645508,D:expdisk_hr3,,D,5
UGC09169,14.210000038146973,Z:edgedisk_hr2,,Z,4
UGC09206,10.34000015258789,D:expdisk_hr3,,D,5
UGC09215,26.610000610351562,D:expdisk_hr3,16.420000076293945,D;BAR,5
UGC09240,25.690000534057617,D:expdisk_hr3,,D,5
UGC09242,38.810001373291016,Z:edgedisk_hr2,,Z,4
UGC09245,23.989999771118164,D:expdisk_hr3,26.700000762939453,D;BAR,5
UGC09249,18.81999969482422,Z:edgedisk_hr2,,Z,4
UGC09274,16.34000015258789,D:expdisk_hr3,,D,5
UGC09282,14.9399995803833,D:expdisk_hr3,,D,5
UGC09291,16.850000381469727,D:expdisk_hr3,9.75,D;BAR;N,5
UGC09299,17.170000076293945,D:expdisk_hr3,15.789999961853027,D;BAR,5
UGC09310,17.219999313354492,D:expdisk_hr3,,D,5
UGC09345,10.960000038146973,Z:edgedisk_hr2,,Z,4
UGC09356,10.270000457763672,D:expdisk_hr3,,D,5
UGC09364,13.6899995803833,D:expdisk_hr3,,D,5
UGC09380,17.219999313354492,D:expdisk_hr3,,D,5
UGC09389,21.40999984741211,D:expdisk_hr3,23.440000534057617,D;BAR,5
UGC09392,16.110000610351562,D:expdisk_hr3,,D,5
UGC09394,21.540000915527344,D:expdisk_hr3,,B;D,5
UGC09448,9.039999961853027,Z:edgedisk_hr2,,Z,4
UGC09469,19.149999618530273,D:expdisk_hr3,,D,4
UGC09470,14.65999984741211,D:expdisk_hr3,,D,5
UGC09482,10.050000190734863,Z:edgedisk_hr2,,Z,4
UGC09569,14.390000343322754,D:expdisk_hr3,17.18000030517578,D;BAR,5
UGC09601,14.949999809265137,D:expdisk_hr3,23.969999313354492,D;BAR,5
UGC09661,12.619999885559082,D:expdisk_hr3,19.81999969482422,D;BAR,5
UGC09663,13.420000076293945,D:expdisk_hr3,,D,5
UGC09665,9.75,Z:edgedisk_hr2,,Z;N,4
UGC09682,19.760000228881836,D:expdisk_hr3,,D,5
UGC09703,6.96999979019165,D:expdisk_hr3,16.770000457763672,D;BAR,5
UGC09730,13.279999732971191,D:expdisk_hr3,18.90999984741211,D;BAR,5
UGC09746,12.59000015258789,D:expdisk_hr3,,D,5
UGC09751,9.739999771118164,Z:edgedisk_hr2,,Z,4
UGC09760,17.889999389648438,Z:edgedisk_hr2,,Z,4
UGC09815,14.119999885559082,D:expdisk_hr3,,D,5
UGC09837,15.380000114440918,D:expdisk_hr3,,B;D,5
UGC09856,6.909999847412109,Z:edgedisk_hr2,,Z,4
UGC09858,12.069999694824219,D:expdisk_hr3,,D,5
UGC09875,27.770000457763672,D:expdisk_hr3,,D,5
UGC09936,16.729999542236328,D:expdisk_hr3,,D,5
UGC09951,15.359999656677246,D:expdisk_hr3,,D,5
UGC09977,22.34000015258789,Z:edgedisk_hr2,,Z;N,4
UGC09979,24.65999984741211,D:expdisk_hr3,,D,5
UGC09991,15.579999923706055,D:expdisk_hr3,,D,5
UGC09992,15.279999732971191,D:expdisk_hr3,,D,5
UGC10014,19.719999313354492,D:expdisk_hr3,,D,5
UGC10020,16.579999923706055,D:expdisk_hr3,,D,5
UGC10025,12.199999809265137,Z:edgedisk_hr2,,Z,4
UGC10041,27.81999969482422,D:expdisk_hr3,22.520000457763672,D;BAR,5
UGC10043,8.619999885559082,Z:edgedisk_hr2,,B;Z,4
UGC10054,25.969999313354492,D:expdisk_hr3,18.75,D;BAR,5
UGC10194,15.079999923706055,Z:edgedisk_hr2,,Z,4
UGC10288,20.010000228881836,Z:edgedisk_hr2,,Z,4
UGC10290,19.739999771118164,D:expdisk_hr3,16.010000228881836,D;BAR,5
UGC10297,8.460000038146973,Z:edgedisk_hr2,,Z,4
UGC10310,30.040000915527344,D:expdisk_hr3,,D,5
UGC10413,14.029999732971191,D:expdisk_hr3,12.020000457763672,D;BAR;N,5
UGC10437,22.780000686645508,D:expdisk_hr3,,D,5
UGC10445,19.459999084472656,D:expdisk_hr3,,B;D,5
UGC10477,12.130000114440918,D:expdisk_hr3,,D,5
UGC10713,9.199999809265137,Z:edgedisk_hr2,,Z,4
UGC10721,5.869999885559082,D:expdisk_hr3,,D;N,5
UGC10736,27.010000228881836,D:expdisk_hr3,,D,5
UGC10791,20.649999618530273,D:expdisk_hr3,15.470000267028809,D;BAR,5
UGC10803,18.059999465942383,D:expdisk_hr3,,D;N,4
UGC10806,20.559999465942383,D:expdisk_hr3,18.770000457763672,D;BAR,5
UGC10854,10.520000457763672,D:expdisk_hr3,7.5,D;BAR,5
UGC10887,11.819999694824219,Z:edgedisk_hr2,,Z,4
UGC11782,19.5,D:expdisk_hr3,19.5,D;BAR,5
UGC11921,15.369999885559082,D:expdisk_hr3,,D,5
UGC12010,6.239999771118164,Z:edgedisk_hr2,,Z,4
UGC12054,8.359999656677246,Z:edgedisk_hr2,,Z,4
UGC12151,29.549999237060547,D:expdisk_hr3,21.639999389648438,D;BAR,5
UGC12178,26.170000076293945,D:expdisk_hr3,32.20000076293945,D;BAR,5
UGC12281,24.030000686645508,Z:edgedisk_hr2,,Z,4
UGC12307,14.630000114440918,D:expdisk_hr3,,D,5
UGC12308,19.809999465942383,D:expdisk_hr3,8.880000114440918,D;BAR;N,5
UGC12313,15.819999694824219,D:expdisk_hr3,,D,5
UGC12350,26.600000381469727,D:expdisk_hr3,18.65999984741211,D;BAR,5
UGC12518,9.420000076293945,Z:edgedisk_hr2,,Z;N,4
UGC12613,,missing,,D,4
UGC12641,8.539999961853027,D:expdisk_hr3,,B;D,5
UGC12681,12.430000305175781,D:expdisk_hr3,16.5,D;BAR,5
UGC12682,16.81999969482422,D:expdisk_hr3,,D,5
UGC12692,7.130000114440918,Z:edgedisk_hr2,,Z,4
UGC12707,16.34000015258789,D:expdisk_hr3,18.75,D;BAR;N,5
UGC12709,30.280000686645508,D:expdisk_hr3,19.040000915527344,D;BAR,5
UGC12732,37.349998474121094,D:expdisk_hr3,44.25,D;BAR,5
UGC12791,23.290000915527344,D:expdisk_hr3,,D,5
UGC12846,15.079999923706055,D:expdisk_hr3,,D,5
UGC12856,22.3799991607666,D:expdisk_hr3,25.84000015258789,D;BAR,5
UGC12857,16.190000534057617,Z:edgedisk_hr2,,Z;N,4
UGC12893,20.149999618530273,D:expdisk_hr3,,B;D,5
