s4g_name,s4g_disk_scale_arcsec,s4g_disk_component_source,s4g_bar_radius_arcsec,s4g_model_components,s4g_model_quality_values
IC3322,18.920000076293945,Z:edgedisk_hr2,,Z,4
IC3322A,16.360000610351562,Z:edgedisk_hr2,,Z,4
IC3355,27.520000457763672,D:expdisk_hr3,,D,3
IC3356,18.559999465942383,D:expdisk_hr3,,D,5
IC3371,9.789999961853027,Z:edgedisk_hr2,,Z,4
IC3391,16.6299991607666,D:expdisk_hr3,,D;N,5
IC3392,15.479999542236328,D:expdisk_hr3,,B;D,5
IC3473,12.5,D:expdisk_hr3,,D;N,5
IC3474,21.139999389648438,Z:edgedisk_hr2,,Z,4
IC3475,28.899999618530273,D:expdisk_hr3,,D,5
IC3476,19.260000228881836,D:expdisk_hr3,24.309999465942383,BAR;D,5
IC3517,14.720000267028809,D:expdisk_hr3,15.0,D;BAR,5
IC3521,16.799999237060547,D:expdisk_hr3,35.20000076293945,D;BAR,5
IC3522,18.280000686645508,D:expdisk_hr3,,D,5
IC3576,19.860000610351562,D:expdisk_hr3,,D,5
IC3583,21.020000457763672,D:expdisk_hr3,,D,5
IC3611,24.90999984741211,D:expdisk_hr3,,D,5
IC3631,9.449999809265137,D:expdisk_hr3,30.479999542236328,B;D;BAR,3
IC3687,27.809999465942383,D:expdisk_hr3,,D,5
IC3718,19.829999923706055,D:expdisk_hr3,,D,5
IC3727,13.760000228881836,D:expdisk_hr3,,D,5
IC3742,14.760000228881836,D:expdisk_hr3,,D,5
IC3806,17.229999542236328,D:expdisk_hr3,,D,5
IC3881,21.5,D:expdisk_hr3,27.729999542236328,D;BAR,5
IC3908,14.890000343322754,Z:edgedisk_hr2,,Z,5
IC4182,68.02999877929688,D:expdisk_hr3,,D,5
IC4213,23.389999389648438,Z:edgedisk_hr2,,Z,4
IC4214,29.700000762939453,D:expdisk_hr3,48.86000061035156,B;D;BAR,5
IC4216,18.049999237060547,D:expdisk_hr3,,B;D,5
IC4221,12.149999618530273,D:expdisk_hr3,6.75,D;BAR,5
IC4231,15.84000015258789,D:expdisk_hr3,,D,5
IC4237,17.540000915527344,D:expdisk_hr3,14.25,B;D;BAR,5
IC4247,14.369999885559082,D:expdisk_hr3,,D,5
IC4263,16.649999618530273,D:expdisk_hr3,17.799999237060547,D;BAR,5
IC4316,32.970001220703125,D:expdisk_hr3,,D,5
IC4351,33.7599983215332,Z:edgedisk_hr2,,B;Z,4
IC4407,15.109999656677246,D:expdisk_hr3,10.5,D;BAR,5
IC4468,12.550000190734863,D:expdisk_hr3,,D;N,5
IC4536,20.329999923706055,D:expdisk_hr3,18.0,D;BAR;N,5
IC4582,3.4800000190734863,Z:edgedisk_hr2,,Z,4
IC4660,8.710000038146973,D:expdisk_hr3,,D,5
IC4901,47.880001068115234,D:expdisk_hr3,19.1200008392334,D;BAR;N,5
IC4951,18.979999542236328,Z:edgedisk_hr2,,Z,4
IC4986,27.239999771118164,D:expdisk_hr3,,D,5
IC5007,14.1899995803833,D:expdisk_hr3,11.25,D;BAR,5
IC5026,18.079999923706055,Z:edgedisk_hr2,,Z;N,4
IC5039,15.40999984741211,D:expdisk_hr3,,B;D,5
IC5052,24.809999465942383,Z:edgedisk_hr2,,Z,4
IC5069,13.289999961853027,D:expdisk_hr3,23.219999313354492,B;D;BAR,5
IC5078,25.780000686645508,D:expdisk_hr3,,B;D,5
IC5105B,10.34000015258789,D:expdisk_hr3,16.5,D;BAR;N,5
IC5152,34.33000183105469,D:expdisk_hr3,155.17999267578125,D;BAR,4
IC5156,14.640000343322754,D:expdisk_hr3,17.889999389648438,D;BAR;N,5
IC5170,9.819999694824219,Z:edgedisk_hr2,,B;Z;N,5
IC5176,12.109999656677246,Z:edgedisk_hr2,,Z,4
IC5201,65.55000305175781,D:expdisk_hr3,38.40999984741211,D;BAR,5
IC5240,28.0,D:expdisk_hr3,34.5,B;D;BAR,5
IC5249,35.56999969482422,Z:edgedisk_hr2,,Z,4
IC5264,18.260000228881836,D:expdisk_hr3,,B;D,5
IC5267,22.81999969482422,D:expdisk_hr3,,B;D,5
IC5269,13.529999732971191,D:expdisk_hr3,,B;D,5
IC5269A,16.09000015258789,D:expdisk_hr3,,D,5
IC5269B,36.5,D:expdisk_hr3,,D,5
IC5269C,23.389999389648438,D:expdisk_hr3,9.0,D;BAR,5
IC5270,15.319999694824219,D:expdisk_hr3,9.979999542236328,D;BAR,5
IC5271,19.0,D:expdisk_hr3,,B;D,5
IC5273,23.649999618530273,D:expdisk_hr3,6.059999942779541,D;BAR,5
IC5321,13.930000305175781,D:expdisk_hr3,,D,5
IC5325,19.799999237060547,D:expdisk_hr3,,B;D,5
IC5332,65.25,D:expdisk_hr3,,B;D,5
IC5333,10.529999732971191,Z:edgedisk_hr2,,Z,4
IC5334,2.549999952316284,D:expdisk_hr3,,D;N,5
NGC0007,24.709999084472656,Z:edgedisk_hr2,,Z,4
NGC0014,11.180000305175781,D:expdisk_hr3,,D,5
NGC0024,39.470001220703125,D:expdisk_hr3,12.640000343322754,D;BAR,5
NGC0045,27.09000015258789,D:expdisk_hr3,,D,5
NGC0055,331.739990234375,D:expdisk_hr3,,D,5
NGC0059,16.6200008392334,D:expdisk_hr3,,D;N,5
NGC0063,10.520000457763672,D:expdisk_hr3,,B;D,5
NGC0100,18.6299991607666,Z:edgedisk_hr2,,Z,4
NGC0115,18.399999618530273,D:expdisk_hr3,,D,5
NGC0131,12.039999961853027,D:expdisk_hr3,13.0600004196167,D;BAR,5
NGC0134,41.93000030517578,D:expdisk_hr3,,B;D,5
NGC0148,12.199999809265137,D:expdisk_hr3,,B;D,5
NGC0150,25.860000610351562,D:expdisk_hr3,15.75,B;D;BAR,5
NGC0157,32.2599983215332,D:expdisk_hr3,,B;D,5
NGC0178,14.34000015258789,D:expdisk_hr3,24.530000686645508,D;BAR;N,5
NGC0210,54.11000061035156,D:expdisk_hr3,56.08000183105469,B;D;BAR,5
NGC0216,11.949999809265137,D:expdisk_hr3,15.75,D;BAR,5
NGC0244,10.25,D:expdisk_hr3,,D,3
NGC0247,223.08999633789062,D:expdisk_hr3,149.25,D;BAR,5
NGC0253,185.1199951171875,D:expdisk_hr3,,B;D,5
NGC0254,26.040000915527344,D:expdisk_hr3,46.099998474121094,B;D;BAR,5
NGC0255,15.520000457763672,D:expdisk_hr3,12.109999656677246,N;D;BAR,5
NGC0274,11.960000038146973,D:expdisk_hr3,,B;D,4
NGC0289,18.969999313354492,D:expdisk_hr3,11.760000228881836,N;D;BAR,5
NGC0298,10.1899995803833,D:expdisk_hr3,8.970000267028809,D;BAR,5
NGC0300,152.16000366210938,D:expdisk_hr3,,D,5
NGC0337,20.15999984741211,D:expdisk_hr3,38.310001373291016,D;BAR,5
NGC0337A,43.119998931884766,D:expdisk_hr3,35.810001373291016,D;BAR,5
NGC0360,28.1299991607666,Z:edgedisk_hr2,,Z,4
NGC0406,21.829999923706055,D:expdisk_hr3,19.459999084472656,BAR;D,5
NGC0428,25.84000015258789,D:expdisk_hr3,33.41999816894531,D;BAR;N,5
NGC0450,26.0,D:expdisk_hr3,11.729999542236328,D;BAR,5
NGC0470,20.6200008392334,D:expdisk_hr3,,B;D,5
NGC0473,12.609999656677246,D:expdisk_hr3,,B;D,5
NGC0474,27.15999984741211,D:expdisk_hr3,,B;D,4
NGC0485,14.920000076293945,D:expdisk_hr3,6.5,D;BAR,5
NGC0488,34.16999816894531,D:expdisk_hr3,,B;D,5
NGC0489,6.900000095367432,D:expdisk_hr3,,B;D,5
NGC0493,24.25,D:expdisk_hr3,,D,5
NGC0514,27.6299991607666,D:expdisk_hr3,,B;D,5
NGC0518,15.289999961853027,D:expdisk_hr3,,B;D,5
NGC0522,18.0,Z:edgedisk_hr2,,Z,4
NGC0532,26.5,D:expdisk_hr3,,B;D,5
NGC0578,36.040000915527344,D:expdisk_hr3,24.399999618530273,D;BAR;N,5
NGC0584,30.100000381469727,D:expdisk_hr3,,B;D,4
NGC0600,22.020000457763672,D:expdisk_hr3,22.399999618530273,D;BAR,5
NGC0613,45.15999984741211,D:expdisk_hr3,71.25,B;D;BAR,5
NGC0615,23.190000534057617,D:expdisk_hr3,36.79999923706055,B;D;BAR,5
NGC0625,35.0099983215332,D:expdisk_hr3,,D,5
NGC0628,69.33999633789062,D:expdisk_hr3,,B;D,5
NGC0658,6.769999980926514,D:expdisk_hr3,,D;N,5
NGC0660,64.86000061035156,D:expdisk_hr3,,B;D,3
NGC0672,49.66999816894531,D:expdisk_hr3,54.75,D;BAR,5
NGC0676,18.959999084472656,D:expdisk_hr3,,B;D,5
NGC0678,89.19000244140625,Z:edgedisk_hr2,,B;Z,4
NGC0680,17.010000228881836,D:expdisk_hr3,,B;D,4
NGC0681,12.779999732971191,Z:edgedisk_hr2,,HALO;Z;N,4
NGC0685,38.58000183105469,D:expdisk_hr3,26.040000915527344,D;BAR,5
NGC0691,27.920000076293945,D:expdisk_hr3,,B;D,5
NGC0693,5.190000057220459,Z:edgedisk_hr2,,B;Z,4
NGC0701,14.680000305175781,D:expdisk_hr3,15.59000015258789,D;BAR,5
NGC0718,23.420000076293945,D:expdisk_hr3,34.31999969482422,B;D;BAR,5
NGC0723,6.449999809265137,D:expdisk_hr3,,D,5
NGC0755,16.719999313354492,D:expdisk_hr3,22.5,D;BAR,5
NGC0772,11.0,D:expdisk_hr3,,B;D,5
NGC0779,21.760000228881836,D:expdisk_hr3,,B;D,5
NGC0784,57.56999969482422,D:expdisk_hr3,,D,5
NGC0803,17.1200008392334,D:expdisk_hr3,9.0,B;D;BAR,5
NGC0814,6.860000133514404,D:expdisk_hr3,,B;D,4
NGC0855,21.969999313354492,D:expdisk_hr3,,B;D,5
NGC0864,34.810001373291016,D:expdisk_hr3,24.75,B;D;BAR,5
NGC0865,9.170000076293945,D:expdisk_hr3,,D;N,5
NGC0895,26.989999771118164,D:expdisk_hr3,,D;N,5
NGC0899,10.819999694824219,D:expdisk_hr3,,B;D,5
NGC0907,19.030000686645508,D:expdisk_hr3,30.0,D;BAR,5
NGC0908,35.59000015258789,D:expdisk_hr3,,B;D,5
NGC0918,31.520000457763672,D:expdisk_hr3,,B;D,5
NGC0936,43.560001373291016,D:expdisk_hr3,64.55999755859375,B;D;BAR,5
NGC0941,19.360000610351562,D:expdisk_hr3,30.190000534057617,D;BAR;N,5
NGC0955,10.960000038146973,Z:edgedisk_hr2,,B;Z,5
NGC0986,29.940000534057617,D:expdisk_hr3,42.0,B;D;BAR,5
NGC0986A,17.719999313354492,D:expdisk_hr3,,D,5
NGC0988,39.790000915527344,D:expdisk_hr3,35.25,D;BAR,5
NGC0991,24.260000228881836,D:expdisk_hr3,17.56999969482422,D;BAR;N,5
NGC1015,24.09000015258789,D:expdisk_hr3,30.15999984741211,B;D;BAR,5
NGC1022,20.739999771118164,D:expdisk_hr3,35.369998931884766,B;D;BAR,5
NGC1032,29.899999618530273,Z:edgedisk_hr2,,B;Z;N,4
NGC1035,,missing,,D,5
NGC1036,10.800000190734863,D:expdisk_hr3,10.699999809265137,D;BAR,5
NGC1042,47.15999984741211,D:expdisk_hr3,,B;D;N,5
NGC1047,24.110000610351562,D:expdisk_hr3,,D;N,4
NGC1051,17.440000534057617,D:expdisk_hr3,22.850000381469727,D;BAR;N,5
NGC1052,15.239999771118164,D:expdisk_hr3,,B;D,4
NGC1055,24.959999084472656,Z:edgedisk_hr2,,B;Z,4
NGC1068,19.110000610351562,D:expdisk_hr3,,B;D,4
NGC1073,49.34000015258789,D:expdisk_hr3,34.34000015258789,D;BAR,5
NGC1076,19.020000457763672,D:expdisk_hr3,,D;N,5
NGC1079,22.780000686645508,D:expdisk_hr3,29.25,B;D;BAR;N,5
NGC1084,19.639999389648438,D:expdisk_hr3,,B;D,5
NGC1087,26.40999984741211,D:expdisk_hr3,9.579999923706055,D;BAR,5
NGC1090,25.3799991607666,D:expdisk_hr3,,B;D,5
NGC1097,81.9000015258789,D:expdisk_hr3,97.5,D;BAR;N,5
NGC1110,24.68000030517578,Z:edgedisk_hr2,,Z,4
NGC1140,16.229999542236328,D:expdisk_hr3,,B;D,5
NGC1145,19.959999084472656,Z:edgedisk_hr2,,Z,4
NGC1163,9.899999618530273,Z:edgedisk_hr2,,B;Z,4
NGC1179,40.900001525878906,D:expdisk_hr3,15.0,D;BAR;N,5
NGC1187,34.400001525878906,D:expdisk_hr3,34.5,B;D;BAR,5
NGC1222,14.90999984741211,D:expdisk_hr3,,B;D,5
NGC1232,51.7400016784668,D:expdisk_hr3,43.91999816894531,B;D;BAR,5
NGC1249,33.68000030517578,D:expdisk_hr3,43.29999923706055,D;BAR;N,5
NGC1253,27.770000457763672,D:expdisk_hr3,,D;N,5
NGC1255,36.11000061035156,D:expdisk_hr3,10.739999771118164,D;BAR,5
NGC1258,13.779999732971191,D:expdisk_hr3,10.5,D;BAR;N,5
NGC1291,141.05999755859375,D:expdisk_hr3,157.7899932861328,B;D;BAR,5
NGC1292,21.139999389648438,D:expdisk_hr3,,B;D,5
NGC1297,19.889999389648438,D:expdisk_hr3,,B;D,5
NGC1299,7.690000057220459,D:expdisk_hr3,,D;N,5
NGC1300,62.31999969482422,D:expdisk_hr3,75.0,B;D;BAR,5
NGC1302,40.099998474121094,D:expdisk_hr3,47.880001068115234,B;D;BAR;N,5
NGC1306,6.059999942779541,D:expdisk_hr3,14.869999885559082,D;BAR;N,5
NGC1309,13.720000267028809,D:expdisk_hr3,18.280000686645508,D;BAR;N,5
NGC1310,15.399999618530273,D:expdisk_hr3,13.069999694824219,D;BAR;N,5
NGC1311,21.90999984741211,Z:edgedisk_hr2,,Z,4
NGC1313,79.83999633789062,D:expdisk_hr3,104.16999816894531,D;BAR;N,5
NGC1316C,10.479999542236328,D:expdisk_hr3,21.1299991607666,D;BAR;N,5
NGC1325,33.81999969482422,D:expdisk_hr3,,B;D,5
NGC1325A,18.93000030517578,D:expdisk_hr3,,B;D,5
NGC1326,37.4900016784668,D:expdisk_hr3,56.84000015258789,B;D;BAR,5
NGC1326A,20.31999969482422,D:expdisk_hr3,16.5,D;BAR,5
NGC1326B,39.119998931884766,Z:edgedisk_hr2,,Z,4
NGC1332,,missing,,B,5
NGC1337,42.400001525878906,D:expdisk_hr3,,B;D,5
NGC1338,10.949999809265137,D:expdisk_hr3,6.5,D;BAR,5
NGC1339,,missing,,B,5
NGC1341,11.079999923706055,D:expdisk_hr3,19.850000381469727,D;BAR,5
NGC1345,11.09000015258789,D:expdisk_hr3,10.579999923706055,D;BAR,5
NGC1347,13.260000228881836,D:expdisk_hr3,,D,5
NGC1350,51.060001373291016,D:expdisk_hr3,60.0,B;D;BAR;N,5
NGC1351A,20.399999618530273,Z:edgedisk_hr2,,Z;N,4
NGC1353,26.479999542236328,D:expdisk_hr3,11.25,B;D;BAR,5
NGC1357,47.220001220703125,D:expdisk_hr3,,B;D,5
NGC1359,23.350000381469727,D:expdisk_hr3,20.40999984741211,D;BAR,4
NGC1365,95.05000305175781,D:expdisk_hr3,90.0,B;D;BAR;N,5
NGC1366,26.540000915527344,Z:edgedisk_hr2,,B;Z,5
NGC1367,34.68000030517578,D:expdisk_hr3,41.86000061035156,B;D;BAR,5
NGC1385,28.700000762939453,D:expdisk_hr3,12.390000343322754,D;BAR,5
NGC1386,20.1299991607666,D:expdisk_hr3,12.09000015258789,B;D;BAR,5
NGC1389,19.899999618530273,D:expdisk_hr3,25.75,B;D;BAR,5
NGC1390,6.25,D:expdisk_hr3,,D,5
NGC1398,54.63999938964844,D:expdisk_hr3,48.75,B;D;BAR,5
NGC1406,23.600000381469727,D:expdisk_hr3,,B;D,5
NGC1411,17.299999237060547,D:expdisk_hr3,,B;D,5
NGC1414,12.100000381469727,D:expdisk_hr3,8.789999961853027,D;BAR,5
NGC1415,109.23999786376953,D:expdisk_hr3,15.75,B;D;BAR,4
NGC1421,39.59000015258789,D:expdisk_hr3,,D;N,3
NGC1422,12.210000038146973,Z:edgedisk_hr2,,Z,4
NGC1425,39.459999084472656,D:expdisk_hr3,,B;D,5
NGC1427A,35.689998626708984,D:expdisk_hr3,,D,4
NGC1433,63.91999816894531,D:expdisk_hr3,78.0,B;D;BAR,5
NGC1436,36.83000183105469,D:expdisk_hr3,,B;D,5
NGC1437B,22.229999542236328,D:expdisk_hr3,32.06999969482422,D;BAR,5
NGC1438,18.739999771118164,D:expdisk_hr3,24.0,B;D;BAR,5
NGC1448,31.790000915527344,D:expdisk_hr3,,D;N,5
NGC1452,30.600000381469727,D:expdisk_hr3,30.0,B;D;BAR,5
NGC1461,21.950000762939453,D:expdisk_hr3,17.110000610351562,B;D;BAR,5
NGC1473,14.239999771118164,D:expdisk_hr3,15.75,D;BAR,5
NGC1476,15.069999694824219,D:expdisk_hr3,36.599998474121094,D;BAR,5
NGC1482,14.850000381469727,D:expdisk_hr3,,B;D,5
NGC1483,15.239999771118164,D:expdisk_hr3,39.86000061035156,D;BAR,5
NGC1484,26.950000762939453,Z:edgedisk_hr2,,Z;N,4
NGC1493,29.739999771118164,D:expdisk_hr3,25.010000228881836,D;BAR;N,5
NGC1494,29.450000762939453,D:expdisk_hr3,39.779998779296875,D;BAR,5
NGC1495,19.270000457763672,Z:edgedisk_hr2,,Z,4
NGC1507,24.770000457763672,Z:edgedisk_hr2,,Z,4
NGC1510,10.460000038146973,D:expdisk_hr3,,B;D,5
NGC1511,20.829999923706055,D:expdisk_hr3,51.61000061035156,D;BAR,5
NGC1511A,14.260000228881836,D:expdisk_hr3,25.729999542236328,B;D;BAR,5
NGC1511B,21.219999313354492,D:expdisk_hr3,,D,5
NGC1512,46.869998931884766,D:expdisk_hr3,70.5,B;D;BAR,5
NGC1515,45.779998779296875,D:expdisk_hr3,44.16999816894531,B;D;BAR,5
NGC1518,28.290000915527344,D:expdisk_hr3,37.5,D;BAR,5
NGC1519,15.8100004196167,D:expdisk_hr3,14.25,D;BAR,5
NGC1532,54.22999954223633,D:expdisk_hr3,,B;D,5
NGC1533,26.290000915527344,D:expdisk_hr3,35.29999923706055,B;D;BAR,5
NGC1546,9.399999618530273,D:expdisk_hr3,,D;N,5
NGC1553,17.139999389648438,D:expdisk_hr3,,B;D,5
NGC1556,10.0600004196167,D:expdisk_hr3,18.75,D;BAR;N,5
NGC1559,24.260000228881836,D:expdisk_hr3,17.25,D;BAR,5
NGC1566,17.049999237060547,D:expdisk_hr3,196.49000549316406,D;BAR;N,4
NGC1596,21.309999465942383,Z:edgedisk_hr2,,B;Z,4
NGC1602,24.030000686645508,D:expdisk_hr3,,D,5
NGC1637,33.060001373291016,D:expdisk_hr3,12.319999694824219,D;BAR;N,5
NGC1640,20.020000457763672,D:expdisk_hr3,30.0,B;D;BAR;N,5
NGC1672,60.06999969482422,D:expdisk_hr3,72.0,B;D;BAR,5
NGC1679,25.170000076293945,D:expdisk_hr3,35.09000015258789,D;BAR,5
NGC1688,27.06999969482422,D:expdisk_hr3,27.399999618530273,D;BAR;N,5
NGC1703,20.84000015258789,D:expdisk_hr3,,B;D,5
NGC1705,11.539999961853027,D:expdisk_hr3,,D;N,5
NGC1744,54.81999969482422,D:expdisk_hr3,76.97000122070312,D;BAR;N,5
NGC1792,33.29999923706055,D:expdisk_hr3,,B;D,5
NGC1800,14.300000190734863,D:expdisk_hr3,28.479999542236328,D;BAR,5
NGC1808,72.61000061035156,D:expdisk_hr3,149.99000549316406,B;D;BAR,4
NGC1809,36.29999923706055,D:expdisk_hr3,,D;N,5
NGC1824,28.479999542236328,Z:edgedisk_hr2,,Z,4
NGC1827,21.670000076293945,Z:edgedisk_hr2,,Z,4
NGC1853,17.469999313354492,D:expdisk_hr3,,D;N,5
NGC1879,23.90999984741211,D:expdisk_hr3,59.7599983215332,D;BAR;N,5
NGC1892,19.489999771118164,D:expdisk_hr3,18.75,D;BAR;N,5
NGC2101,24.1200008392334,D:expdisk_hr3,,D,5
NGC2104,15.220000267028809,D:expdisk_hr3,8.300000190734863,D;BAR,5
NGC2320,,missing,,B,5
NGC2460,12.640000343322754,D:expdisk_hr3,,B;D,5
NGC2500,31.920000076293945,D:expdisk_hr3,23.530000686645508,D;BAR;N,5
NGC2537,25.8799991607666,D:expdisk_hr3,9.770000457763672,D;BAR,5
NGC2541,44.560001373291016,D:expdisk_hr3,,D,5
NGC2543,22.139999389648438,D:expdisk_hr3,16.5,B;D;BAR,5
NGC2550,8.619999885559082,D:expdisk_hr3,,D;N,5
NGC2551,13.210000038146973,D:expdisk_hr3,,B;D,5
NGC2552,35.38999938964844,D:expdisk_hr3,,D,5
NGC2591,17.959999084472656,Z:edgedisk_hr2,,Z,4
NGC2604,19.459999084472656,D:expdisk_hr3,15.0,D;BAR,5
NGC2608,19.100000381469727,D:expdisk_hr3,24.75,D;BAR;N,5
NGC2633,21.760000228881836,D:expdisk_hr3,31.3799991607666,B;D;BAR,5
NGC2634A,13.270000457763672,D:expdisk_hr3,19.389999389648438,D;BAR,5
NGC2648,34.25,D:expdisk_hr3,,B;D,5
NGC2654,18.510000228881836,D:expdisk_hr3,,B;D,5
NGC2655,32.220001220703125,D:expdisk_hr3,54.529998779296875,B;D;BAR,5
NGC2681,30.309999465942383,D:expdisk_hr3,,B;D,5
NGC2683,46.459999084472656,D:expdisk_hr3,81.41000366210938,D;BAR;N,5
NGC2684,8.779999732971191,D:expdisk_hr3,,D;N,5
NGC2685,26.239999771118164,D:expdisk_hr3,59.52000045776367,B;D;BAR,5
NGC2701,16.979999542236328,D:expdisk_hr3,4.119999885559082,D;BAR,5
NGC2710,16.219999313354492,D:expdisk_hr3,8.779999732971191,D;BAR;N,5
NGC2712,19.979999542236328,D:expdisk_hr3,,B;D,5
NGC2715,35.13999938964844,D:expdisk_hr3,,B;D,5
NGC2726,9.899999618530273,D:expdisk_hr3,,D;N,5
NGC2731,6.949999809265137,D:expdisk_hr3,,D,5
NGC2732,12.710000038146973,Z:edgedisk_hr2,,B;Z,4
NGC2735,11.539999961853027,D:expdisk_hr3,,D;N,4
NGC2742,26.600000381469727,D:expdisk_hr3,,D;N,5
NGC2743,10.850000381469727,D:expdisk_hr3,4.369999885559082,D;BAR,5
NGC2748,14.649999618530273,D:expdisk_hr3,,D;N,5
NGC2750,23.549999237060547,D:expdisk_hr3,20.209999084472656,B;D;BAR,5
NGC2764,11.140000343322754,D:expdisk_hr3,,D;N,5
NGC2768,17.559999465942383,D:expdisk_hr3,,B;D,3
NGC2770,30.3799991607666,D:expdisk_hr3,38.93000030517578,D;BAR;N,5
NGC2775,24.360000610351562,D:expdisk_hr3,,B;D,4
NGC2776,14.3100004196167,D:expdisk_hr3,,D;N,5
NGC2780,10.579999923706055,D:expdisk_hr3,9.0,B;D;BAR,5
NGC2782,9.729999542236328,D:expdisk_hr3,,D;N,3
NGC2787,31.989999771118164,D:expdisk_hr3,30.75,B;D;BAR,5
NGC2798,15.430000305175781,D:expdisk_hr3,17.059999465942383,B;D;BAR,5
NGC2799,12.789999961853027,D:expdisk_hr3,15.720000267028809,D;BAR,4
NGC2805,50.4900016784668,D:expdisk_hr3,,D;N,5
NGC2814,9.050000190734863,Z:edgedisk_hr2,,Z,4
NGC2820,8.760000228881836,Z:edgedisk_hr2,,Z,4
NGC2841,56.279998779296875,D:expdisk_hr3,,B;D,5
NGC2844,17.020000457763672,D:expdisk_hr3,,D;N,5
NGC2854,9.140000343322754,D:expdisk_hr3,19.690000534057617,D;BAR;N,5
NGC2859,61.84000015258789,D:expdisk_hr3,43.5,B;D;BAR,5
NGC2882,12.460000038146973,D:expdisk_hr3,,D;N,5
NGC2893,9.199999809265137,D:expdisk_hr3,15.050000190734863,B;D;BAR,5
NGC2894,13.760000228881836,D:expdisk_hr3,,B;D,4
NGC2903,54.88999938964844,D:expdisk_hr3,71.25,B;D;BAR,5
NGC2906,11.880000114440918,D:expdisk_hr3,,B;D,5
NGC2919,13.930000305175781,D:expdisk_hr3,,D;N,5
NGC2938,14.539999961853027,D:expdisk_hr3,20.959999084472656,D;BAR,5
NGC2962,29.010000228881836,D:expdisk_hr3,48.84000015258789,B;D;BAR,5
NGC2964,17.920000076293945,D:expdisk_hr3,,B;D,5
NGC2966,21.68000030517578,D:expdisk_hr3,31.5,B;D;BAR,5
NGC2967,15.0600004196167,D:expdisk_hr3,,N;D,5
NGC2968,29.540000915527344,D:expdisk_hr3,52.0,B;D;BAR,5
NGC2974,33.599998474121094,D:expdisk_hr3,,B;D,5
NGC2976,59.90999984741211,D:expdisk_hr3,,D,5
NGC2978,7.119999885559082,D:expdisk_hr3,,B;D,5
NGC2985,12.779999732971191,D:expdisk_hr3,,B;D,4
NGC2986,,missing,,B,5
NGC3003,31.1200008392334,D:expdisk_hr3,12.350000381469727,D;BAR,5
NGC3018,10.039999961853027,D:expdisk_hr3,19.139999389648438,D;BAR,4
NGC3020,20.93000030517578,D:expdisk_hr3,23.079999923706055,D;BAR,5
NGC3021,9.270000457763672,D:expdisk_hr3,,B;D,5
NGC3023,26.229999542236328,D:expdisk_hr3,19.709999084472656,D;BAR,5
NGC3024,6.639999866485596,Z:edgedisk_hr2,,Z,4
NGC3026,22.68000030517578,D:expdisk_hr3,11.40999984741211,D;BAR,5
NGC3027,47.2599983215332,D:expdisk_hr3,25.969999313354492,D;BAR,5
NGC3031,153.1699981689453,D:expdisk_hr3,,B;D,5
NGC3032,10.9399995803833,D:expdisk_hr3,,B;D,5
NGC3034,37.41999816894531,Z:edgedisk_hr2,,Z,4
NGC3041,32.4900016784668,D:expdisk_hr3,,B;D,5
NGC3043,10.399999618530273,D:expdisk_hr3,,D,5
NGC3044,10.949999809265137,Z:edgedisk_hr2,,Z,5
NGC3049,23.489999771118164,D:expdisk_hr3,18.90999984741211,D;BAR;N,5
NGC3055,14.520000457763672,D:expdisk_hr3,9.130000114440918,D;BAR;N,5
NGC3057,21.90999984741211,D:expdisk_hr3,13.5,D;BAR,5
NGC3061,16.850000381469727,D:expdisk_hr3,13.720000267028809,B;D;BAR,5
NGC3065,17.65999984741211,D:expdisk_hr3,,B;D,5
NGC3066,8.479999542236328,D:expdisk_hr3,11.25,D;BAR;N,5
NGC3067,16.479999542236328,D:expdisk_hr3,31.149999618530273,D;BAR;N,5
NGC3073,20.979999542236328,D:expdisk_hr3,,B;D,5
NGC3077,,missing,,B,5
NGC3079,32.04999923706055,Z:edgedisk_hr2,,Z,4
NGC3098,2.890000104904175,Z:edgedisk_hr2,,Z;N,4
NGC3104,36.7400016784668,D:expdisk_hr3,,D,5
NGC3115,,missing,,B,3
NGC3118,15.609999656677246,D:expdisk_hr3,9.930000305175781,D;BAR,5
NGC3147,22.68000030517578,D:expdisk_hr3,,B;D,5
NGC3153,15.869999885559082,D:expdisk_hr3,21.90999984741211,D;BAR,5
NGC3155,8.210000038146973,D:expdisk_hr3,6.0,D;BAR;N,5
NGC3162,16.6299991607666,D:expdisk_hr3,11.25,D;BAR;N,5
NGC3165,13.930000305175781,D:expdisk_hr3,,D,5
NGC3166,38.349998474121094,D:expdisk_hr3,34.029998779296875,B;D;BAR,5
NGC3169,38.599998474121094,D:expdisk_hr3,,B;D,3
NGC3177,3.0299999713897705,D:expdisk_hr3,,D;N,5
NGC3182,,missing,,B,3
NGC3184,61.20000076293945,D:expdisk_hr3,,B;D;N,5
NGC3185,18.639999389648438,D:expdisk_hr3,,B;D,5
NGC3187,45.880001068115234,D:expdisk_hr3,54.77000045776367,D;BAR;N,3
NGC3190,,missing,,B,3
NGC3193,,missing,,B,5
NGC3198,53.91999816894531,D:expdisk_hr3,,B;D,5
NGC3206,23.68000030517578,D:expdisk_hr3,15.279999732971191,D;BAR,5
NGC3213,10.1899995803833,D:expdisk_hr3,,D;N,5
NGC3220,11.640000343322754,D:expdisk_hr3,,D,5
