Name,xc,yc,PA,Ell,Rmin,Rmax,Flag,S4G,Simbad,NED,Nf,Comm,Tmag,q,PA1,n,Re,_RA,_DE
NGC4700,283.25,786.2,45.6,0.889,30,52,z,S4G,Simbad,NED,2,,12.25,0.157,46.51,0.829,45.23,192.28395,-11.40986
NGC4701,406.75,810.8,39.5,0.274,37,52,ok,S4G,Simbad,NED,2,,12.14,0.745,43.35,1.587,15.66,192.29817,3.38873
NGC4707,681.77,309.58,162.3,0.112,63,67,u,S4G,Simbad,NED,0,No fit,,,,,,192.09575,51.16608
NGC4710,554.6,1142.04,27.4,0.785,48,56,z,S4G,Simbad,NED,2,,10.07,0.242,27.6,2.431,45.36,192.41232,15.16549
NGC4713,549.63,356.99,92.8,0.35,64,71,ok,S4G,Simbad,NED,3,,11.72,0.76,86.05,0.982,30.3,192.49122,5.31142
NGC4722,491.68,787.4,32.9,0.624,41,52,ok,S4G,Simbad,NED,3,,11.81,0.526,38.97,3.516,19.34,192.885,-13.33007
NGC4723,279.11,792.11,48.5,0.321,26,37,u,S4G,Simbad,NED,1,,13.96,0.734,36.5,2.035,43.42,192.76208,-13.23722
NGC4725,734.96,1189.81,34.0,0.316,315,337,ok,S4G,Simbad,NED,3,,8.27,0.565,42.53,5.625,237.56,192.61089,25.50076
NGC4731,968.97,794.77,82.2,0.519,187,225,u,S4G,Simbad,NED,2,,11.56,0.269,123.0,2.148,92.93,192.75456,-6.39305
NGC4733,509.07,781.11,85.7,0.085,105,135,ok,S4G,Simbad,NED,3,,11.37,0.845,96.48,2.352,32.74,192.77826,10.9121
NGC4736,1009.34,1399.63,123.5,0.171,487,525,ok,S4G,Simbad,NED,3,,7.53,0.874,98.73,3.78,44.65,192.72145,41.12015
NGC4746,496.83,768.19,119.6,0.783,22,45,ok,S4G,Simbad,NED,2,,11.75,0.189,119.47,0.921,22.1,192.98071,12.08303
NGC4747,600.12,342.93,31.9,0.909,22,41,z,S4G,Simbad,NED,2,,12.02,0.241,32.63,1.482,51.25,192.9405,25.77442
NGC4749,783.01,629.87,156.4,0.828,9,21,z,S4G,Simbad,NED,2,,11.84,0.137,155.81,1.036,14.53,192.8,71.63679
NGC4750,861.39,406.83,166.3,0.208,97,112,u,S4G,Simbad,NED,3,,10.55,0.796,126.97,1.597,23.11,192.53006,72.8745
NGC4753,978.91,795.5,82.2,0.458,150,262,ok,S4G,Simbad,NED,3,,8.91,0.648,91.84,5.074,66.33,193.09213,-1.19969
NGC4754,299.75,757.04,22.4,0.496,75,150,ok,S4G,Simbad,NED,3,,9.91,0.737,10.74,4.904,28.77,193.07318,11.31366
NGC4758,304.68,828.63,160.3,0.788,22,45,z,S4G,Simbad,NED,3,,12.35,0.174,159.51,1.788,48.13,193.18417,15.84839
NGC4762,300.87,757.79,30.2,0.821,75,112,z,S4G,Simbad,NED,3,,9.76,0.152,30.36,3.953,82.29,193.23354,11.2308
NGC4765,401.38,867.68,55.4,0.317,45,60,ok,S4G,Simbad,NED,2,,13.04,0.562,79.8,1.556,10.93,193.3107,4.46333
NGC4771,286.76,788.14,133.7,0.763,75,112,ok,S4G,Simbad,NED,3,,11.5,0.242,134.1,0.774,40.18,193.33864,1.26917
NGC4772,332.0,764.02,146.2,0.478,127,150,ok,S4G,Simbad,NED,2,,10.44,0.727,147.49,5.969,56.77,193.37155,2.16834
NGC4775,485.0,783.11,46.8,0.137,60,90,ok,S4G,Simbad,NED,2,,11.56,0.899,85.61,1.324,31.19,193.44045,-6.62215
NGC4779,447.21,772.2,68.9,0.198,60,75,ok,S4G,Simbad,NED,3,,10.55,0.612,10.43,15.077,877.43,193.46193,9.70992
NGC4781,793.02,942.98,110.8,0.487,127,142,ok,S4G,Simbad,NED,2,,10.93,0.493,116.23,1.088,40.77,193.59895,-10.53722
NGC4789A,301.9,710.84,40.7,0.477,60,63,u,S4G,Simbad,NED,1,,14.98,0.534,33.0,0.638,37.57,193.52187,27.14963
NGC4790,281.7,822.12,86.2,0.272,56,67,ok,S4G,Simbad,NED,2,,12.13,0.646,88.41,0.848,23.12,193.71638,-10.24782
NGC4791,288.94,783.05,66.3,0.294,18,26,ok,S4G,Simbad,NED,2,,13.85,0.608,69.82,1.371,8.13,193.68307,8.05316
NGC4793,407.4,884.36,49.2,0.451,48,60,ok,S4G,Simbad,NED,2,,11.17,0.472,50.93,1.178,18.67,193.66917,28.93877
NGC4795,427.26,1264.31,114.8,0.277,60,75,ok,S4G,Simbad,NED,3,,11.13,0.922,139.24,6.291,37.31,193.76207,8.06542
NGC4799,285.76,787.47,88.2,0.672,7,18,ok,S4G,Simbad,NED,3,,12.35,0.288,88.66,1.435,10.13,193.81476,2.89661
NGC4800,294.8,770.04,25.0,0.244,41,52,ok,S4G,Simbad,NED,3,,10.76,0.7,24.56,2.233,17.47,193.6574,46.53114
NGC4802,486.88,786.63,9.5,0.244,112,135,ok,S4G,Simbad,NED,3,,10.97,0.718,15.43,3.17,27.24,193.9568,-12.05535
NGC4806,287.01,791.66,23.1,0.153,37,45,ok,S4G,Simbad,NED,1,,12.7,0.837,42.12,1.061,15.47,194.05167,-29.50297
NGC4808,587.83,384.52,128.1,0.599,60,71,ok,S4G,Simbad,NED,2,,11.34,0.35,128.82,1.04,27.08,193.95392,4.30409
NGC4809,289.82,784.2,63.4,0.577,41,67,u,S4G,Simbad,NED,1,,14.22,0.378,59.29,1.048,32.68,193.71275,2.65408
NGC4814,726.08,617.06,128.6,0.23,82,105,ok,S4G,Simbad,NED,3,,11.46,0.661,116.22,1.721,19.7,193.84143,58.34397
NGC4818,496.26,1178.15,4.5,0.613,150,180,ok,S4G,Simbad,NED,3,,9.28,0.49,9.95,15.412,507.91,194.20378,-8.5253
NGC4826,745.96,1178.91,115.9,0.446,337,367,ok,S4G,Simbad,NED,3,,7.76,0.592,111.72,2.919,76.7,194.18207,21.68266
NGC4845,927.01,838.01,79.7,0.744,127,172,ok,S4G,Simbad,NED,3,,9.4,0.352,76.67,11.492,260.72,194.50517,1.57558
NGC4856,731.24,1103.8,38.2,0.637,90,112,ok,S4G,Simbad,NED,3,,9.91,0.534,43.66,4.184,32.25,194.83864,-15.04217
NGC4866,771.08,804.0,87.8,0.758,127,172,u,S4G,Simbad,NED,2,,10.26,0.339,87.77,3.99,54.34,194.86308,14.17105
NGC4880,513.05,779.92,162.7,0.207,101,112,ok,S4G,Simbad,NED,2,,11.61,0.707,164.19,2.098,43.52,195.04388,12.48337
NGC4897,278.07,795.81,152.9,0.179,52,97,ok,S4G,Simbad,NED,3,,11.68,0.666,175.24,5.639,41.2,195.22061,-13.4498
NGC4899,278.95,791.98,15.2,0.409,56,75,ok,S4G,Simbad,NED,2,,11.84,0.602,15.39,1.146,28.1,195.23599,-13.94424
NGC4900,289.74,788.09,140.8,0.051,52,82,ok,S4G,Simbad,NED,2,,11.13,0.834,136.26,0.872,33.8,195.16312,2.50146
NGC4902,507.51,786.66,101.4,0.07,82,97,ok,S4G,Simbad,NED,3,,10.29,0.695,70.47,3.567,56.23,195.24885,-14.51369
NGC4904,284.07,786.38,26.3,0.292,63,82,ok,S4G,Simbad,NED,2,,11.68,0.676,141.48,2.25,33.27,195.24445,-0.02745
NGC4920,277.67,796.15,158.1,0.241,30,37,ok,S4G,Simbad,NED,2,,13.89,0.546,163.61,1.445,14.48,195.5175,-11.37861
NGC4928,477.87,784.72,28.3,0.29,52,60,ok,S4G,Simbad,NED,2,,12.61,0.716,46.45,1.013,14.55,195.75233,-8.08499
NGC4941,478.03,791.69,23.5,0.234,142,157,ok,S4G,Simbad,NED,4,Fit fails,,,,,,196.05476,-5.55162
NGC4942,522.76,352.52,140.8,0.241,37,45,ok,S4G,Simbad,NED,3,,12.99,0.818,140.6,1.124,22.11,196.07962,-7.64944
NGC4948,272.28,785.31,143.0,0.609,60,82,ok,S4G,Simbad,NED,2,,12.74,0.268,142.76,1.178,36.89,196.23314,-7.94771
NGC4948A,1377.17,285.87,26.3,0.183,45,52,ok,S4G,Simbad,NED,2,,13.69,0.626,9.19,1.142,28.25,196.2741,-8.16132
NGC4951,265.61,796.91,91.5,0.663,75,105,ok,S4G,Simbad,NED,2,,11.17,0.46,86.78,3.647,35.06,196.28207,-6.49382
NGC4958,525.09,1177.0,9.7,0.698,142,157,z,S4G,Simbad,NED,3,,10.05,0.46,13.24,3.77,19.84,196.45366,-8.02027
NGC4961,553.18,732.8,99.2,0.298,37,52,ok,S4G,Simbad,NED,2,,13.15,0.639,113.47,1.408,13.26,196.44822,27.73411
NGC4965,275.7,792.97,144.1,0.135,63,82,ok,S4G,Simbad,NED,2,,12.16,0.734,130.08,1.495,46.26,196.78911,-28.22818
NGC4980,285.81,789.69,169.6,0.485,52,60,ok,S4G,Simbad,NED,2,,13.24,0.516,163.0,1.348,22.1,197.29201,-28.64179
NGC4981,282.95,796.32,152.4,0.384,90,112,ok,S4G,Simbad,NED,2,,10.31,0.648,145.13,6.386,109.05,197.20306,-6.77758
NGC4984,623.83,432.14,24.6,0.41,150,172,ok,S4G,Simbad,NED,3,,9.91,0.874,59.51,6.622,25.41,197.23839,-15.5163
NGC4995,279.03,830.05,94.2,0.362,52,60,u,S4G,Simbad,NED,3,,10.68,0.843,85.6,1.487,30.19,197.41939,-7.83339
NGC5002,543.0,736.85,173.0,0.4,45,60,ok,S4G,Simbad,NED,2,,13.86,0.655,178.93,1.468,29.25,197.6591,36.63422
NGC5005,637.55,908.44,67.0,0.604,90,120,ok,S4G,Simbad,NED,3,,8.8,0.409,71.49,3.959,54.25,197.73463,37.05894
NGC5012,622.2,326.8,12.5,0.437,67,90,ok,S4G,Simbad,NED,2,,11.19,0.53,11.01,1.395,29.2,197.9044,22.91547
NGC5014,625.06,346.59,101.0,0.682,11,26,ok,S4G,Simbad,NED,2,,12.48,0.261,100.78,2.141,10.76,197.87999,36.28212
NGC5016,447.25,732.06,63.1,0.251,52,67,ok,S4G,Simbad,NED,2,,12.16,0.713,57.44,1.278,18.04,198.02786,24.09505
NGC5018,897.35,1000.26,114.0,0.353,180,191,u,S4G,Simbad,NED,2,,10.01,0.709,97.35,5.064,24.37,198.25417,-19.5183
NGC5022,336.83,864.31,23.5,0.781,30,45,ok,S4G,Simbad,NED,2,,11.86,0.217,23.26,3.449,22.82,198.37827,-19.5466
NGC5023,686.03,376.86,27.8,0.854,97,112,z,S4G,Simbad,NED,1,,12.35,0.137,27.79,0.932,68.7,198.04916,44.03802
NGC5033,697.66,1207.96,171.6,0.465,300,330,u,S4G,Simbad,NED,3,,9.37,0.453,170.89,3.567,41.2,198.36473,36.59365
NGC5042,372.78,1168.72,15.9,0.436,75,112,ok,S4G,Simbad,NED,2,,11.23,0.689,21.82,1.523,49.95,198.88043,-23.98239
NGC5054,447.21,1202.27,156.6,0.389,150,210,ok,S4G,Simbad,NED,2,,8.88,0.656,157.57,10.409,511.96,199.2437,-16.63485
NGC5055,1132.69,1204.29,101.4,0.444,262,300,u,S4G,Simbad,NED,3,,7.81,0.577,98.86,2.67,114.94,198.95554,42.02929
NGC5068,809.05,1172.19,99.1,0.026,195,225,ok,S4G,Simbad,NED,3,,9.65,0.936,150.68,1.373,102.71,199.72836,-21.0391
NGC5073,461.24,1079.13,149.8,0.814,30,45,ok,S4G,Simbad,NED,2,,10.3,0.19,149.56,14.386,514.93,199.83595,-14.84452
NGC5078,576.06,782.46,146.7,0.664,15,30,ok,S4G,Simbad,NED,2,,9.55,0.334,146.8,2.667,30.86,199.95843,-27.41008
NGC5079,392.78,108.4,28.9,0.482,41,52,u,S4G,Simbad,NED,2,,12.31,0.652,20.67,1.174,19.7,199.90855,-12.69896
NGC5084,987.45,914.07,81.0,0.604,37,75,z,S4G,Simbad,NED,3,,9.33,0.359,81.49,6.697,77.19,200.07051,-21.82758
NGC5085,628.07,1115.92,52.1,0.091,120,135,ok,S4G,Simbad,NED,2,,10.27,0.79,44.9,2.049,63.43,200.07375,-24.44028
NGC5088,275.93,796.75,179.1,0.657,56,67,u,S4G,Simbad,NED,2,,12.3,0.351,2.93,2.79,28.99,200.08432,-12.57181
NGC5101,758.02,1243.33,124.9,0.073,127,225,ok,S4G,Simbad,NED,3,,9.37,0.707,124.54,5.641,81.11,200.44267,-27.43052
NGC5103,293.3,765.92,139.1,0.563,11,22,z,S4G,Simbad,NED,3,,11.84,0.44,139.23,5.676,14.5,200.12523,43.08401
NGC5105,278.99,794.26,135.6,0.258,52,67,ok,S4G,Simbad,NED,2,,12.87,0.631,141.08,1.347,27.26,200.45459,-13.20679
NGC5107,612.43,336.92,128.7,0.648,48,67,ok,S4G,Simbad,NED,2,,13.63,0.244,126.69,1.089,25.29,200.35529,38.53638
NGC5109,292.1,757.76,151.9,0.68,41,60,ok,S4G,Simbad,NED,1,,13.49,0.303,156.26,0.994,21.42,200.2181,57.64474
NGC5112,424.87,630.9,119.7,0.335,105,135,ok,S4G,Simbad,NED,2,,11.75,0.472,119.53,1.72,72.14,200.48543,38.73451
NGC5116,297.1,778.11,38.9,0.6,45,60,ok,S4G,Simbad,NED,2,,12.43,0.308,40.09,0.8,24.15,200.73182,26.9807
NGC5117,295.47,775.21,152.6,0.461,37,75,ok,S4G,Simbad,NED,3,,13.33,0.435,154.74,1.788,33.71,200.73526,28.31653
NGC5122,276.28,792.9,117.7,0.611,11,18,z,S4G,Simbad,NED,3,,12.48,0.407,119.08,6.456,10.16,201.06227,-10.65435
NGC5134,281.21,791.91,79.0,0.033,112,150,ok,S4G,Simbad,NED,4,,10.42,0.563,152.3,3.411,54.91,201.32735,-21.13417
NGC5145,529.15,663.71,74.4,0.237,33,41,u,S4G,Simbad,NED,2,,11.68,0.558,83.41,2.049,7.17,201.30795,43.26718
NGC5147,613.88,304.08,119.8,0.183,48,60,ok,S4G,Simbad,NED,3,,12.05,0.854,126.66,0.726,24.61,201.58211,2.10076
NGC5169,682.16,661.49,98.9,0.605,48,67,ok,S4G,Simbad,NED,3,,13.11,0.437,99.37,2.953,37.95,202.04181,46.67214
NGC5170,746.69,1142.62,126.3,0.853,127,172,z,S4G,Simbad,NED,2,,10.03,0.187,126.37,2.622,79.68,202.45346,-17.96649
NGC5173,720.14,331.14,96.0,0.149,48,60,ok,S4G,Simbad,NED,1,,12.42,0.849,97.37,4.6,7.84,202.1053,46.59157
NGC5194,1025.14,1168.14,39.1,0.16,183,195,ok,S4G,Simbad,NED,2,,7.27,0.786,18.02,3.872,241.85,202.46957,47.19526
NGC5195,933.04,1509.06,104.3,0.242,82,142,u,S4G,Simbad,NED,3,,7.91,0.908,132.02,10.578,243.66,202.49829,47.26613
NGC5204,375.17,355.65,173.7,0.364,101,116,ok,S4G,Simbad,NED,1,,11.83,0.619,179.55,1.116,47.95,202.40212,58.41873
NGC5205,300.2,555.32,166.7,0.456,75,105,ok,S4G,Simbad,NED,3,,12.24,0.689,136.12,2.928,25.21,202.51538,62.51153
NGC5216,952.81,544.84,31.8,0.342,67,112,u,S4G,Simbad,NED,1,,12.01,0.931,59.45,5.322,22.83,203.02846,62.70082
NGC5218,920.32,867.28,128.4,0.15,56,67,u,S4G,Simbad,NED,3,,11.54,0.531,90.29,3.385,17.51,203.04342,62.76777
NGC5229,490.44,276.92,168.5,0.751,75,112,z,S4G,Simbad,NED,1,,13.78,0.215,169.05,0.848,35.83,203.5118,47.91547
NGC5236,1435.98,1544.95,4.1,0.056,300,450,ok,S4G,Simbad,NED,3,,6.56,0.734,52.01,4.009,309.96,204.25383,-29.86576
NGC5238,724.65,297.41,173.3,0.245,63,67,ok,S4G,Simbad,NED,1,,13.53,0.651,170.53,0.972,44.66,203.6825,51.60917
NGC5240,249.57,411.67,57.9,0.32,42,48,ok,S4G,Simbad,NED,2,,12.73,0.663,55.45,0.762,23.96,203.9801,35.58827
NGC5247,767.59,1240.3,61.6,0.132,180,255,ok,S4G,Simbad,NED,2,,9.32,0.893,154.88,3.847,168.59,204.51267,-17.88403
NGC5248,613.75,295.55,103.9,0.218,191,206,ok,S4G,Simbad,NED,3,,9.42,0.643,122.43,4.026,68.54,204.38362,8.88506
NGC5253,543.11,318.81,42.2,0.531,120,187,ok,S4G,Simbad,NED,3,Fit fails,,,,,,204.98329,-31.64003
NGC5254,277.61,796.24,128.0,0.547,71,86,ok,S4G,Simbad,NED,2,,11.52,0.426,126.17,0.536,48.47,204.90793,-11.49388
NGC5264,507.33,289.49,59.8,0.204,105,112,ok,S4G,Simbad,NED,1,,12.19,0.674,58.9,0.828,47.85,205.40285,-29.91312
NGC5273,327.71,634.11,5.5,0.141,75,86,ok,S4G,Simbad,NED,2,,10.69,0.857,7.0,5.858,62.03,205.53494,35.65424
NGC5289,593.96,695.26,99.5,0.737,37,48,u,S4G,Simbad,NED,3,,11.96,0.411,98.52,7.539,18.06,206.28612,41.5033
NGC5290,878.58,719.89,94.8,0.792,52,67,z,S4G,Simbad,NED,2,,10.78,0.236,95.14,3.25,32.58,206.32971,41.71234
NGC5297,481.0,1054.47,146.3,0.718,67,97,ok,S4G,Simbad,NED,3,,11.31,0.287,150.51,1.07,39.42,206.59872,43.87204
NGC5300,292.79,785.71,149.7,0.355,105,116,ok,S4G,Simbad,NED,3,,11.56,0.666,144.78,0.98,51.94,207.06702,3.9509
NGC5301,469.58,983.19,151.1,0.799,52,97,ok,S4G,Simbad,NED,2,,11.31,0.203,150.49,1.114,46.7,206.60254,46.10741
NGC5304,271.7,792.07,138.4,0.216,82,112,ok,S4G,Simbad,NED,1,,11.62,0.671,138.39,5.531,30.2,207.50612,-30.57851
NGC5311,569.85,690.89,90.6,0.186,60,75,ok,S4G,Simbad,NED,2,,11.38,0.708,102.35,5.974,26.72,207.23358,39.98524
NGC5313,419.81,784.54,46.2,0.422,48,67,ok,S4G,Simbad,NED,2,,11.34,0.506,46.07,1.023,20.73,207.43481,39.9846
NGC5320,594.38,688.87,17.5,0.519,67,90,ok,S4G,Simbad,NED,2,,12.07,0.529,13.0,1.346,27.61,207.58492,41.36634
NGC5326,571.11,689.11,134.3,0.491,60,75,u,S4G,Simbad,NED,2,,11.13,0.492,133.17,6.187,26.05,207.7113,39.57491
NGC5334,282.94,788.07,15.1,0.24,90,127,ok,S4G,Simbad,NED,3,,11.62,0.735,18.23,0.961,54.18,208.22696,-1.11476
NGC5336,598.25,683.13,101.4,0.194,22,33,ok,S4G,Simbad,NED,2,,13.3,0.809,89.91,1.575,13.45,208.0406,43.24278
NGC5337,626.95,687.24,21.9,0.533,41,56,ok,S4G,Simbad,NED,3,,12.43,0.435,24.36,1.411,17.98,208.09601,39.68722
NGC5338,618.86,878.11,93.5,0.517,82,90,ok,S4G,Simbad,NED,3,,12.7,0.552,104.79,4.052,29.14,208.36052,5.20778
NGC5339,276.53,796.85,47.9,0.22,56,67,ok,S4G,Simbad,NED,3,,11.59,0.642,78.16,2.909,50.77,208.50116,-7.93062
NGC5346,297.09,793.57,158.9,0.541,45,67,ok,S4G,Simbad,NED,2,,13.45,0.484,160.53,1.586,27.12,208.258,39.58052
NGC5347,568.98,292.55,89.4,0.078,75,97,ok,S4G,Simbad,NED,3,Fit fails,,,,,,208.32439,33.49076
NGC5348,331.98,1128.43,177.7,0.832,75,112,z,S4G,Simbad,NED,2,,12.93,0.168,177.37,1.623,45.98,208.54689,5.2272
NGC5350,764.05,991.14,43.7,0.362,52,75,u,S4G,Simbad,NED,3,,10.95,0.843,40.93,1.402,34.87,208.33993,40.36396
NGC5353,320.21,602.46,135.1,0.282,120,165,u,S4G,Simbad,NED,0,Fit uncertain,10.17,0.472,142.89,3.196,20.65,208.36142,40.28312
NGC5354,320.11,697.23,91.2,0.101,52,90,u,S4G,Simbad,NED,0,Fit uncertain,9.6,0.88,82.35,8.96,168.16,208.36167,40.30286
NGC5355,584.92,294.22,50.4,0.45,52,67,ok,S4G,Simbad,NED,3,,12.82,0.712,12.26,4.221,10.7,208.43985,40.33879
NGC5356,293.13,784.67,15.4,0.815,37,60,ok,S4G,Simbad,NED,2,,11.83,0.195,15.3,0.787,40.4,208.74342,5.33361
NGC5360,296.06,782.01,70.4,0.79,7,26,ok,S4G,Simbad,NED,2,,13.31,0.275,68.6,1.77,35.35,208.91116,4.98475
NGC5362,601.33,681.82,80.8,0.584,75,112,ok,S4G,Simbad,NED,2,,12.36,0.425,87.75,1.221,24.21,208.72207,41.31353
NGC5363,507.42,306.76,126.5,0.356,135,195,ok,S4G,Simbad,NED,1,,9.07,0.749,132.25,5.623,55.59,209.03018,5.2547
NGC5364,581.22,963.95,35.6,0.329,187,225,ok,S4G,Simbad,NED,3,,10.05,0.669,39.1,1.868,89.72,209.05002,5.01446
NGC5371,341.86,760.34,15.7,0.2,116,127,ok,S4G,Simbad,NED,2,,10.09,0.718,17.63,1.285,61.13,208.91676,40.46177
NGC5375,292.79,768.01,159.3,0.132,93,105,ok,S4G,Simbad,NED,4,,10.9,0.581,172.01,7.925,122.23,209.23327,29.16429
NGC5376,298.55,722.96,64.0,0.416,37,67,ok,S4G,Simbad,NED,2,,11.62,0.581,65.37,1.302,23.32,208.81694,59.5067
NGC5377,296.88,517.27,26.4,0.462,135,165,ok,S4G,Simbad,NED,3,,10.47,0.474,41.34,5.866,54.14,209.06946,47.23556
NGC5383,600.22,677.33,110.6,0.178,67,90,ok,S4G,Simbad,NED,4,,10.82,0.674,106.02,4.048,44.71,209.27075,41.846
NGC5403,663.07,336.91,138.8,0.773,11,18,z,S4G,Simbad,NED,3,,11.47,0.153,139.96,2.354,24.92,209.96196,38.18239
NGC5422,271.35,494.82,152.8,0.769,67,90,z,S4G,Simbad,NED,2,,11.15,0.351,153.4,5.16,27.11,210.17526,55.16448
NGC5425,294.8,757.3,126.7,0.673,56,71,ok,S4G,Simbad,NED,2,,13.33,0.252,126.66,1.179,24.4,210.19864,48.44384
NGC5426,432.16,929.41,169.8,0.498,60,90,ok,S4G,Simbad,NED,2,,11.44,0.475,177.5,3.074,33.16,210.85356,-6.0691
NGC5427,408.76,1112.88,71.6,0.095,52,90,ok,S4G,Simbad,NED,2,,10.73,0.894,78.17,2.801,43.06,210.85854,-6.03081
NGC5430,290.06,637.73,3.8,0.338,60,75,ok,S4G,Simbad,NED,3,,10.96,0.581,163.3,7.238,32.27,210.19092,59.32865
NGC5443,269.0,268.17,35.1,0.625,97,135,ok,S4G,Simbad,NED,3,,11.34,0.396,40.32,2.821,42.47,210.54927,55.81404
NGC5448,342.04,713.75,110.2,0.583,117,127,ok,S4G,Simbad,NED,3,,10.9,0.414,102.3,4.602,55.36,210.70863,49.17265
NGC5452,781.69,290.29,107.6,0.319,52,67,ok,S4G,Simbad,NED,2,,13.66,0.751,101.65,0.87,21.11,208.60267,78.22092
NGC5457,1797.78,1736.99,37.7,0.071,300,375,ok,S4G,Simbad,NED,2,,7.79,0.874,49.72,1.312,220.99,210.80243,54.34875
NGC5464,511.05,793.21,87.1,0.411,37,45,ok,S4G,Simbad,NED,2,,13.13,0.475,82.03,1.448,16.29,211.76832,-30.01709
NGC5468,572.98,912.69,100.3,0.114,71,77,ok,S4G,Simbad,NED,2,,11.32,0.917,21.08,4.241,81.88,211.64532,-5.45316
NGC5470,287.03,793.32,62.2,0.889,26,33,z,S4G,Simbad,NED,1,,12.42,0.087,62.11,0.716,36.01,211.63333,6.02941
NGC5472,398.16,789.82,36.4,0.616,22,30,u,S4G,Simbad,NED,3,,12.95,0.326,38.47,3.434,6.92,211.7293,-5.46054
NGC5473,278.99,270.32,151.8,0.223,60,82,ok,S4G,Simbad,NED,3,,10.6,0.905,119.24,6.426,26.6,211.18017,54.89262
NGC5474,280.26,505.53,6.3,0.28,120,127,u,S4G,Simbad,NED,2,,11.1,0.866,15.96,2.471,84.89,211.2567,53.66221
NGC5476,278.11,794.12,124.1,0.084,41,45,ok,S4G,Simbad,NED,2,,12.64,0.787,117.64,1.103,20.87,212.03531,-6.09201
NGC5477,759.83,293.91,81.2,0.282,45,50,ok,S4G,Simbad,NED,1,,14.27,0.756,83.01,0.865,27.83,211.38792,54.46111
NGC5480,1029.28,364.74,37.2,0.207,75,86,ok,S4G,Simbad,NED,2,,11.72,0.789,18.42,1.593,22.82,211.58967,50.725
NGC5481,780.26,356.01,103.1,0.282,75,97,ok,S4G,Simbad,NED,2,,11.36,0.808,105.48,8.757,50.8,211.67172,50.72332
NGC5486,272.6,271.57,73.2,0.352,41,56,ok,S4G,Simbad,NED,2,,13.54,0.725,67.81,1.751,24.15,211.85428,55.10292
NGC5492,290.77,798.35,148.5,0.745,22,26,z,S4G,Simbad,NED,2,,12.68,0.203,148.53,1.344,13.98,212.64662,19.61235
NGC5496,370.97,801.24,172.5,0.815,120,127,ok,S4G,Simbad,NED,2,,12.51,0.179,172.35,1.581,59.71,212.90773,-1.15872
NGC5506,429.94,789.41,86.6,0.642,63,75,u,S4G,Simbad,NED,0,No fit,,,,,,213.31209,-3.20756
NGC5507,382.35,784.85,60.1,0.485,37,52,ok,S4G,Simbad,NED,2,,11.54,0.692,64.56,5.737,14.27,213.33282,-3.14886
NGC5520,428.26,762.87,66.8,0.462,33,56,ok,S4G,Simbad,NED,2,,12.14,0.526,64.15,3.644,11.8,213.09491,50.34843
NGC5523,294.95,740.85,93.3,0.723,120,150,ok,S4G,Simbad,NED,2,,12.09,0.264,91.11,1.611,44.1,213.71796,25.31761
NGC5526,341.27,392.59,133.8,0.844,15,30,z,S4G,Simbad,NED,1,,12.67,0.136,133.85,1.295,17.32,213.47386,57.77132
NGC5529,726.93,844.34,115.0,0.85,75,97,z,S4G,Simbad,NED,3,,10.97,0.098,114.99,1.116,50.49,213.89261,36.22698
NGC5534,394.17,789.62,119.7,0.107,45,60,ok,S4G,Simbad,NED,3,,11.63,0.598,71.68,8.456,24.46,214.41774,-7.41751
NGC5560,654.6,901.11,117.6,0.606,112,142,u,S4G,Simbad,NED,2,,11.96,0.264,108.58,1.224,21.44,215.01874,3.99265
NGC5566,586.18,1146.87,34.8,0.632,210,225,ok,S4G,Simbad,NED,3,,9.76,0.658,23.48,5.185,39.53,215.08312,3.93359
NGC5569,336.63,787.11,109.2,0.328,52,71,u,S4G,Simbad,NED,2,,13.18,0.735,72.33,2.094,46.32,215.13399,3.98318
NGC5574,663.91,804.13,34.1,0.499,63,74,u,S4G,Simbad,NED,3,,11.95,0.457,62.35,2.698,15.64,215.23311,3.23799
NGC5576,509.73,962.33,83.0,0.23,157,187,ok,S4G,Simbad,NED,2,,10.05,0.695,87.18,6.737,36.53,215.26538,3.27105
NGC5577,323.04,785.15,54.2,0.713,75,105,ok,S4G,Simbad,NED,2,,12.12,0.288,55.12,1.258,43.17,215.30462,3.43577
NGC5584,323.83,882.67,156.9,0.276,97,112,ok,S4G,Simbad,NED,2,,11.66,0.662,148.87,0.94,53.74,215.59921,-0.38745
NGC5585,372.6,363.6,35.1,0.378,131,165,ok,S4G,Simbad,NED,2,,11.29,0.655,33.33,2.073,85.46,214.95085,56.72905
NGC5587,281.56,777.48,162.9,0.646,56,71,u,S4G,Simbad,NED,2,,12.17,0.365,163.99,1.965,20.39,215.54474,13.91794
NGC5595,436.25,791.83,47.2,0.386,75,112,ok,S4G,Simbad,NED,2,,11.44,0.655,49.67,1.453,22.99,216.05517,-16.72297
NGC5597,274.01,799.78,112.4,0.247,60,75,ok,S4G,Simbad,NED,2,,10.29,0.511,48.22,18.725,849.97,216.11435,-16.76269
NGC5600,287.18,765.3,168.0,0.074,52,67,ok,S4G,Simbad,NED,2,,11.66,0.779,143.22,1.888,18.04,215.95642,14.63874
NGC5602,294.76,648.16,167.8,0.447,41,60,ok,S4G,Simbad,NED,2,,11.75,0.639,167.15,7.529,28.08,215.57847,50.50142
NGC5604,365.07,787.8,20.2,0.373,52,67,ok,S4G,Simbad,NED,3,,12.11,0.544,7.88,1.124,12.1,216.17836,-3.21214
