Name,xc,yc,PA,Ell,Rmin,Rmax,Flag,S4G,Simbad,NED,Nf,Comm,Tmag,q,PA1,n,Re,_RA,_DE
NGC3198,483.11,1050.26,33.6,0.666,337,375,ok,S4G,Simbad,NED,2,,10.29,0.349,39.78,0.988,81.88,154.97912,45.54969
NGC3206,437.8,720.42,16.8,0.268,71,82,ok,S4G,Simbad,NED,2,,12.65,0.869,34.91,2.022,38.4,155.44826,56.93041
NGC3213,493.01,280.85,128.3,0.217,33,45,ok,S4G,Simbad,NED,2,,13.14,0.742,128.84,0.726,16.03,155.32213,19.65168
NGC3220,606.16,301.1,93.6,0.5,41,48,ok,S4G,Simbad,NED,2,,14.01,0.333,95.02,0.961,19.13,155.93443,57.02711
NGC3225,635.77,302.32,154.8,0.484,45,63,ok,S4G,Simbad,NED,2,,12.97,0.503,155.49,1.403,23.65,156.29137,58.15002
NGC3227,534.16,286.94,148.8,0.473,112,142,u,S4G,Simbad,NED,0,Fit fails,,,,,,155.87737,19.86508
NGC3239,454.0,284.29,72.9,0.505,90,120,u,S4G,Simbad,NED,0,No fit,,,,,,156.276,17.1605
NGC3245A,510.05,756.11,147.1,0.834,75,105,ok,S4G,Simbad,NED,2,,14.0,0.132,147.74,1.509,27.48,156.75477,28.6394
NGC3246,502.95,287.86,94.2,0.477,60,82,ok,S4G,Simbad,NED,2,,13.04,0.505,94.51,1.664,29.6,156.67402,3.86211
NGC3248,471.81,275.99,118.6,0.385,90,112,ok,S4G,Simbad,NED,3,,11.54,0.641,132.41,8.45,39.03,156.93927,22.84717
NGC3252,294.8,717.02,35.9,0.751,37,60,u,S4G,Simbad,NED,2,,12.47,0.236,35.55,1.389,27.22,158.59627,73.76498
NGC3254,613.75,302.09,45.9,0.713,105,135,ok,S4G,Simbad,NED,3,,11.13,0.33,45.85,4.795,59.36,157.33301,29.49144
NGC3259,685.94,491.18,20.1,0.424,45,60,ok,S4G,Simbad,NED,3,,12.56,0.569,15.03,1.15,14.94,158.14507,65.04105
NGC3264,615.19,792.61,1.0,0.514,82,93,u,S4G,Simbad,NED,2,,13.41,0.473,5.28,1.429,43.08,158.08242,56.08347
NGC3266,599.14,296.21,91.9,0.098,52,67,ok,S4G,Simbad,NED,3,,12.09,0.88,14.92,6.518,15.43,158.32342,64.74941
NGC3274,474.52,280.97,99.2,0.408,60,75,ok,S4G,Simbad,NED,2,,13.09,0.593,88.27,1.297,21.72,158.072,27.66877
NGC3277,506.12,751.56,33.1,0.242,97,135,ok,S4G,Simbad,NED,3,,11.09,0.846,25.04,5.835,26.56,158.23108,28.51173
NGC3279,480.92,783.11,151.9,0.896,22,45,ok,S4G,Simbad,NED,2,,11.83,0.101,151.62,0.743,29.77,158.6783,11.19724
NGC3287,486.56,787.03,19.3,0.571,97,112,ok,S4G,Simbad,NED,2,,12.11,0.33,15.21,1.142,36.29,158.69711,21.64833
NGC3294,547.44,289.92,116.9,0.45,112,150,ok,S4G,Simbad,NED,2,,10.73,0.459,116.46,0.845,39.78,159.06778,37.32459
NGC3299,480.03,280.73,175.1,0.229,75,90,ok,S4G,Simbad,NED,1,,12.67,0.715,3.29,0.684,39.61,159.10025,12.707
NGC3301,750.61,482.95,51.6,0.687,90,127,ok,S4G,Simbad,NED,3,,10.78,0.475,55.13,6.124,28.03,159.23346,21.88217
NGC3306,539.41,345.82,139.6,0.505,15,22,u,S4G,Simbad,NED,3,,12.66,0.439,139.07,1.515,8.03,159.29256,12.65243
NGC3310,253.71,232.07,162.2,0.116,105,127,ok,S4G,Simbad,NED,3,,10.76,0.867,15.75,1.858,14.4,159.69107,53.5033
NGC3319,471.06,257.16,43.0,0.435,172,180,ok,S4G,Simbad,NED,2,,10.64,0.284,37.14,4.119,450.2,159.78972,41.68687
NGC3320,565.71,678.03,25.8,0.553,67,97,ok,S4G,Simbad,NED,3,,12.32,0.428,26.6,1.615,22.86,159.90217,47.39796
NGC3321,474.05,783.95,29.7,0.519,67,97,ok,S4G,Simbad,NED,2,,12.64,0.538,26.52,1.82,36.6,159.71063,-11.6489
NGC3329,728.22,699.89,138.9,0.352,90,120,ok,S4G,Simbad,NED,3,,11.71,0.638,138.43,3.263,16.51,161.16403,76.80939
NGC3338,621.88,345.33,97.1,0.514,127,146,ok,S4G,Simbad,NED,2,,10.66,0.56,94.25,1.666,52.59,160.53145,13.74693
NGC3344,389.37,823.03,142.7,0.109,127,142,ok,S4G,Simbad,NED,2,,9.44,0.912,159.64,2.416,95.27,160.87979,24.92222
NGC3346,496.34,279.78,116.3,0.158,75,105,ok,S4G,Simbad,NED,2,,11.53,0.881,106.33,0.691,42.44,160.91203,14.87198
NGC3351,558.36,1077.81,8.4,0.293,211,238,ok,S4G,Simbad,NED,3,,8.74,0.912,143.05,5.471,112.17,160.99055,11.70361
NGC3353,634.1,298.03,83.1,0.265,45,60,ok,S4G,Simbad,NED,3,,12.89,0.604,44.29,2.323,11.29,161.34329,55.96038
NGC3359,1049.55,657.29,164.2,0.409,225,300,ok,S4G,Simbad,NED,2,,10.63,0.47,7.15,2.612,102.87,161.65352,63.22364
NGC3361,472.24,786.3,154.0,0.587,60,78,ok,S4G,Simbad,NED,2,,12.49,0.363,156.84,0.868,25.6,161.12157,-11.20789
NGC3364,734.81,293.84,50.5,0.119,48,63,ok,S4G,Simbad,NED,2,,12.52,0.807,66.77,1.398,20.7,162.12413,72.42506
NGC3365,643.0,578.95,159.1,0.826,52,75,z,S4G,Simbad,NED,2,,12.4,0.181,159.53,1.624,55.86,161.5527,1.81332
NGC3368,353.97,746.18,172.6,0.34,225,262,u,S4G,Simbad,NED,0,Fit uncertain,8.47,0.7,140.93,4.79,70.16,161.6906,11.81994
NGC3370,507.93,344.17,141.9,0.428,75,97,ok,S4G,Simbad,NED,3,,11.64,0.553,147.0,1.849,21.85,161.76683,17.2737
NGC3377A,701.99,1092.66,56.4,0.087,50,56,ok,S4G,Simbad,NED,1,,13.58,0.891,35.82,0.907,38.3,161.84375,14.07086
NGC3380,529.78,286.48,47.4,0.065,45,75,ok,S4G,Simbad,NED,4,,12.16,0.552,20.22,3.01,23.05,162.05065,28.60177
NGC3381,428.0,343.04,57.0,0.159,60,71,ok,S4G,Simbad,NED,2,,12.39,0.692,67.14,1.757,29.45,162.10344,34.71125
NGC3384,632.52,299.24,52.9,0.512,90,135,ok,S4G,Simbad,NED,3,,9.36,0.697,51.4,4.052,40.43,162.0704,12.6293
NGC3389,496.56,281.72,107.0,0.568,52,90,ok,S4G,Simbad,NED,2,,11.67,0.423,103.07,1.425,38.51,162.11626,12.5332
NGC3395,516.78,268.63,12.6,0.317,67,97,u,S4G,Simbad,NED,0,Fit uncertain,12.0,0.557,26.11,1.596,22.31,162.45882,32.98284
NGC3396,421.05,307.16,98.2,0.673,90,127,u,S4G,Simbad,NED,2,,12.07,0.361,92.63,3.702,51.84,162.48308,32.99068
NGC3403,755.84,288.86,75.4,0.596,90,127,ok,S4G,Simbad,NED,1,,12.07,0.351,74.15,1.278,27.24,163.47855,73.69037
NGC3413,1210.97,784.58,179.4,0.476,30,45,ok,S4G,Simbad,NED,2,,13.0,0.552,174.1,1.722,13.81,162.83629,32.76637
NGC3414,543.25,278.83,12.6,0.163,131,138,u,S4G,Simbad,NED,3,,10.21,0.774,8.31,5.959,35.15,162.81767,27.97497
NGC3423,849.13,609.14,36.1,0.183,90,120,ok,S4G,Simbad,NED,2,,10.85,0.826,27.54,1.856,63.16,162.80975,5.8401
NGC3424,782.45,1431.14,111.7,0.755,45,60,u,S4G,Simbad,NED,3,,11.29,0.229,112.25,2.898,24.42,162.94301,32.90068
NGC3430,361.47,1668.18,29.3,0.478,60,97,ok,S4G,Simbad,NED,2,,11.24,0.523,33.7,1.206,34.1,163.04756,32.95042
NGC3432,985.35,587.53,39.5,0.761,150,165,z,S4G,Simbad,NED,1,,11.36,0.147,41.41,1.463,85.71,163.12972,36.61878
NGC3433,496.59,281.68,77.3,0.067,75,105,ok,S4G,Simbad,NED,2,,11.62,0.782,11.95,2.323,51.09,163.01595,10.14824
NGC3437,599.3,865.34,118.5,0.592,60,71,ok,S4G,Simbad,NED,2,,11.22,0.366,119.88,1.473,18.76,163.14894,22.93412
NGC3440,656.53,780.15,51.3,0.635,30,41,u,S4G,Simbad,NED,2,,13.84,0.453,57.31,2.538,16.93,163.45628,57.11876
NGC3443,504.48,283.08,144.4,0.501,67,90,ok,S4G,Simbad,NED,2,,13.56,0.555,148.74,1.482,43.38,163.25049,17.57363
NGC3445,3595.51,2272.71,67.8,0.118,52,67,ok,S4G,Simbad,NED,1,,12.87,0.804,129.75,0.745,21.94,163.64778,56.99069
NGC3447,503.74,281.38,9.7,0.464,82,105,ok,S4G,Simbad,NED,2,,12.58,0.591,9.57,1.987,77.7,163.35042,16.77194
NGC3447A,474.66,273.71,98.3,0.718,37,48,u,S4G,Simbad,NED,1,,15.51,0.289,102.8,0.683,39.42,163.35042,16.77194
NGC3448,813.67,442.55,62.8,0.603,75,105,u,S4G,Simbad,NED,2,,11.72,0.358,64.28,2.691,24.5,163.6635,54.30523
NGC3454,502.05,281.2,115.8,0.88,22,37,z,S4G,Simbad,NED,2,,12.87,0.119,115.94,0.814,29.43,163.62274,17.34405
NGC3455,504.73,282.05,62.4,0.476,60,75,ok,S4G,Simbad,NED,2,,12.81,0.579,68.82,0.943,19.48,163.62944,17.28461
NGC3468,574.88,293.09,9.4,0.425,41,56,ok,S4G,Simbad,NED,2,,12.09,0.522,10.29,5.161,21.11,164.37984,40.9462
NGC3471,660.96,568.07,10.5,0.339,52,67,ok,S4G,Simbad,NED,2,,11.94,0.549,26.83,3.61,12.78,164.78757,61.53045
NGC3485,507.02,283.88,15.7,0.063,75,105,ok,S4G,Simbad,NED,3,,11.81,0.722,58.64,1.464,35.57,165.00996,14.84155
NGC3486,324.01,761.2,83.6,0.258,202,225,ok,S4G,Simbad,NED,3,,10.15,0.751,76.47,3.8,68.98,165.09977,28.97482
NGC3488,609.13,762.4,175.3,0.385,45,60,ok,S4G,Simbad,NED,2,,12.83,0.676,171.52,1.146,22.16,165.34807,57.67749
NGC3489,323.13,759.63,70.9,0.501,52,60,ok,S4G,Simbad,NED,3,,9.84,0.634,68.28,4.533,20.36,165.07745,13.90126
NGC3495,382.74,829.82,21.2,0.734,120,150,ok,S4G,Simbad,NED,2,,11.22,0.21,20.76,0.759,67.69,165.31737,3.62804
NGC3501,473.12,279.97,28.0,0.86,22,37,z,S4G,Simbad,NED,2,,11.67,0.111,27.87,1.228,37.31,165.69711,17.98953
NGC3504,522.08,966.72,131.1,0.025,97,105,ok,S4G,Simbad,NED,3,,10.12,0.622,149.58,12.524,39.39,165.79663,27.97244
NGC3507,514.1,284.91,80.1,0.132,75,105,ok,S4G,Simbad,NED,3,,10.18,0.753,106.81,5.074,138.44,165.85582,18.13534
NGC3510,515.02,291.84,161.7,0.802,90,112,z,S4G,Simbad,NED,1,,13.16,0.22,159.73,1.495,39.44,165.93065,28.88711
NGC3511,1056.07,1199.32,78.4,0.618,187,225,ok,S4G,Simbad,NED,2,,10.34,0.315,76.91,1.98,73.05,165.84903,-23.08679
NGC3512,439.73,303.18,135.5,0.146,30,60,ok,S4G,Simbad,NED,2,,11.99,0.804,131.64,1.668,18.39,166.01245,28.03683
NGC3513,288.4,788.1,67.6,0.183,105,120,ok,S4G,Simbad,NED,2,,11.41,0.722,126.42,1.425,45.9,165.942,-23.24548
NGC3521,640.54,1116.39,162.3,0.547,93,108,u,S4G,Simbad,NED,3,,8.05,0.538,162.16,2.488,76.76,166.45247,-0.0359
NGC3522,532.96,316.8,111.9,0.505,60,75,ok,S4G,Simbad,NED,1,,12.49,0.556,114.09,7.394,18.28,166.66855,20.08562
NGC3526,491.47,782.86,56.6,0.818,18,41,ok,S4G,Simbad,NED,1,,13.1,0.191,56.6,1.144,32.36,166.73593,7.17392
NGC3547,496.34,783.38,5.5,0.494,41,63,ok,S4G,Simbad,NED,2,,12.76,0.415,5.25,0.905,18.49,167.48312,10.72074
NGC3549,624.07,713.06,38.0,0.608,82,105,ok,S4G,Simbad,NED,2,,11.58,0.325,36.79,0.832,38.07,167.7371,53.38766
NGC3556,946.02,336.48,80.7,0.708,172,262,ok,S4G,Simbad,NED,2,,9.25,0.18,78.76,1.606,128.64,167.87903,55.67412
NGC3583,620.0,298.05,131.3,0.218,97,120,ok,S4G,Simbad,NED,3,,10.76,0.722,83.15,2.761,23.78,168.54575,48.31838
NGC3589,693.92,762.16,51.5,0.418,48,56,ok,S4G,Simbad,NED,1,,14.08,0.46,52.52,0.821,27.01,168.80846,60.70086
NGC3592,518.28,283.89,117.9,0.81,22,37,z,S4G,Simbad,NED,2,,13.18,0.171,118.3,1.366,27.27,168.61351,17.2602
NGC3593,314.44,762.25,89.3,0.557,150,157,ok,S4G,Simbad,NED,2,,9.88,0.369,89.98,3.224,27.35,168.65417,12.81802
NGC3596,868.66,594.79,108.2,0.069,112,150,ok,S4G,Simbad,NED,2,,10.81,0.978,106.2,2.498,44.54,168.77592,14.78712
NGC3599,515.73,284.15,41.9,0.08,82,105,ok,S4G,Simbad,NED,3,,10.77,0.849,99.47,12.628,166.07,168.8623,18.11037
NGC3600,543.13,290.83,7.2,0.627,75,112,z,S4G,Simbad,NED,2,,12.64,0.441,3.33,2.078,18.75,168.96658,41.59138
NGC3608,647.75,304.82,138.6,0.122,187,210,u,S4G,Simbad,NED,0,Fit uncertain,10.03,0.79,80.26,5.916,49.54,169.2457,18.14853
NGC3611,491.6,784.92,29.4,0.375,56,75,ok,S4G,Simbad,NED,2,,11.68,0.674,19.74,3.359,11.99,169.37565,4.55543
NGC3614,612.02,295.72,101.4,0.443,120,150,ok,S4G,Simbad,NED,2,,11.93,0.727,93.35,1.606,39.81,169.58914,45.74829
NGC3619,1008.7,636.41,63.5,0.069,135,172,ok,S4G,Simbad,NED,2,,10.23,0.878,51.55,12.214,146.41,169.84009,57.75768
NGC3622,710.15,369.05,3.0,0.333,41,52,ok,S4G,Simbad,NED,2,,13.03,0.522,6.38,1.499,15.4,170.05179,67.2418
NGC3623,903.26,1258.56,174.0,0.719,187,247,ok,S4G,Simbad,NED,2,,8.6,0.401,169.98,1.687,74.19,169.73315,13.09221
NGC3625,648.08,299.98,151.9,0.601,41,67,ok,S4G,Simbad,NED,2,,13.4,0.352,153.47,1.308,18.29,170.13023,57.78132
NGC3626,512.88,784.31,163.2,0.309,75,112,ok,S4G,Simbad,NED,3,,10.08,0.592,166.86,10.526,68.64,170.01581,18.35679
NGC3627,699.82,1208.04,166.2,0.416,322,375,ok,S4G,Simbad,NED,3,,8.16,0.505,168.45,2.852,92.2,170.06261,12.99129
NGC3628,1120.95,1441.58,102.6,0.822,337,412,z,S4G,Simbad,NED,2,,8.39,0.194,103.69,1.954,131.58,170.07091,13.58949
NGC3629,539.25,288.16,25.1,0.222,45,67,ok,S4G,Simbad,NED,2,,12.78,0.776,39.14,1.411,27.98,170.13257,26.96341
NGC3631,1023.15,632.18,112.9,0.161,112,165,ok,S4G,Simbad,NED,2,,9.91,0.953,153.5,5.627,96.42,170.26227,53.16943
NGC3633,556.27,336.65,71.6,0.627,11,22,ok,S4G,Simbad,NED,2,,12.21,0.356,71.22,1.824,9.22,170.10922,3.58549
NGC3637,254.81,752.01,138.1,0.109,41,67,ok,S4G,Simbad,NED,4,,11.08,0.827,29.86,5.42,20.26,170.16489,-10.25736
NGC3642,1019.75,641.02,98.0,0.094,97,127,ok,S4G,Simbad,NED,3,,10.6,0.97,146.09,9.022,134.92,170.57506,59.07424
NGC3648,524.61,284.88,63.8,0.256,54,61,ok,S4G,Simbad,NED,1,,11.82,0.584,68.66,5.911,15.44,170.6312,39.87697
NGC3652,462.04,343.97,152.4,0.605,67,86,ok,S4G,Simbad,NED,3,,12.7,0.596,153.47,1.066,20.03,170.66273,37.76504
NGC3654,750.65,291.15,27.7,0.393,45,56,ok,S4G,Simbad,NED,2,,13.0,0.435,46.94,1.169,17.66,171.04469,69.41309
NGC3655,480.49,306.96,79.7,0.083,90,127,ok,S4G,Simbad,NED,3,,11.1,0.636,33.72,1.606,14.79,170.72752,16.59017
NGC3659,534.9,350.06,55.3,0.399,52,75,ok,S4G,Simbad,NED,2,,12.55,0.457,58.35,1.25,19.18,170.93957,17.81857
NGC3664,560.08,324.02,87.1,0.222,60,75,ok,S4G,Simbad,NED,2,,13.02,0.476,37.86,1.869,56.33,171.10107,3.32499
NGC3666,425.1,334.76,97.5,0.699,105,135,ok,S4G,Simbad,NED,2,,11.55,0.281,98.13,1.349,26.7,171.10867,11.34201
NGC3669,656.28,300.81,154.9,0.877,33,45,z,S4G,Simbad,NED,2,,13.0,0.186,154.15,0.87,33.15,171.36172,57.72116
NGC3672,285.82,790.18,7.8,0.612,52,112,ok,S4G,Simbad,NED,2,,10.59,0.392,8.84,0.974,43.58,171.26032,-9.7954
NGC3673,917.29,1098.75,76.7,0.393,127,172,ok,S4G,Simbad,NED,4,,10.55,0.449,79.71,3.872,87.1,171.30212,-26.73667
NGC3675,568.7,628.31,0.5,0.567,82,105,u,S4G,Simbad,NED,3,,9.12,0.467,0.2,2.719,63.11,171.53577,43.58592
NGC3681,535.31,277.09,123.5,0.105,105,120,ok,S4G,Simbad,NED,3,,11.35,0.799,154.39,3.518,24.67,171.62417,16.86322
NGC3682,736.74,684.14,91.9,0.355,45,82,ok,S4G,Simbad,NED,2,,11.66,0.575,97.12,3.063,11.49,171.92166,66.58978
NGC3683,288.19,653.28,127.5,0.761,26,33,u,S4G,Simbad,NED,0,Fit uncertain,12.06,0.709,66.98,1.168,25.0,171.88287,56.87671
NGC3683A,662.51,300.61,64.7,0.328,60,90,ok,S4G,Simbad,NED,2,,12.06,0.709,66.98,1.168,25.0,172.29886,57.13218
NGC3684,512.31,780.6,120.1,0.322,82,112,ok,S4G,Simbad,NED,3,,11.58,0.66,126.44,1.677,26.29,171.79655,17.03031
NGC3686,532.71,348.19,19.5,0.183,97,127,ok,S4G,Simbad,NED,3,,10.88,0.799,24.26,1.012,41.38,171.93309,17.22406
NGC3687,548.08,290.26,42.0,0.049,75,90,ok,S4G,Simbad,NED,3,,11.91,0.816,169.76,3.748,28.56,172.00237,29.51104
NGC3689,297.76,791.1,90.9,0.381,48,71,ok,S4G,Simbad,NED,2,,11.58,0.594,83.57,1.546,17.87,172.04585,25.66104
NGC3691,513.7,782.26,21.6,0.243,37,60,ok,S4G,Simbad,NED,2,,12.98,0.645,27.9,0.531,19.8,172.03923,16.92047
NGC3692,499.55,784.62,93.9,0.751,60,90,u,S4G,Simbad,NED,2,,11.73,0.226,93.18,1.301,24.54,172.10022,9.40775
NGC3701,527.13,783.99,142.8,0.489,41,60,ok,S4G,Simbad,NED,2,,12.92,0.5,142.27,1.458,18.78,172.37042,24.0935
NGC3705,628.24,350.66,118.5,0.473,150,180,ok,S4G,Simbad,NED,3,,10.31,0.569,121.51,2.453,36.66,172.53107,9.27663
NGC3712,537.31,782.83,156.8,0.801,26,33,u,S4G,Simbad,NED,1,,13.62,0.225,158.82,3.895,167.54,172.78875,28.56667
NGC3715,285.02,789.21,138.0,0.17,37,52,ok,S4G,Simbad,NED,2,,12.0,0.703,126.69,1.362,10.97,172.88472,-14.23132
NGC3718,625.11,676.15,7.6,0.615,300,337,ok,S4G,Simbad,NED,3,,8.75,0.888,5.22,14.748,802.67,173.14558,53.06783
NGC3726,296.45,628.8,18.1,0.371,172,195,ok,S4G,Simbad,NED,2,,10.17,0.584,9.91,0.762,78.63,173.33822,47.02909
NGC3729,419.61,600.81,172.3,0.289,75,97,ok,S4G,Simbad,NED,3,,10.99,0.64,172.32,1.378,36.57,173.4555,53.1255
NGC3730,488.82,785.11,79.2,0.091,30,45,ok,S4G,Simbad,NED,2,,11.94,0.732,100.23,2.02,8.76,173.65637,-9.64655
NGC3733,560.04,300.42,169.4,0.682,105,142,ok,S4G,Simbad,NED,3,,12.26,0.449,167.45,2.006,74.23,173.75659,54.85052
NGC3735,872.82,323.9,129.2,0.77,82,105,u,S4G,Simbad,NED,2,,10.82,0.199,128.38,1.632,30.6,173.98886,70.53559
NGC3738,368.92,677.53,158.0,0.239,75,97,ok,S4G,Simbad,NED,2,,11.85,0.748,153.1,1.388,36.0,173.94625,54.52556
NGC3752,760.97,278.33,154.6,0.393,56,67,ok,S4G,Simbad,NED,3,,12.77,0.429,141.8,1.396,21.53,173.13415,74.62756
NGC3755,574.22,292.1,129.3,0.636,97,120,ok,S4G,Simbad,NED,3,,12.8,0.429,121.75,1.853,32.23,174.13901,36.4103
NGC3756,669.75,307.96,179.1,0.488,105,135,ok,S4G,Simbad,NED,2,,11.13,0.497,179.3,0.689,47.95,174.19989,54.29368
NGC3757,696.59,298.79,143.2,0.182,37,52,ok,S4G,Simbad,NED,3,,12.17,0.822,119.78,4.632,6.06,174.26177,58.41565
NGC3769,665.59,371.69,149.4,0.682,60,67,ok,S4G,Simbad,NED,2,,11.65,0.359,152.77,1.236,26.42,174.43377,47.89309
NGC3773,298.61,771.14,168.3,0.187,52,60,ok,S4G,Simbad,NED,2,,12.79,0.923,78.68,4.453,17.81,174.55403,12.11192
NGC3779,494.14,782.41,94.3,0.62,30,41,u,S4G,Simbad,NED,2,,14.36,0.43,89.04,1.75,25.95,174.71312,-10.58389
NGC3780,678.36,299.8,81.9,0.232,75,97,ok,S4G,Simbad,NED,2,,11.18,0.721,70.28,1.058,41.91,174.84322,56.27072
NGC3782,580.36,291.86,2.0,0.173,52,75,ok,S4G,Simbad,NED,2,,13.02,0.444,175.72,0.972,22.6,174.83617,46.51339
NGC3786,666.74,294.7,70.9,0.453,60,75,ok,S4G,Simbad,NED,3,Fit fails,,,,,,174.92697,31.90936
NGC3788,631.41,398.74,175.8,0.762,37,48,ok,S4G,Simbad,NED,2,,11.76,0.287,174.38,1.483,21.21,174.93582,31.93131
NGC3794,679.21,370.52,124.8,0.415,67,82,ok,S4G,Simbad,NED,2,,13.0,0.594,121.84,1.437,31.47,175.22607,56.20225
NGC3795,675.99,303.82,54.4,0.721,45,60,ok,S4G,Simbad,NED,1,,13.1,0.225,56.0,0.944,22.32,175.0285,58.61316
NGC3795A,674.72,299.86,76.2,0.177,75,97,ok,S4G,Simbad,NED,2,,13.14,0.866,83.34,1.406,37.75,174.83979,58.26844
NGC3810,510.04,782.92,25.7,0.259,127,157,ok,S4G,Simbad,NED,3,,10.18,0.712,25.65,1.891,36.19,175.24474,11.47113
NGC3813,578.85,295.0,83.1,0.628,22,45,ok,S4G,Simbad,NED,2,,11.16,0.402,83.89,0.88,25.19,175.32773,36.5467
NGC3835,676.91,441.27,58.5,0.661,52,67,ok,S4G,Simbad,NED,2,,12.1,0.303,58.09,1.224,20.81,176.02031,60.11968
NGC3846A,679.32,306.01,38.4,0.354,52,67,u,S4G,Simbad,NED,0,Fit uncertain,13.27,0.52,51.15,1.593,35.99,176.06155,55.03505
NGC3850,687.27,299.31,122.7,0.534,67,90,ok,S4G,Simbad,NED,2,,13.32,0.404,117.48,1.637,42.52,176.3975,55.88664
NGC3870,553.69,320.67,22.9,0.28,30,41,ok,S4G,Simbad,NED,2,,13.1,0.485,29.9,2.439,9.71,176.48597,50.19991
NGC3876,507.22,776.83,100.8,0.407,26,41,ok,S4G,Simbad,NED,2,,13.24,0.688,90.14,1.996,14.08,176.36099,9.16074
NGC3877,590.99,390.37,34.7,0.793,90,112,ok,S4G,Simbad,NED,2,,10.23,0.225,34.87,0.72,58.86,176.53242,47.4945
NGC3879,763.72,284.51,130.8,0.701,52,75,ok,S4G,Simbad,NED,1,,13.66,0.292,131.09,1.213,28.83,176.70585,69.38366
NGC3885,288.04,797.08,120.4,0.567,52,97,ok,S4G,Simbad,NED,3,,10.73,0.484,126.11,5.795,13.75,176.69379,-27.92218
NGC3887,950.29,1115.62,21.9,0.161,161,180,ok,S4G,Simbad,NED,3,,10.39,0.63,3.48,1.398,50.56,176.76901,-16.85464
NGC3888,292.33,769.36,121.2,0.254,52,71,ok,S4G,Simbad,NED,2,,11.58,0.623,121.09,2.004,17.3,176.89305,55.96726
NGC3892,557.76,794.34,99.7,0.041,75,150,ok,S4G,Simbad,NED,3,,10.41,0.708,99.57,4.322,61.34,177.00417,-10.962
NGC3893,650.87,306.97,171.7,0.368,105,135,ok,S4G,Simbad,NED,2,,10.15,0.759,162.34,2.124,37.07,177.1592,48.71079
NGC3896,598.9,294.66,121.5,0.29,52,67,ok,S4G,Simbad,NED,1,,12.99,0.667,131.66,3.006,40.62,177.23492,48.67466
NGC3898,1008.94,564.08,108.0,0.432,75,90,u,S4G,Simbad,NED,2,,9.96,0.597,107.5,6.871,44.28,177.31404,56.08435
NGC3900,547.82,779.98,2.2,0.462,75,101,u,S4G,Simbad,NED,2,,10.86,0.624,0.55,4.132,41.7,177.28931,27.02207
NGC3901,771.01,586.07,164.5,0.498,60,75,ok,S4G,Simbad,NED,2,,13.46,0.539,168.69,1.539,31.02,175.70758,77.37257
NGC3904,649.24,1118.21,40.3,0.137,172,217,ok,S4G,Simbad,NED,1,,9.87,0.72,16.15,5.724,44.54,177.30502,-29.27669
NGC3906,699.99,370.77,28.1,0.131,56,61,ok,S4G,Simbad,NED,2,,12.91,0.72,77.37,1.259,27.73,177.41873,48.42596
NGC3912,544.02,351.01,5.0,0.502,71,90,ok,S4G,Simbad,NED,2,,12.33,0.343,7.35,1.802,16.32,177.51854,26.479
NGC3913,683.8,305.71,76.9,0.088,75,112,ok,S4G,Simbad,NED,3,,12.68,0.971,176.45,2.834,32.86,177.6622,55.35387
NGC3917,1042.42,863.44,77.5,0.723,150,180,ok,S4G,Simbad,NED,2,,11.41,0.232,77.02,0.719,63.61,177.68953,51.82421
NGC3922,652.85,300.1,40.1,0.613,60,82,ok,S4G,Simbad,NED,2,,12.36,0.405,39.99,3.688,23.67,177.80611,50.15675
NGC3928,402.23,572.25,30.9,0.1,45,60,ok,S4G,Simbad,NED,2,,11.88,0.936,11.77,4.496,11.25,177.94868,48.68314
NGC3930,589.9,781.42,33.8,0.389,112,150,ok,S4G,Simbad,NED,3,,12.04,0.618,39.21,1.863,75.05,177.94177,38.01513
NGC3931,662.85,769.12,161.5,0.184,45,60,ok,S4G,Simbad,NED,2,,12.43,0.837,155.42,8.699,48.74,177.80586,52.00091
NGC3936,947.77,965.03,64.2,0.839,33,41,ok,S4G,Simbad,NED,1,,11.46,0.184,64.02,0.827,42.13,178.0858,-26.90589
NGC3938,532.79,949.85,26.0,0.066,165,180,ok,S4G,Simbad,NED,2,,10.0,0.954,24.59,1.803,59.28,178.20605,44.12073
NGC3941,348.78,763.93,8.5,0.368,60,67,ok,S4G,Simbad,NED,4,,9.78,0.639,3.31,4.137,25.09,178.23067,36.98638
NGC3949,649.21,303.74,121.8,0.397,41,60,ok,S4G,Simbad,NED,2,,10.87,0.576,121.92,1.162,27.57,178.42395,47.85878
NGC3952,494.48,786.03,81.1,0.647,60,75,ok,S4G,Simbad,NED,2,,13.29,0.332,86.87,1.433,23.28,178.41934,-3.99652
NGC3953,814.18,581.52,14.0,0.475,217,240,ok,S4G,Simbad,NED,3,,9.27,0.563,18.58,2.548,86.1,178.45428,52.32654
NGC3955,360.23,1168.31,166.2,0.654,45,60,ok,S4G,Simbad,NED,2,,11.07,0.367,172.3,1.461,22.61,178.48808,-23.16427
NGC3956,820.91,934.05,63.6,0.686,112,142,ok,S4G,Simbad,NED,2,,11.98,0.35,59.88,2.165,44.18,178.50287,-20.56733
NGC3962,929.85,1115.54,178.5,0.197,142,157,ok,S4G,Simbad,NED,1,,9.64,0.798,13.42,6.057,60.24,178.6671,-13.97499
