galaxy,split,formula_family,n_points_x,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond,role,manifest_confidence,manifest_caveat,hub_type,type_bin,inc_bin,distance_quality,distance_frac_error,inclination_deg,inclination_error_deg,n_points_y,r_min,r_median,r_max,mean_gas,mean_bulge,max_bulge,mean_log_sbdisk,peak_log_sb,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,ring_radius_proxy_kpc,ring_width_proxy_kpc,bar_m2_proxy,lopsided_m1_proxy,amplitude_policy,parameter_source,forbidden_inputs,rotation_inferred_family,rotation_inferred_confidence,matches_current_proxy_family,memory_history_proxy_class,source_memory_proxy_flags,winner_tau_tpg_mond,baseline_success_class,claim_boundary
UGC02259,holdout,K_exponential_disk,8,16.43514083306515,13.66144175213647,19.573338345039396,28.49022220799913,K_scale_tail_spiral,3,53.52599003311424,14.207920733489985,19.573338345039396,17.73675585739316,-8.916883862959732,3.138197511974244,5.9118965929029255,True,False,False,middle,0.85,large_distance_error,8.0,late_T_6_8,inc_mid_40_60,1.0,0.295238095238,41.0,3.0,8,1.02,4.58,8.14,0.3172235144329202,0.0,0.0,0.93637921076369,1.73559889969818,2.729439809296782,1.603,9.431099703741983,4.58,0.222750581494814,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
UGC03580,holdout,K_compact_finite,47,25.49452615076704,27.172706555031343,53.98299406241329,25.502006859525864,K_exponential_disk,4,53.98299406241329,26.623336512958986,24.73362458096793,25.14905948465067,28.480987202887427,28.48846791164625,26.810287507381947,False,False,False,candidate,0.85,large_distance_error,1.0,early_T_le_2,inc_high_60_80,1.0,0.251207729469,63.0,4.0,47,0.11,2.75,27.06,0.1211569446494558,0.4791248393342344,0.9635093511456176,1.4587470405365592,2.8163871454023504,1.6388557806912991,0.9625,28.699253461107133,4.067593308169145,0.1345206250922551,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
UGC04305,holdout,K_scale_tail_spiral,22,23.999621706482884,26.588364190715332,26.808062784312273,54.97638920038208,K_exponential_disk,3,120.13897648532505,26.808062784312273,21.776245010393428,23.01394610542778,-28.168326416069807,2.8084410778293893,0.2196985935969415,True,False,False,candidate,1.0,none,10.0,irregular_T_ge_9,inc_mid_40_60,2.0,0.049275362319,40.0,10.0,22,0.25,2.885,5.52,0.3264755733989134,0.0,0.0,0.9717774827553184,1.8678797834583796,1.7193087008343264,1.00975,6.421072582581001,2.885,0.226914008029511,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
UGC04499,holdout,K_scale_tail_spiral,9,6.040634191372928,8.985021588452573,8.071013668884772,26.68581754275577,K_exponential_disk,3,70.81266980275193,8.071013668884772,4.149036346971774,5.095746478543615,-18.614803873870997,2.030379477511844,-0.9140079195678013,True,False,True,control,0.85,large_distance_error,8.0,late_T_6_8,inc_mid_40_60,1.0,0.3,50.0,3.0,9,0.91,4.55,8.18,0.4014144819607657,0.0,0.0,0.8990085544282319,1.783117137490467,2.7115613825983313,1.5924999999999998,9.82178523121953,4.55,0.2606365168823445,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
UGC05414,holdout,K_scale_tail_spiral,6,6.4008126343112375,8.261884143933315,9.440201402889352,43.27074629700655,K_exponential_disk,3,120.08243058990728,9.440201402889352,4.236617268537706,5.493191032574675,-33.8305448941172,3.0393887685781147,1.178317258956037,True,False,False,control,0.65,few_rotation_points;large_distance_error,10.0,irregular_T_ge_9,inc_mid_40_60,1.0,0.3,55.0,3.0,6,0.68,2.395,4.11,0.324183597346988,0.0,0.0,1.2388119296351854,1.8004421213362567,1.427294398092968,0.8382499999999999,4.77619729254806,2.395,0.2258826188061445,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,HIGH,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
UGC05716,holdout,K_scale_tail_spiral,12,5.844868825954693,5.605647282808069,4.212043634396867,21.77601326999048,K_scale_tail_spiral,1,47.21310161443477,4.212043634396867,10.59520667782117,7.519731517715496,-17.563969635593615,-1.632825191557826,-1.3936036484112018,True,True,True,control,0.85,large_distance_error,9.0,irregular_T_ge_9,inc_mid_40_60,1.0,0.24882629108,54.0,10.0,12,1.03,6.715,12.37,0.5919140777136948,0.0,0.0,-0.3065499209028079,1.4868553552769432,4.001787842669845,2.35025,16.0309885706592,6.715,0.3463613349711626,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
UGC05829,holdout,K_scale_tail_spiral,11,6.222677845510406,8.606905396927852,7.720215953585758,33.67899383994406,K_thick_flared,3,87.78515793245373,7.720215953585758,7.138956445555025,6.112867141823444,-25.958777886358305,1.4975381080753527,-0.8866894433420933,True,False,True,control,0.65,low_inclination;large_distance_error,10.0,irregular_T_ge_9,inc_low_lt_40,1.0,0.299768518519,34.0,10.0,11,0.63,3.77,6.91,0.4095202439337575,0.0,0.0,0.564761179691312,1.2187979981117376,2.2467222884386175,1.3195,8.324892442791132,3.77,0.2642841097701909,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,MEDIUM,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
UGC05986,holdout,K_scale_tail_spiral,15,17.532159853325275,15.059299363743824,15.662107914873872,25.13056845428841,K_scale_tail_spiral,1,36.424675149022505,15.662107914873872,20.201033222557264,18.765996991285466,-9.46846053941454,-1.870051938451404,0.6028085511300478,True,True,False,middle,0.85,large_distance_error,9.0,irregular_T_ge_9,inc_edge_ge_80,1.0,0.300115874855,90.0,3.0,15,0.63,5.02,9.41,0.1622868556235787,0.0,0.0,1.525243100141133,2.2808286776397315,2.9916567342073894,1.7569999999999997,10.173559655708935,5.02,0.1530290850306104,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
UGC06818,holdout,K_scale_tail_spiral,8,12.386120759877572,13.66362183441789,13.901550076257111,35.32162467560686,K_exponential_disk,3,83.16113198644662,13.901550076257111,11.039634583678032,11.764107456695935,-21.42007459934975,1.5154293163795405,0.2379282418392225,True,False,False,middle,1.0,none,9.0,irregular_T_ge_9,inc_high_60_80,4.0,0.138888888889,75.0,3.0,8,0.87,3.935,6.98,0.1822137317919296,0.0,0.0,0.8897410130522616,1.8845688149183333,2.3450536352800957,1.37725,7.615925923953835,3.935,0.1619961793063683,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
UGC06917,holdout,K_scale_tail_spiral,11,6.430936477869006,4.61507933369384,4.9226251653474105,19.600525137391724,K_scale_tail_spiral,1,41.547896708505554,4.9226251653474105,9.47802256359153,7.775656140078094,-14.677899972044314,-1.5083113125215952,0.3075458316535702,True,True,False,control,1.0,none,9.0,irregular_T_ge_9,inc_mid_40_60,4.0,0.138888888889,56.0,2.0,11,1.74,6.11,10.47,0.1850275089777395,0.0,0.0,1.2021139934622245,1.92453771777549,3.6412395709177594,2.1385,11.438619009498469,6.11,0.1632623790399827,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
UGC06983,holdout,K_scale_tail_spiral,17,11.036839059186455,9.148970751386091,9.70055392147702,17.79810167119724,K_scale_tail_spiral,1,25.8838468118674,9.70055392147702,14.921124192957317,12.589334008767008,-8.09754774972022,-1.3362851377094351,0.5515831700909288,True,True,False,middle,1.0,none,6.0,late_T_6_8,inc_mid_40_60,4.0,0.138888888889,49.0,1.0,17,1.74,8.72,15.68,0.3526909491487769,0.0,0.0,0.8555732325327188,1.9951962915971797,5.196662693682956,3.052,18.44509704132641,8.72,0.2387109271169496,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
UGC07151,holdout,K_exponential_disk,11,4.3119123214161394,5.615951252005322,3.9908842627101606,33.86470871154095,K_exponential_disk,1,91.79811703299,5.785497618976558,3.9908842627101606,4.010511482656284,-29.87382444883079,-0.3210280587059788,-1.6250669892951617,True,True,True,control,1.0,none,6.0,late_T_6_8,inc_edge_ge_80,2.0,0.049490538574,90.0,3.0,11,0.5,3.0,5.5,0.1977479474520546,0.0,0.0,1.3717665100620258,2.2242221860846487,1.7878426698450538,1.0499999999999998,6.04380685549315,3.0,0.1689865763534245,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,True,current_readout_consistent_no_memory_proxy_flag,none,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
UGC07261,holdout,K_exponential_disk,7,4.296839337715027,4.6168185611277694,5.956232149170297,28.559274204365284,K_scale_tail_spiral,3,76.68857413764968,4.120854225707304,5.956232149170297,4.868394249738871,-22.603042055194987,1.6593928114552703,1.339413588042528,True,False,False,control,0.45,few_rotation_points;low_inclination;large_distance_error,8.0,late_T_6_8,inc_low_lt_40,1.0,0.3,30.0,10.0,7,0.95,3.81,6.67,0.2064259010278633,0.0,0.0,1.1989104906357924,1.9871745010875417,2.2705601907032182,1.3335,7.358430379927924,3.81,0.1728916554625384,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
UGC07577,holdout,K_scale_tail_spiral,9,10.601721967205515,13.125766123408509,17.124297895456632,86.65882470152344,K_exponential_disk,3,241.67726528740351,17.124297895456632,8.637803104765316,9.66140571240152,-69.53452680606681,6.522575928251117,3.998531772048123,True,False,False,middle,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.050193050193,63.0,3.0,9,0.19,0.94,1.69,0.1092797408700384,0.0,0.0,0.7744462575574903,1.1574567681342256,0.5601907032181168,0.3289999999999999,1.7823413810351825,0.94,0.1291758833915172,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
UGC07603,holdout,K_exponential_disk,12,9.31889729578436,6.8156573361002755,11.387173267934267,43.54645404226107,K_scale_tail_spiral,3,114.1800641350203,6.228672590646333,11.387173267934267,10.230625401116551,-32.1592807743268,2.068275972149909,4.571515931833992,True,False,False,middle,0.85,large_distance_error,7.0,late_T_6_8,inc_high_60_80,1.0,0.3,78.0,3.0,12,0.34,2.22,4.11,0.3367115321762238,0.0,0.0,0.6439810306985554,2.0285712526925375,1.3230035756853396,0.7769999999999999,4.8019421986221404,2.22,0.2315201894793007,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
UGC08699,holdout,K_compact_finite,41,15.184307759904634,13.478161966003247,12.62705584127144,15.564539674538162,K_compact_finite,1,12.62705584127144,14.44730639887954,16.457810061382087,15.788502563352862,-2.9374838332667235,-2.5572519186331952,-0.8511061247318086,True,True,True,middle,0.85,large_distance_error,2.0,early_T_le_2,inc_high_60_80,1.0,0.249872773537,73.0,9.0,41,0.22,7.16,25.7,0.0491906047533491,0.5016099888270507,0.980448697417964,1.7372115100390335,3.1087036781837147,4.266984505363529,2.506,26.332099271080533,10.751527520001684,0.1021357721390071,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_compact_finite,MEDIUM,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
UGC11914,holdout,K_compact_finite,65,33.820143068839116,30.19760108867859,23.229579108902147,33.92652412458708,K_compact_finite,1,23.229579108902147,33.17967170999526,34.46631835058271,34.13358231318327,-10.696945015684935,-10.590563959936969,-6.9680219797764416,True,True,True,candidate,0.65,low_inclination;large_distance_error,2.0,early_T_le_2,inc_low_lt_40,1.0,0.301775147929,31.0,5.0,65,0.28,3.83,9.83,0.0032428364674103,0.5692553771698209,0.9724360634892316,2.7729184940052973,3.390221289211499,2.282479141835519,1.3405,9.845938541237322,6.0102480945604135,0.0814592764103346,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_compact_finite,HIGH,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat;inclination_caveat,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
UGC12506,holdout,K_exponential_disk,31,40.697842583379504,38.12269540109571,44.999238791738094,40.00694648305801,K_compact_finite,4,37.36329931819013,40.148414704738784,44.999238791738094,42.50912542624511,4.992292308680085,4.3013962083585895,6.876543390642382,False,False,False,candidate,1.0,none,6.0,late_T_6_8,inc_edge_ge_80,1.0,0.100397614314,86.0,4.0,31,0.82,25.41,49.99,0.2228774584139502,0.0,0.0,1.3363116482200457,2.616212862243485,15.143027413587603,8.8935,55.56082207305669,25.41,0.1802948562862776,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_compact_finite,LOW,False,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
UGCA444,holdout,K_scale_tail_spiral,36,3.0580094444767805,4.92757139254757,7.622534837373528,61.90607065495512,K_thick_flared,3,180.312308284907,7.622534837373528,2.738671476256528,2.667232203701805,-54.283535817581594,4.564525392896748,2.694963444825958,True,False,False,control,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.051020408163,78.0,4.0,36,0.12,1.365,2.62,0.8579461284441405,0.0,0.0,-0.1388578837407648,0.5289167002776547,0.8134684147794994,0.4777499999999999,3.7439094282618246,1.365,0.4660757577998632,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,LOW,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
D512-2,train,K_scale_tail_spiral,4,2.5139498188497846,6.561883790113319,6.808960055926971,44.71024246660536,K_thick_flared,3,131.15989604218174,6.808960055926971,1.6579467318943215,1.3128846257400082,-37.901282410678384,4.295010237077187,0.2470762658136527,True,False,False,control,0.65,few_rotation_points;large_distance_error,10.0,irregular_T_ge_9,inc_mid_40_60,1.0,0.3,56.0,10.0,4,0.96,2.4,3.83,0.1829782152588811,0.0,0.0,0.6932048892577652,1.216165902285993,1.430274135876043,0.84,4.180403282220758,2.4,0.1623401968664965,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,HIGH,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
D564-8,train,K_scale_tail_spiral,6,3.399294537690645,7.16409055590109,9.33662248593878,56.745896928522,K_thick_flared,3,164.64090727905867,9.33662248593878,2.9433226402360138,2.653460866271324,-47.40927444258322,5.937327948248136,2.17253193003769,True,False,False,control,0.8,few_rotation_points,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.031854379977,63.0,7.0,6,0.51,1.785,3.07,0.5126399479257571,0.0,0.0,0.0776723053008495,0.8041394323353505,1.063766388557807,0.62475,3.856902320066037,1.785,0.3106879765665907,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,MEDIUM,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
D631-7,train,K_scale_tail_spiral,16,10.35809255392164,10.521817679771978,10.943013951197011,35.97973602712995,K_thick_flared,3,86.59661127999694,10.943013951197011,10.824790371732789,10.51780642966014,-25.03672207593294,0.5849213972753731,0.4211962714250354,True,False,False,middle,1.0,none,10.0,irregular_T_ge_9,inc_mid_40_60,2.0,0.023316062176,59.0,3.0,16,0.45,3.815,7.19,0.7290748086624049,0.0,0.0,-0.3175088590643432,1.4159744113765658,2.273539928486293,1.3352499999999998,9.811023937141346,3.815,0.4080836638980822,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,LOW,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
DDO064,train,K_scale_tail_spiral,14,2.7332917850477236,3.548332793859171,5.443535706033468,58.48545407610168,K_thick_flared,3,168.86062230026965,5.443535706033468,3.691798469212821,2.903941458822578,-53.04191837006822,2.7102439209857443,1.8952029121742968,True,False,False,control,0.85,large_distance_error,10.0,irregular_T_ge_9,inc_high_60_80,1.0,0.3,60.0,5.0,14,0.1,1.385,2.98,0.1992968075345361,0.0,0.0,0.9397901170390284,1.4548448600085102,0.8253873659117998,0.4847499999999999,3.2769522432264586,1.385,0.1696835633905412,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,HIGH,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
DDO154,train,K_scale_tail_spiral,12,3.544983778635305,4.451832612674567,4.184305567259078,37.056824266363506,K_scale_tail_spiral,1,100.41279828685026,4.184305567259078,6.294812002196736,4.462862510043515,-32.872518699104425,0.6393217886237732,-0.2675270454154885,True,False,True,control,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.049504950495,64.0,3.0,12,0.49,3.21,5.92,0.7491305343093885,0.0,0.0,-0.4698509458281751,1.2022157758011316,1.9129916567342071,1.1235,8.13742638155579,3.21,0.4171087404392248,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,LOW,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,tpg_v6,baseline_success_unclassified_tau_readout_state,baseline_success_morphology_audit_not_endpoint_not_validation
DDO161,train,K_scale_tail_spiral,31,13.579219703882607,18.569662825271475,15.881667823431446,27.337018590663728,K_exponential_disk,3,60.165341052704704,15.881667823431446,9.714650953157456,12.131063766129015,-11.455350767232282,2.3024481195488384,-2.68799500184003,True,False,True,middle,0.85,large_distance_error,10.0,irregular_T_ge_9,inc_high_60_80,1.0,0.3,70.0,10.0,31,0.6,6.28,13.37,0.7263244683789362,0.0,0.0,-0.093642040996536,1.481729196960016,3.742550655542313,2.198,18.225479071113185,6.28,0.4068460107705213,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
DDO168,train,K_scale_tail_spiral,10,6.727638673752554,7.879974549733663,8.993591610956091,45.39270358898074,K_exponential_disk,3,123.95226868626912,8.993591610956091,5.837267301925055,6.388574778748064,-36.39911197802465,2.2659529372035374,1.1136170612224283,True,False,False,control,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.049411764706,63.0,6.0,10,0.41,2.265,4.12,0.7790746755026204,0.0,0.0,0.6317616096480424,1.3102683666324475,1.3498212157330156,0.79275,5.7248938315353985,2.265,0.4305836039761792,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
DDO170,train,K_scale_tail_spiral,8,7.480201139884626,14.370201282342643,10.159584119881025,21.99332072543758,K_exponential_disk,3,57.51849002945726,10.159584119881025,2.994603926554938,5.466868220300547,-11.833736605556556,2.679382979996399,-4.21061716246162,True,False,True,control,0.85,large_distance_error,10.0,irregular_T_ge_9,inc_high_60_80,1.0,0.3,66.0,7.0,8,1.87,7.1,12.33,0.7040687456367871,0.0,0.0,-0.0468440715329993,0.9722028383790644,4.231227651966627,2.485,16.670583816850794,7.1,0.3968309355365542,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,HIGH,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
