galaxy,split,formula_family,n_points_x,rmse_matched,rmse_wrong_mean,rmse_newton,rmse_tpg_v6,rmse_mond,matched_minus_wrong,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,role,manifest_confidence,manifest_caveat,hub_type,type_bin,inc_bin,distance_quality,distance_frac_error,inclination_deg,inclination_error_deg,n_points_y,r_min,r_median,r_max,mean_gas,mean_bulge,max_bulge,mean_log_sbdisk,peak_log_sb,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,ring_radius_proxy_kpc,ring_width_proxy_kpc,bar_m2_proxy,lopsided_m1_proxy,amplitude_policy,parameter_source,forbidden_inputs,source_disturbance_class,asymmetry_3p6,theta1,foreground_lens_geometry_weight,foreground_angular_weight,stellar_crowding_angular_weight,background_angular_control_weight,stellar_crowding_count,foreground_redshift_count,background_redshift_count,performance_class,z_inclination_deg,z_distance_frac_error,z_r_median,z_r_max,z_mean_gas,z_mean_bulge,z_mean_log_sbdisk,z_peak_log_sb,z_scale_radius_proxy_kpc,z_tail_cutoff_radius_proxy_kpc,z_thickness_h_over_rs_proxy,z_bar_m2_proxy,z_lopsided_m1_proxy
UGC02023,holdout,K_scale_tail_spiral,5,15.05782046759288,8.406536391076214,15.027147630460606,12.19804888404624,13.979836766957424,6.651284076516667,0.0306728371322755,2.8597715835466424,1.077983700635459,9.12122537838346,15.05782046759288,8.54433705368652,7.554046741158659,middle,0.45,few_rotation_points;low_inclination;large_distance_error,10.0,irregular_T_ge_9,inc_low_lt_40,1.0,0.298076923077,19.0,10.0,5,0.76,2.27,3.78,0.2065996906946769,0.0,0.0,1.3052473883073463,1.750970984437319,1.3528009535160908,0.7945,4.170473415412939,2.27,0.1729698608126046,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,body_failure,-2.2625752932672127,1.3321843832930294,-0.7467526348064079,-0.8274893216836734,-0.27377580022662995,-0.4016895434681918,0.4179465206422889,-0.6124737539623517,-0.7467526348064074,-0.8573175435296572,-0.27377580022662984,,
UGC02259,holdout,K_exponential_disk,8,25.60688547376841,32.041904354180694,48.104127634342866,16.43514083306515,13.66144175213647,-6.435018880412283,-22.497242160574455,9.17174464070326,11.94544372163194,40.18284176364018,18.155916008377496,25.60688547376841,37.7869552905244,middle,0.85,large_distance_error,8.0,late_T_6_8,inc_mid_40_60,1.0,0.295238095238,41.0,3.0,8,1.02,4.58,8.14,0.3172235144329202,0.0,0.0,0.93637921076369,1.73559889969818,2.729439809296782,1.603,9.431099703741983,4.58,0.222750581494814,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,-1.0243029812284534,1.3026625160551384,-0.42776389266729764,-0.6044670486689288,0.24059370343156994,-0.4016895434681918,-0.13495911042514777,-0.6331296428032998,-0.4277638926672973,-0.6009985259831996,0.24059370343156922,,
UGC03580,holdout,K_compact_finite,47,34.834374494983436,56.851887407148546,36.01201131349121,25.49452615076704,27.172706555031343,-22.01751291216511,-1.1776368185077717,9.339848344216396,7.661667939952093,34.834374494983436,73.38608257354834,57.6395304527569,39.53004919514039,candidate,0.85,large_distance_error,1.0,early_T_le_2,inc_high_60_80,1.0,0.251207729469,63.0,4.0,47,0.11,2.75,27.06,0.1211569446494558,0.4791248393342344,0.9635093511456176,1.4587470405365592,2.8163871454023504,1.6388557806912991,0.9625,28.699253461107133,4.067593308169145,0.1345206250922551,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,0.2139693308103061,0.8447768370397905,-0.6804692598164628,0.36332685166110984,-0.6710604120699696,2.1197551070212834,0.6480309444318156,0.8191549524687801,-0.6804692598164626,0.33782395832420603,-0.6710604120699695,,
UGC04305,holdout,K_scale_tail_spiral,22,26.773116655281804,11.16013789319982,6.361564686999685,23.999621706482884,26.588364190715332,15.612978762081983,20.41155196828212,2.77349494879892,0.1847524645664719,7.088616356566488,26.773116655281804,18.06976538932444,8.322031933708532,candidate,1.0,none,10.0,irregular_T_ge_9,inc_mid_40_60,2.0,0.049275362319,40.0,10.0,22,0.25,2.885,5.52,0.3264755733989134,0.0,0.0,0.9717774827553184,1.8678797834583796,1.7193087008343264,1.00975,6.421072582581001,2.885,0.226914008029511,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,S2,0.4900000095367431,,0.0,0.0,12.82142217266122,0.1279823485048277,26.0,0.0,6.0,body_failure,-1.0805880863211241,-1.255181621918845,-0.6618270606005409,-0.7384850200676973,0.28361316178454615,-0.4016895434681918,-0.08189976536437285,-0.4553802173284245,-0.6618270606005405,-0.7476592375026332,0.28361316178454593,,
UGC04499,holdout,K_scale_tail_spiral,9,7.493103071197475,13.907996204378058,28.740791843283866,6.040634191372928,8.985021588452573,-6.414893133180583,-21.247688772086388,1.452468879824547,-1.4919185172550984,19.8836356045153,7.493103071197475,4.380055827288748,17.460297181330127,control,0.85,large_distance_error,8.0,late_T_6_8,inc_mid_40_60,1.0,0.3,50.0,3.0,9,0.91,4.55,8.18,0.4014144819607657,0.0,0.0,0.8990085544282319,1.783117137490467,2.7115613825983313,1.5924999999999998,9.82178523121953,4.55,0.2606365168823445,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,S1,0.2300000041723251,,0.0,0.0,1.226082118551738,0.5589676916173236,14.0,0.0,16.0,partial_success,-0.5177370353944154,1.3521830675489424,-0.4319066036041692,-0.602420972769711,0.6320578990850297,-0.4016895434681918,-0.19097491114331985,-0.5692780927753367,-0.43190660360416894,-0.5819627448643563,0.6320578990850293,,
UGC05414,holdout,K_scale_tail_spiral,6,10.26258963247892,8.405264669568432,19.4770280367091,6.4008126343112375,8.261884143933315,1.8573249629104875,-9.21443840423018,3.8617769981676817,2.000705488545604,12.179414469928735,10.26258963247892,2.8979181052182645,10.138461433558296,control,0.65,few_rotation_points;large_distance_error,10.0,irregular_T_ge_9,inc_mid_40_60,1.0,0.3,55.0,3.0,6,0.68,2.395,4.11,0.324183597346988,0.0,0.0,1.2388119296351854,1.8004421213362567,1.427294398092968,0.8382499999999999,4.77619729254806,2.395,0.2258826188061445,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,-0.23631150993106098,1.3521830675489424,-0.7294913392361096,-0.8106091955151262,0.27295612115453755,-0.4016895434681918,0.31836476911524536,-0.5459980402279622,-0.7294913392361092,-0.8278042231411411,0.27295612115453666,,
UGC05716,holdout,K_scale_tail_spiral,12,13.15098250908076,27.22445230049019,38.595717422736016,5.844868825954693,5.605647282808069,-14.07346979140943,-25.444734913655257,7.306113683126066,7.54533522627269,31.922116570012896,13.15098250908076,19.84355741110352,29.90768292035415,control,0.85,large_distance_error,9.0,irregular_T_ge_9,inc_mid_40_60,1.0,0.24882629108,54.0,10.0,12,1.03,6.715,12.37,0.5919140777136948,0.0,0.0,-0.3065499209028079,1.4868553552769432,4.001787842669845,2.35025,16.0309885706592,6.715,0.3463613349711626,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,-0.29259661502373185,0.8200115071422087,-0.13294096432660493,-0.38809452232664216,1.5178271592977115,-0.4016895434681918,-1.998016315555921,-0.9673731166495331,-0.1329409643266047,-0.27942521178730395,1.517827159297711,,
UGC05829,holdout,K_scale_tail_spiral,11,10.32818343296438,15.057836134761038,24.75432036929144,6.222677845510406,8.606905396927852,-4.729652701796658,-14.426136936327062,4.105505587453974,1.7212780360365283,18.644317994544764,10.32818343296438,9.605804127073386,16.923386282664968,control,0.65,low_inclination;large_distance_error,10.0,irregular_T_ge_9,inc_low_lt_40,1.0,0.299768518519,34.0,10.0,11,0.63,3.77,6.91,0.4095202439337575,0.0,0.0,0.564761179691312,1.2187979981117376,2.2467222884386175,1.3195,8.324892442791132,3.77,0.2642841097701909,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,S3,0.6800000071525574,,0.0,0.0,0.7176268991393161,0.563029293491483,11.0,0.0,25.0,partial_success,-1.4182987168771495,1.3497758185230488,-0.5396170879628297,-0.6673838825698774,0.6697474005136261,-0.4016895434681918,-0.691986564933049,-1.3275690865888015,-0.5396170879628295,-0.6548974237168652,0.6697474005136264,,
UGC05986,holdout,K_scale_tail_spiral,15,8.920450864778129,34.116806179962374,54.03667362248708,17.532159853325275,15.059299363743824,-25.196355315184245,-45.116222757708954,-8.611708988547147,-6.138848498965695,42.13764798930892,8.920450864778129,21.058278983399894,39.15449156717831,middle,0.85,large_distance_error,9.0,irregular_T_ge_9,inc_edge_ge_80,1.0,0.300115874855,90.0,3.0,15,0.63,5.02,9.41,0.1622868556235787,0.0,0.0,1.525243100141133,2.2808286776397315,2.9916567342073894,1.7569999999999997,10.173559655708935,5.02,0.1530290850306104,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,strong_success,1.73366716831242,1.3533880867609303,-0.3670041322598481,-0.5395041388687624,-0.4798179547189695,-0.4016895434681918,0.7477035321947257,0.09951045624980269,-0.36700413225984796,-0.5648228702674603,-0.4798179547189692,,
UGC06818,holdout,K_scale_tail_spiral,8,11.76675901243891,16.78582548735295,27.07042994637209,12.386120759877572,13.66362183441789,-5.019066474914041,-15.30367093393318,-0.6193617474386617,-1.8968628219789796,20.232562736932728,11.76675901243891,11.533581715067251,18.59133201005887,middle,1.0,none,9.0,irregular_T_ge_9,inc_high_60_80,4.0,0.138888888889,75.0,3.0,8,0.87,3.935,6.98,0.1822137317919296,0.0,0.0,0.8897410130522616,1.8845688149183333,2.3450536352800957,1.37725,7.615925923953835,3.935,0.1619961793063683,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,S1,0.2599999904632568,,0.0,0.0,0.3780944229096201,0.6400488660449744,5.0,0.0,16.0,strong_success,0.8893905919223567,-0.3232622579567615,-0.5168321778100362,-0.6638032497462462,-0.3871636144710139,-0.4016895434681918,-0.20486625803869685,-0.43295471131867835,-0.5168321778100359,-0.6894411437269458,-0.38716361447101366,,
UGC06917,holdout,K_scale_tail_spiral,11,4.599724144648295,24.950019736548356,46.43992237689648,6.430936477869006,4.61507933369384,-20.35029559190006,-41.840198232248184,-1.8312123332207104,-0.015355189045545,33.67231360360582,4.599724144648295,10.699757969678055,30.477987636361192,control,1.0,none,9.0,irregular_T_ge_9,inc_mid_40_60,4.0,0.138888888889,56.0,2.0,11,1.74,6.11,10.47,0.1850275089777395,0.0,0.0,1.2021139934622245,1.92453771777549,3.6412395709177594,2.1385,11.438619009498469,6.11,0.1632623790399827,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,S2,0.5199999809265137,,0.0,0.0,5.579599577266654,1.2481239860767257,5.0,0.0,21.0,strong_success,-0.18002640483839008,-0.3232622579567615,-0.21648563488684802,-0.48528312753948954,-0.37408034609751734,-0.4016895434681918,0.2633573252807009,-0.37924740820903363,-0.21648563488684783,-0.5031840552425889,-0.37408034609751795,,
UGC06983,holdout,K_scale_tail_spiral,17,10.79216331568226,34.44784080324058,54.54130717033093,11.036839059186455,9.148970751386091,-23.65567748755832,-43.74914385464867,-0.2446757435041942,1.6431925642961698,42.687601133630295,10.79216331568226,21.24269105304757,39.41323022304388,middle,1.0,none,6.0,late_T_6_8,inc_mid_40_60,4.0,0.138888888889,49.0,1.0,17,1.74,8.72,15.68,0.3526909491487769,0.0,0.0,0.8555732325327188,1.9951962915971797,5.196662693682956,3.052,18.44509704132641,8.72,0.2387109271169496,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,S1,0.2300000041723251,,0.0,0.0,0.7427914668971063,14.59297770821426,4.0,0.0,27.0,strong_success,-0.5740221404870862,-0.3232622579567615,0.14393021662097777,-0.2187817416663658,0.4055072471361526,-0.4016895434681918,-0.25608118900979054,-0.2843015585543894,0.14393021662097788,-0.16180007030466378,0.40550724713615266,,
UGC07151,holdout,K_exponential_disk,11,3.3602976505293367,15.081065927489703,27.222430951846498,4.3119123214161394,5.615951252005322,-11.720768276960367,-23.86213330131716,-0.9516146708868028,-2.2556536014759856,17.872098055102235,12.09558304461798,3.3602976505293367,15.275516682748894,control,1.0,none,6.0,late_T_6_8,inc_edge_ge_80,2.0,0.049490538574,90.0,3.0,11,0.5,3.0,5.5,0.1977479474520546,0.0,0.0,1.3717665100620258,2.2242221860846487,1.7878426698450538,1.0499999999999998,6.04380685549315,3.0,0.1689865763534245,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,strong_success,1.73366716831242,-1.2529439360875358,-0.6459466686758665,-0.7395080580173062,-0.3149339036473802,-0.4016895434681918,0.5176536768321716,0.023446772170518475,-0.6459466686758663,-0.766041151598231,-0.31493390364738055,,
UGC07261,holdout,K_exponential_disk,7,9.826183698399836,18.390690866000977,33.05085052090242,4.296839337715027,4.6168185611277694,-8.56450716760114,-23.224666822502584,5.529344360684809,5.209365137272067,24.588191196681297,8.522642301242527,9.826183698399836,22.061239100079103,control,0.45,few_rotation_points;low_inclination;large_distance_error,8.0,late_T_6_8,inc_low_lt_40,1.0,0.3,30.0,10.0,7,0.95,3.81,6.67,0.2064259010278633,0.0,0.0,1.1989104906357924,1.9871745010875417,2.2705601907032182,1.3335,7.358430379927924,3.81,0.1728916554625384,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,-1.643439137247833,1.3521830675489424,-0.5340934733803343,-0.6796603379651844,-0.27458387304168075,-0.4016895434681918,0.25855551569205687,-0.2950806568929883,-0.5340934733803341,-0.7019873694517684,-0.2745838730416813,,
UGC07577,holdout,K_scale_tail_spiral,9,8.396349694432287,3.0867646541532294,2.444233288569486,10.601721967205515,13.125766123408509,5.309585040279057,5.9521164058628,-2.205372272773229,-4.729416428976222,1.7751538265743545,8.396349694432287,5.530854730974838,1.9542854049104952,middle,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.050193050193,63.0,3.0,9,0.19,0.94,1.69,0.1092797408700384,0.0,0.0,0.7744462575574903,1.1574567681342256,0.5601907032181168,0.3289999999999999,1.7823413810351825,0.94,0.1291758833915172,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,S2,0.5099999904632568,,0.0,0.0,0.2303835987445986,0.4950356552865892,8.0,0.0,22.0,body_failure,0.2139693308103061,-1.245638295898908,-0.9304128196743804,-0.9343967874178055,-0.7262860515969661,-0.4016895434681918,-0.37768441755059384,-1.4099949676117218,-0.9304128196743799,-0.9736770078354483,-0.7262860515969667,,
UGC07603,holdout,K_exponential_disk,12,15.14416058480256,19.3914793849033,31.453943634197763,9.31889729578436,6.8156573361002755,-4.247318800100739,-16.309783049395204,5.825263289018201,8.328503248702283,25.59395015364352,8.578112923891249,15.14416058480256,24.00237507717513,middle,0.85,large_distance_error,7.0,late_T_6_8,inc_high_60_80,1.0,0.3,78.0,3.0,12,0.34,2.22,4.11,0.3367115321762238,0.0,0.0,0.6439810306985554,2.0285712526925375,1.3230035756853396,0.7769999999999999,4.8019421986221404,2.22,0.2315201894793007,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,1.0582459072003694,1.3521830675489424,-0.753657153034527,-0.8106091955151262,0.3312074760817003,-0.4016895434681918,-0.5732419716588183,-0.23945471454100614,-0.7536571530345268,-0.8265498270540489,0.3312074760817003,,
UGC08699,holdout,K_compact_finite,41,30.056162490520332,46.274167087778665,57.25812439420853,15.184307759904634,13.478161966003247,-16.218004597258332,-27.201961903688197,14.8718547306157,16.578000524517087,30.056162490520332,66.88447464730656,41.16018367714056,30.77784293888889,middle,0.85,large_distance_error,2.0,early_T_le_2,inc_high_60_80,1.0,0.249872773537,73.0,9.0,41,0.22,7.16,25.7,0.0491906047533491,0.5016099888270507,0.980448697417964,1.7372115100390335,3.1087036781837147,4.266984505363529,2.506,26.332099271080533,10.751527520001684,0.1021357721390071,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,0.776820381737015,0.8308942087058294,-0.07149075209634342,0.2937602710877033,-1.005683545510444,2.2380855613197874,1.0654282224117047,1.2119486372530994,-0.07149075209634313,0.22248661955245266,-1.0056835455104438,,
UGC11914,holdout,K_compact_finite,65,23.06323576308555,97.7858011753384,53.5297580784848,33.820143068839116,30.19760108867859,-74.72256541225283,-30.46652231539925,-10.756907305753565,-7.134365325593038,23.06323576308555,168.47778272092,103.79302986052494,21.086590944570226,candidate,0.65,low_inclination;large_distance_error,2.0,early_T_le_2,inc_low_lt_40,1.0,0.301775147929,31.0,5.0,65,0.28,3.83,9.83,0.0032428364674103,0.5692553771698209,0.9724360634892316,2.7729184940052973,3.390221289211499,2.282479141835519,1.3405,9.845938541237322,6.0102480945604135,0.0814592764103346,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,strong_success,-1.5871540321551623,1.3706433914782779,-0.5313316660890867,-0.518020341926975,-1.2193276772063717,2.5940765026455757,2.617875027078243,1.5902315168259367,-0.5313316660890863,-0.5807858977828615,-1.2193276772063717,,
UGC12506,holdout,K_exponential_disk,31,44.622843579238854,69.09861720417109,116.02345816251234,40.697842583379504,38.12269540109571,-24.47577362493224,-71.4006145832735,3.9250009958593495,6.500148178143142,89.52727613914712,35.84235044740161,44.622843579238854,81.92622502596456,candidate,1.0,none,6.0,late_T_6_8,inc_edge_ge_80,1.0,0.100397614314,86.0,4.0,31,0.82,25.41,49.99,0.2228774584139502,0.0,0.0,1.3363116482200457,2.616212862243485,15.143027413587603,8.8935,55.56082207305669,25.41,0.1802948562862776,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,1.5085267479417364,-0.7235451783259773,2.4486584011671892,1.5362398608877372,-0.19808878255277282,-0.4016895434681918,0.46450950784559986,0.5501753175062959,2.448658401167189,1.6466283665838597,-0.19808878255277265,,
UGCA444,holdout,K_scale_tail_spiral,36,3.866020608838115,8.888622427975852,14.471300240102812,3.0580094444767805,4.92757139254757,-5.022601819137737,-10.605279631264697,0.8080111643613344,-1.061550783709455,11.09250053847029,3.866020608838115,5.560273847554185,10.013092897903078,control,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.051020408163,78.0,4.0,36,0.12,1.365,2.62,0.8579461284441405,0.0,0.0,-0.1388578837407648,0.5289167002776547,0.8134684147794994,0.4777499999999999,3.7439094282618246,1.365,0.4660757577998632,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,,,,,,,,,,,partial_success,1.0582459072003694,-1.2370343390780696,-0.8717244147353664,-0.8868255227609908,2.754800979830065,-0.4016895434681918,-1.7466585751038046,-2.2545813717362715,-0.8717244147353662,-0.8781014685063926,2.7548009798300646,,
