galaxy,r,vobs,errv,v_K_exponential_disk,mixed_kernel,mixed_attenuation,v_mixed_population,applied_formula_source,applied_formula_label,label_assignment_role,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC5907,17.61,231.0,2.0,228.4059872439307,0.2586628509403413,0.017688953366520672,226.37684241613226,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,20.13,232.0,2.0,231.20657121763753,0.6133650156013284,0.041945664474755,226.30557010365538,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,22.65,225.0,7.0,232.96069082615355,0.9384972540917403,0.06418020253733847,225.3609993171879,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,25.16,224.0,7.0,228.9263950607293,1.0,0.0683861377937124,220.96009119818484,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,27.68,229.0,2.0,228.1798371534189,1.0,0.0683861377937124,220.2395124145969,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,30.2,218.0,2.0,230.72441959697696,1.0,0.0683861377937124,222.6955471092451,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,32.71,214.0,2.0,227.7673358529192,1.0,0.0683861377937124,219.84136555628635,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,35.23,213.0,2.0,228.06697015488186,1.0,0.0683861377937124,220.13057302259978,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,37.75,211.0,2.0,224.73363775209626,1.0,0.0683861377937124,216.91323571416933,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,40.26,217.0,2.0,224.0483289874923,1.0,0.0683861377937124,216.25177469266663,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,42.78,216.0,3.0,221.07520880952433,1.0,0.0683861377937124,213.3821147502528,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,45.29,215.0,3.0,219.7149160899284,1.0,0.0683861377937124,212.06915822857954,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,47.81,217.0,5.0,218.25077044546856,1.0,0.0683861377937124,210.65596271199678,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,50.33,214.0,5.0,219.0246053841867,1.0,0.0683861377937124,211.40286932617792,NGC5907,K_expdisk_projection_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,5.03,214.0,6.0,159.5067357894428,1.8578531973722048e-07,5.8597627407157855e-08,159.5067311160846,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,7.55,220.0,6.0,188.4348783517028,0.009147326447545498,0.0028851129233626238,188.16285405340273,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,10.07,235.0,4.0,210.23235887689714,0.028960968872071537,0.009134435733223095,209.26997915061645,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,12.58,235.0,4.0,222.85675815522404,0.05258919293394072,0.016586896841714372,221.00077870970526,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,15.1,230.0,2.0,225.7194198219553,0.07640665962017874,0.02409904602894084,222.98302179222875,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,17.61,231.0,2.0,228.4059872439307,0.09772085836060602,0.030821651873365115,224.8585136472093,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,20.13,232.0,2.0,231.20657121763753,0.11483298556261927,0.0362189031489005,226.98093213760419,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,22.65,225.0,7.0,232.96069082615355,0.12613177720019955,0.039782599050527744,228.27977271213865,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,25.16,224.0,7.0,228.9263950607293,0.13030346946956015,0.04109837184464878,224.17279024160527,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,27.68,229.0,2.0,228.1798371534189,0.12655920659868172,0.039917412439823254,223.5792847449864,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,30.2,218.0,2.0,230.72441959697696,0.12106712276391311,0.03818518148264192,226.27641745402553,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,32.71,214.0,2.0,227.7673358529192,0.1163261082360196,0.03668984157510578,223.54991651588048,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,35.23,213.0,2.0,228.06697015488186,0.11216104525995398,0.03537615969354458,223.99658055531305,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,37.75,211.0,2.0,224.73363775209626,0.10848679166895661,0.03421728156889402,220.85528523584085,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,40.26,217.0,2.0,224.0483289874923,0.10523365900356171,0.03319122710935712,220.29873353480932,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,42.78,216.0,3.0,221.07520880952433,0.10231125706379503,0.03226948678970959,217.478966917699,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,45.29,215.0,3.0,219.7149160899284,0.09969147461040354,0.031443194183228204,216.23305791646513,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,47.81,217.0,5.0,218.25077044546856,0.09731168078019173,0.030692595199595666,214.87532704498685,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC5907,50.33,214.0,5.0,219.0246053841867,0.09514858362395044,0.03001034344048902,215.71306923216147,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,2.67,221.0,20.0,264.5561224375929,0.0,0.0,264.5561224375929,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,3.21,237.0,13.0,278.7012037401586,0.0,0.0,278.7012037401586,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,3.74,249.0,8.0,291.4795850720429,0.0,0.0,291.4795850720429,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,4.27,250.0,5.0,293.6240850440843,0.0,0.0,293.6240850440843,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,4.81,253.0,5.0,293.37628425625417,0.0,0.0,293.37628425625417,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,5.35,257.0,5.0,296.33719902557476,0.0,0.0,296.33719902557476,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,5.88,257.0,5.0,293.3891475859498,0.0,0.0,293.3891475859498,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,6.41,257.0,5.0,291.3877502934189,0.0,0.0,291.3877502934189,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,7.48,257.0,5.0,284.8047695158391,0.0,0.0,284.8047695158391,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,8.55,255.0,5.0,274.36415812761106,0.0,0.0,274.36415812761106,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,9.62,248.0,6.0,269.5161240790683,0.0,0.0,269.5161240790683,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,10.66,247.0,6.0,265.78880141338317,0.0963233574342735,0.020850718737780483,263.00326102432183,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,11.74,246.0,6.0,262.36389706594576,0.12422825997845764,0.026891177561601864,258.8122200842359,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,12.83,244.0,6.0,260.9057164550347,0.11551877710985957,0.025005871832214574,257.62297714061873,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,13.91,242.0,4.0,259.32597584800624,0.10801580803370969,0.023381735152678516,256.2762980746867,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,15.0,238.0,3.0,257.3152977250659,0.10137106408010046,0.021943374915330976,254.47645486815713,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,16.08,236.0,3.0,255.78643285554006,0.09554746341264764,0.020682764168440587,253.12742688694732,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,17.07,233.0,3.0,255.15517591866885,0.0907676861830253,0.019648105563313503,252.63608276564688,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,18.15,234.0,3.0,255.58125993870206,0.08607067549903595,0.018631363089951954,253.18915186663585,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,19.24,236.0,3.0,256.5871408901271,0.08179869009914506,0.01770662408170248,254.305349045906,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,20.32,237.0,3.0,256.86567667529397,0.07796461101329656,0.016876676841834068,254.68893404178183,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,21.41,238.0,3.0,255.5759361747634,0.07444305570006517,0.016114380330255064,253.50834895447392,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,22.49,240.0,3.0,254.26747048134717,0.07125417440881093,0.015424096388092,252.29892724661985,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,23.48,238.0,3.0,253.392111098232,0.06856199597935599,0.014841331659788298,251.50474398031298,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,24.57,237.0,3.0,251.52817662359067,0.06582380833237793,0.014248607506486623,249.72978436074786,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,25.65,236.0,3.0,249.92282829699602,0.06331826605873223,0.013706243134801871,248.20416735719758,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,26.74,238.0,3.0,248.5937003042937,0.060975790356945905,0.013199177109395114,246.94763444359384,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,27.82,239.0,3.0,247.0326199865136,0.0588197202175179,0.012732461524996842,245.45491521725384,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,28.91,239.0,3.0,245.2050197175342,0.05679297232036658,0.012293739791436777,243.69311525361647,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,29.89,241.0,4.0,243.4656726220928,0.055086425098464155,0.01192433057352296,242.00973675872373,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,30.98,236.0,4.0,241.6263660339642,0.053304912164232915,0.011538693837960454,240.228295023771,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,32.06,236.0,5.0,240.21669190753389,0.05164987168393487,0.01118043407134172,238.87005388475748,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,33.15,239.0,5.0,239.25261060440525,0.05008055288108102,0.010840730121647655,237.95224026874598,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,34.23,237.0,5.0,238.2917829829204,0.0486169442496747,0.010523908815491829,237.03458608026867,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,35.32,241.0,7.0,237.10856521688518,0.047224043922650984,0.010222393443497539,235.89354361220137,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,36.31,238.0,9.0,235.20069816634515,0.0460263493270633,0.009963133448709683,234.02609719450086,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,2.67,221.0,20.0,264.5561224375929,0.0,0.0,264.5561224375929,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,3.21,237.0,13.0,278.7012037401586,0.0,0.0,278.7012037401586,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,3.74,249.0,8.0,291.4795850720429,0.0,0.0,291.4795850720429,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,4.27,250.0,5.0,293.6240850440843,0.0,0.0,293.6240850440843,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,4.81,253.0,5.0,293.37628425625417,0.0,0.0,293.37628425625417,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,5.35,257.0,5.0,296.33719902557476,0.0,0.0,296.33719902557476,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,5.88,257.0,5.0,293.3891475859498,0.0,0.0,293.3891475859498,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,6.41,257.0,5.0,291.3877502934189,0.0,0.0,291.3877502934189,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,7.48,257.0,5.0,284.8047695158391,0.0,0.0,284.8047695158391,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,8.55,255.0,5.0,274.36415812761106,0.0,0.0,274.36415812761106,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,9.62,248.0,6.0,269.5161240790683,0.0,0.0,269.5161240790683,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,10.66,247.0,6.0,265.78880141338317,0.0,0.0,265.78880141338317,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,11.74,246.0,6.0,262.36389706594576,0.0,0.0,262.36389706594576,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,12.83,244.0,6.0,260.9057164550347,0.0,0.0,260.9057164550347,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,13.91,242.0,4.0,259.32597584800624,0.005433235583212622,0.0003715579972592797,259.2777940518958,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,15.0,238.0,3.0,257.3152977250659,0.04089670043585036,0.0027967673913142405,256.9552202685844,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,16.08,236.0,3.0,255.78643285554006,0.10822621380352984,0.007401172770059971,254.8381151401097,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,17.07,233.0,3.0,255.15517591866885,0.19840608724593475,0.01356822602151182,253.41826253988262,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,18.15,234.0,3.0,255.58125993870206,0.32600404430387553,0.022294157495072353,252.71621707173463,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,19.24,236.0,3.0,256.5871408901271,0.47907585601974895,0.03276214750340727,252.3489660112864,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,20.32,237.0,3.0,256.86567667529397,0.6421181876595522,0.04391198286113501,251.16262517537118,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,21.41,238.0,3.0,255.5759361747634,0.799212118052786,0.054655030031562565,248.4935492362775,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,22.49,240.0,3.0,254.26747048134717,0.9241311807538505,0.06319776226649897,246.10178422182668,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,23.48,238.0,3.0,253.392111098232,0.9902523658573146,0.06771953474206802,244.6619213189974,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,24.57,237.0,3.0,251.52817662359067,1.0,0.0683861377937124,242.77536380598733,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,25.65,236.0,3.0,249.92282829699602,1.0,0.0683861377937124,241.22587925417272,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,26.74,238.0,3.0,248.5937003042937,1.0,0.0683861377937124,239.9430029724593,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,27.82,239.0,3.0,247.0326199865136,1.0,0.0683861377937124,238.4362459674714,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,28.91,239.0,3.0,245.2050197175342,1.0,0.0683861377937124,236.6722435159394,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,29.89,241.0,4.0,243.4656726220928,1.0,0.0683861377937124,234.9934231565305,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,30.98,236.0,4.0,241.6263660339642,1.0,0.0683861377937124,233.21812174864127,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,32.06,236.0,5.0,240.21669190753389,1.0,0.0683861377937124,231.85750222089686,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,33.15,239.0,5.0,239.25261060440525,1.0,0.0683861377937124,230.92696953765054,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,34.23,237.0,5.0,238.2917829829204,1.0,0.0683861377937124,229.9995773126836,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,35.32,241.0,7.0,237.10856521688518,1.0,0.0683861377937124,228.85753379506696,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,36.31,238.0,9.0,235.20069816634515,1.0,0.0683861377937124,227.01605772862428,NGC5907,K_expdisk_projection_overlay,wrong_label_control,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,2.67,221.0,20.0,264.5561224375929,0.0,0.0,264.5561224375929,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,3.21,237.0,13.0,278.7012037401586,0.0,0.0,278.7012037401586,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,3.74,249.0,8.0,291.4795850720429,0.0,0.0,291.4795850720429,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,4.27,250.0,5.0,293.6240850440843,0.0,0.0,293.6240850440843,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,4.81,253.0,5.0,293.37628425625417,0.0,0.0,293.37628425625417,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,5.35,257.0,5.0,296.33719902557476,0.0001952020454222301,6.156771020953473e-05,296.3280764837622,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,5.88,257.0,5.0,293.3891475859498,0.0012516136251732996,0.00039476525362371664,293.33123194898667,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,6.41,257.0,5.0,291.3877502934189,0.003093123030261819,0.0009755866131303877,291.245578615553,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,7.48,257.0,5.0,284.8047695158391,0.008706881663754619,0.0027461944158588603,284.41343602784366,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,8.55,255.0,5.0,274.36415812761106,0.016206938018162007,0.00511175003892892,273.66201919031096,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,9.62,248.0,6.0,269.5161240790683,0.02499424132627025,0.007883309847263193,268.45168254013794,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,10.66,247.0,6.0,265.78880141338317,0.03433649557999624,0.010829903984394564,264.34564987893685,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,11.74,246.0,6.0,262.36389706594576,0.044519307141699604,0.014041614138318267,260.5153787770855,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,12.83,244.0,6.0,260.9057164550347,0.05499607201146951,0.017346038649035868,258.6329772645556,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,13.91,242.0,4.0,259.32597584800624,0.06532759184944802,0.020604652143750204,256.64040929088185,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,15.0,238.0,3.0,257.3152977250659,0.07549371558131616,0.02381109887192907,254.2333611231531,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,16.08,236.0,3.0,255.78643285554006,0.08512730819243576,0.026849582597215794,252.3291890920333,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,17.07,233.0,3.0,255.15517591866885,0.0934382798889542,0.029470905011456338,251.36723169686047,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,18.15,234.0,3.0,255.58125993870206,0.10180506544492317,0.03210983139863115,251.44444530657094,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,19.24,236.0,3.0,256.5871408901271,0.10938057529575693,0.0344991854352487,252.12227063196286,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,20.32,237.0,3.0,256.86567667529397,0.1159049015265132,0.036556990853315915,252.1268460122111,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,21.41,238.0,3.0,255.5759361747634,0.12138470163643346,0.0382853474616905,250.63578410936609,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,22.49,240.0,3.0,254.26747048134717,0.12561319507210386,0.03961903563031164,249.17965159949975,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,23.48,238.0,3.0,253.392111098232,0.1283531939693691,0.04048324510986077,248.21005519077877,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,24.57,237.0,3.0,251.52817662359067,0.13002200789111382,0.041009597442416376,246.31665203690832,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,25.65,236.0,3.0,249.92282829699602,0.1301914570368543,0.04106304255810478,244.73774566257813,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,26.74,238.0,3.0,248.5937003042937,0.12877323397564744,0.040615727847564766,243.49296387883442,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,27.82,239.0,3.0,247.0326199865136,0.1262319782987417,0.039814202982670854,242.06496856901256,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,28.91,239.0,3.0,245.2050197175342,0.12377662940927124,0.03903977355206098,240.37099601202328,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
NGC7331,29.89,241.0,4.0,243.4656726220928,0.12169996610521534,0.03838478346612038,238.7472622202712,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,False,True,mixed_readout_population_wrong_label_control_audit
