galaxy,split,coarse_formula_family,dominant_intake_family,weight_intake_status,n_points,rmse_l2_weight_intake,rmse_single_matched_family,rmse_tpg_v6,rmse_mond,claim_boundary,rmse_mixture_proxy,intake_minus_old_l2_proxy,intake_minus_single_matched,intake_minus_tpg_v6,intake_minus_mond,intake_beats_old_l2_proxy,intake_beats_single_matched,intake_beats_tpg_v6,intake_beats_mond,dominant_intake_matches_coarse_family
NGC2366,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,26,8.82073886305878,11.179048179418931,8.175530891777854,11.387781875806942,l2_weight_intake_endpoint_preflight_not_validation,14.3606005762838,-5.539861713225019,-2.3583093163601507,0.6452079712809269,-2.5670430127481616,True,True,False,True,False
NGC2403,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,73,20.3190708946828,10.644397151446181,9.860995949284607,6.239762201686606,l2_weight_intake_endpoint_preflight_not_validation,9.283175729218195,11.035895165464604,9.674673743236617,10.458074945398192,14.079308692996193,False,False,False,False,False
NGC2841,train,K_compact_finite,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,50,58.21815690965729,54.87724264138518,59.09007494417434,53.02346081870857,l2_weight_intake_endpoint_preflight_not_validation,56.00791491480016,2.210241994857128,3.3409142682721082,-0.8719180345170514,5.194696090948717,False,False,True,False,True
NGC2903,train,K_thick_flared,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,34,24.295175470443166,24.47346324263098,24.362146162225375,24.96300377208502,l2_weight_intake_endpoint_preflight_not_validation,24.334722062574343,-0.039546592131177505,-0.1782877721878151,-0.06697069178220971,-0.6678283016418547,True,True,True,True,False
NGC2915,train,K_scale_tail_spiral,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,30,12.52400361934126,23.036865971923184,26.00786566771677,20.629433034344654,l2_weight_intake_endpoint_preflight_not_validation,21.204403150102102,-8.680399530760843,-10.512862352581925,-13.483862048375512,-8.105429415003394,True,True,True,True,False
NGC2955,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,24,20.33458377501467,24.641523770508012,19.782113998497127,23.273161362253415,l2_weight_intake_endpoint_preflight_not_validation,23.78467708255457,-3.4500933075398983,-4.306939995493341,0.5524697765175439,-2.9385775872387434,True,True,False,True,False
NGC2976,train,K_thick_flared,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,27,94.00551637055932,4.791806857705614,5.11693008193194,5.678104979086942,l2_weight_intake_endpoint_preflight_not_validation,25.852344972327728,68.15317139823159,89.21370951285371,88.88858628862738,88.32741139147238,False,False,False,False,False
NGC2998,train,K_thick_flared,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,13,27.172575342307006,27.16527082415665,27.11504519134483,27.07347466768693,l2_weight_intake_endpoint_preflight_not_validation,27.20693252365443,-0.03435718134742416,0.007304518150355932,0.05753015096217595,0.09910067462007532,True,False,False,False,False
NGC3109,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,25,8.918324739341653,6.272043335416706,9.323880057063088,5.041785679362137,l2_weight_intake_endpoint_preflight_not_validation,4.846666645559974,4.071658093781679,2.646281403924947,-0.4055553177214346,3.8765390599795158,False,False,True,False,False
NGC3198,train,K_thick_flared,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,43,10.312789080466361,7.680393768171026,7.704000492040528,11.179050056995646,l2_weight_intake_endpoint_preflight_not_validation,7.70248760120374,2.6103014792626213,2.632395312295335,2.608788588425833,-0.8662609765292846,False,False,False,True,False
NGC3521,train,K_thick_flared,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,41,12.946674099741248,7.247916089313718,7.110920589361769,6.814883835390855,l2_weight_intake_endpoint_preflight_not_validation,7.188983549334054,5.757690550407194,5.69875801042753,5.835753510379479,6.131790264350393,False,False,False,False,False
NGC3741,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,21,7.127288876389404,3.894370209914949,7.821498388140469,2.7212527031991094,l2_weight_intake_endpoint_preflight_not_validation,6.746964830455197,0.38032404593420654,3.232918666474455,-0.6942095117510654,4.406036173190294,False,False,True,False,False
NGC3769,train,K_thick_flared,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,12,10.619032226200655,10.512927499323025,11.2553126000523,15.980528592616563,l2_weight_intake_endpoint_preflight_not_validation,11.04470497402982,-0.4256727478291644,0.10610472687763028,-0.636280373851644,-5.361496366415908,True,False,True,True,False
NGC3877,train,K_thick_flared,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,13,27.274963034267238,22.08734115885114,22.419419150236873,23.91875443404216,l2_weight_intake_endpoint_preflight_not_validation,22.830473494204675,4.444489540062563,5.187621875416099,4.855543884030364,3.3562086002250773,False,False,False,False,False
NGC3893,train,K_thick_flared,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,10,5.57534309257808,8.268422939237203,7.421761571780209,6.883534927974165,l2_weight_intake_endpoint_preflight_not_validation,7.48852535446499,-1.9131822618869103,-2.6930798466591233,-1.8464184792021294,-1.3081918353960855,True,True,True,True,False
NGC3917,train,K_exponential_disk,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,17,8.765777766638974,8.631088151285468,6.899654025227952,6.637702160319162,l2_weight_intake_endpoint_preflight_not_validation,7.304264252010544,1.4615135146284306,0.13468961535350665,1.8661237414110223,2.128075606319812,False,False,False,False,False
NGC3953,train,K_thick_flared,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,11.933213714687202,10.55383538687841,10.449994650865388,10.343662263567392,l2_weight_intake_endpoint_preflight_not_validation,10.545371842408317,1.3878418722788854,1.3793783278087925,1.4832190638218137,1.58955145111981,False,False,False,False,False
NGC3992,train,K_thick_flared,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,9,21.92399499350226,23.63875115028724,21.62991458359259,18.53931925672739,l2_weight_intake_endpoint_preflight_not_validation,23.14477661233423,-1.2207816188319711,-1.7147561567849827,0.2940804099096681,3.38467573677487,True,True,False,False,False
NGC4010,train,K_exponential_disk,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,12,10.392179605612311,9.44159669812727,10.799199499954586,11.798351296716529,l2_weight_intake_endpoint_preflight_not_validation,10.66525951940075,-0.27307991378843965,0.9505829074850407,-0.4070198943422749,-1.406171691104218,True,False,True,True,True
NGC4051,train,K_thick_flared,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,31.132120126060247,22.321198124489968,23.162699244292835,25.364933901873997,l2_weight_intake_endpoint_preflight_not_validation,23.964328828067963,7.167791297992284,8.81092200157028,7.969420881767412,5.767186224186251,False,False,False,False,False
NGC4068,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,6,9.774775793779272,14.042724437389454,9.789559083112076,11.389697947293712,l2_weight_intake_endpoint_preflight_not_validation,28.44857823126138,-18.67380243748211,-4.267948643610183,-0.014783289332804372,-1.6149221535144402,True,True,True,True,False
NGC4085,train,K_thick_flared,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,38.46957909704749,20.992615149075316,21.45520895763762,23.247876990413115,l2_weight_intake_endpoint_preflight_not_validation,23.667960763806153,14.80161833324134,17.476963947972177,17.014370139409873,15.221702106634378,False,False,False,False,False
NGC4100,train,K_thick_flared,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,24,9.678878041794286,11.777571748634417,10.799906207475212,9.873831807311648,l2_weight_intake_endpoint_preflight_not_validation,11.144479695995818,-1.4656016542015315,-2.0986937068401303,-1.1210281656809258,-0.19495376551736143,True,True,True,True,False
NGC4138,train,K_compact_finite,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,12.054569256709662,19.734164564684434,9.51519890085038,10.185247994852606,l2_weight_intake_endpoint_preflight_not_validation,16.841374754574026,-4.786805497864364,-7.679595307974772,2.5393703558592815,1.8693212618570563,True,True,False,False,True
NGC4157,train,K_thick_flared,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,17,21.594993422966017,18.880739807305662,20.216389281228402,23.480615178680974,l2_weight_intake_endpoint_preflight_not_validation,20.35197378765351,1.243019635312507,2.714253615660354,1.3786041417376147,-1.8856217557149577,False,False,False,True,False
NGC4217,train,K_compact_finite,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,19,53.12396961541972,55.742715665520755,52.35219166022327,55.35556407681141,l2_weight_intake_endpoint_preflight_not_validation,54.83742573798538,-1.7134561225656597,-2.618746050101038,0.7717779551964483,-2.231594461391694,True,True,False,True,True
NGC4559,train,K_exponential_disk,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,32,21.408523713835457,11.77662416508168,15.385306161864646,18.985298676354127,l2_weight_intake_endpoint_preflight_not_validation,13.8470492803586,7.561474433476857,9.631899548753777,6.023217551970811,2.4232250374813304,False,False,False,False,False
NGC5005,train,K_compact_finite,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,18,14.231826478699654,21.343997411839407,12.481746631320759,13.97796581666026,l2_weight_intake_endpoint_preflight_not_validation,18.268955628077983,-4.037129149378329,-7.112170933139753,1.7500798473788954,0.2538606620393935,True,True,False,False,True
NGC5033,train,K_compact_finite,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,22,14.93120795827136,13.873279524642212,15.138788047327509,15.295974840608453,l2_weight_intake_endpoint_preflight_not_validation,14.099721953983174,0.8314860042881858,1.0579284336291472,-0.20758008905614922,-0.36476688233709353,False,False,True,True,True
NGC5055,train,K_thick_flared,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,28,24.725671090263692,22.108380900027967,23.304882018533657,29.486670612228213,l2_weight_intake_endpoint_preflight_not_validation,22.655356843363,2.0703142469006934,2.6172901902357246,1.4207890717300344,-4.760999521964521,False,False,False,True,False
NGC5371,train,K_thick_flared,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,19,42.309838277493164,40.216009532545556,41.66572118681593,44.87169677347413,l2_weight_intake_endpoint_preflight_not_validation,40.713946251187146,1.595892026306018,2.093828744947608,0.6441170906772342,-2.561858495980964,False,False,False,True,False
NGC5585,train,K_exponential_disk,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,24,33.076707918682025,7.261200623297494,7.910184029247681,8.365260361585127,l2_weight_intake_endpoint_preflight_not_validation,9.18810239668253,23.888605521999494,25.81550729538453,25.166523889434345,24.711447557096896,False,False,False,False,False
NGC6015,train,K_exponential_disk,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,44,12.303262315814825,15.74229513884599,13.450865436024902,10.82252972156713,l2_weight_intake_endpoint_preflight_not_validation,14.537487658133148,-2.2342253423183234,-3.439032823031164,-1.1476031202100767,1.4807325942476943,True,True,True,False,False
NGC6195,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,23,32.57217973829187,36.564874545827834,31.92603912642373,36.238986538686945,l2_weight_intake_endpoint_preflight_not_validation,35.38109223849429,-2.8089125002024176,-3.992694807535962,0.646140611868141,-3.6668068003950722,True,True,False,True,False
NGC6503,train,K_exponential_disk,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,31,4.818629778271447,12.325638251735061,7.537023161651215,4.239120184630891,l2_weight_intake_endpoint_preflight_not_validation,9.657401631189796,-4.838771852918349,-7.507008473463614,-2.7183933833797678,0.5795095936405561,True,True,True,False,False
NGC6674,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,15,30.352765171507052,29.261624241442536,30.84415865400613,25.376939093620358,l2_weight_intake_endpoint_preflight_not_validation,29.83496948811738,0.5177956833896715,1.0911409300645154,-0.49139348249907755,4.975826077886694,False,False,True,False,False
NGC7793,train,K_exponential_disk,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,46,47.30616276620403,5.760806077336799,5.722342289485416,6.0568332273601175,l2_weight_intake_endpoint_preflight_not_validation,9.688823191304492,37.61733957489954,41.54535668886723,41.583820476718614,41.24932953884392,False,False,False,False,False
NGC7814,train,K_compact_finite,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,18,18.43011897778805,15.356217521468395,22.076573970785304,20.006224427465735,l2_weight_intake_endpoint_preflight_not_validation,16.637254006446348,1.7928649713417038,3.073901456319657,-3.6464549929972527,-1.5761054496776836,False,False,True,True,True
PGC51017,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,6,19.399159560993834,22.624401309139223,18.392706990319713,21.58619332313812,l2_weight_intake_endpoint_preflight_not_validation,30.596608023362187,-11.197448462368353,-3.2252417481453897,1.0064525706741208,-2.187033762144285,True,True,False,True,False
UGC00128,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,22,14.604079788637831,12.85495106943448,13.983592876820651,11.714529979315056,l2_weight_intake_endpoint_preflight_not_validation,15.181615589651592,-0.5775358010137612,1.7491287192033518,0.6204869118171796,2.8895498093227747,True,False,False,False,True
UGC00191,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,9,6.715513974915614,5.7232425165237695,7.100447637659804,7.3035411506648025,l2_weight_intake_endpoint_preflight_not_validation,10.72193832082838,-4.006424345912767,0.9922714583918442,-0.3849336627441904,-0.5880271757491888,True,False,True,True,False
UGC00634,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,4,10.32560022897114,6.473523239737815,8.17927394861286,2.390542422509193,l2_weight_intake_endpoint_preflight_not_validation,6.441948915588504,3.8836513133826367,3.8520769892333258,2.1463262803582808,7.9350578064619475,False,False,False,False,False
UGC01230,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,11,15.633114294757826,15.269259084422602,15.668391396233122,19.787452508603863,l2_weight_intake_endpoint_preflight_not_validation,15.027055632837271,0.6060586619205548,0.36385521033522394,-0.03527710147529639,-4.154338213846037,False,False,True,True,True
UGC01281,train,K_exponential_disk,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,23,2.3746105407048357,4.989913178659305,2.873653918392883,2.590778492828074,l2_weight_intake_endpoint_preflight_not_validation,10.110125451496538,-7.735514910791702,-2.615302637954469,-0.4990433776880474,-0.21616795212323847,True,True,True,True,False
UGC02455,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,42.14294798709024,42.14294798709024,40.12562667208877,41.15186377794972,l2_weight_intake_endpoint_preflight_not_validation,48.25327927318855,-6.110331286098308,0.0,2.0173213150014675,0.9910842091405172,True,False,False,False,True
UGC02487,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,17,67.09807605165417,66.03842575329956,67.62411171265585,60.82824936276332,l2_weight_intake_endpoint_preflight_not_validation,66.47459071565764,0.6234853359965342,1.0596502983546117,-0.5260356610016714,6.269826688890852,False,False,True,False,False
UGC02885,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,19,17.998961370423423,17.310996533690737,18.30388329245319,15.131131571665343,l2_weight_intake_endpoint_preflight_not_validation,17.77976533511529,0.21919603530813347,0.6879648367326858,-0.30492192202976653,2.8678297987580805,False,False,True,False,False
UGC02916,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,43,27.8605932916766,31.135460068182244,27.319935272727097,30.310716706055015,l2_weight_intake_endpoint_preflight_not_validation,30.508774350916973,-2.648181059240372,-3.274866776505643,0.5406580189495038,-2.450123414378414,True,True,False,True,False
UGC02953,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,115,32.107548457097785,27.22347751113864,32.750190465366245,28.930833464990883,l2_weight_intake_endpoint_preflight_not_validation,27.832111312601175,4.27543714449661,4.884070945959145,-0.6426420082684601,3.176714992106902,False,False,True,False,False
UGC03205,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,48,22.347123927901933,19.265882690084666,23.038239432266117,20.01236999671605,l2_weight_intake_endpoint_preflight_not_validation,19.640250375165618,2.7068735527363152,3.0812412378172667,-0.6911155043641841,2.334753931185883,False,False,True,False,False
UGC03546,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,30,31.452096901649615,36.762765257786825,31.144679427119854,32.99335102825052,l2_weight_intake_endpoint_preflight_not_validation,35.84516933323901,-4.393072431589392,-5.31066835613721,0.3074174745297604,-1.5412541266009079,True,True,False,True,False
UGC04278,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,25,9.55402604619157,12.870915321538439,10.395694298729477,7.617050061219652,l2_weight_intake_endpoint_preflight_not_validation,7.197443474598263,2.3565825715933073,-3.3168892753468686,-0.8416682525379073,1.9369759849719177,False,True,True,False,False
UGC04325,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,15.624506638510129,15.624506638510129,17.920667735433767,16.430046998854888,l2_weight_intake_endpoint_preflight_not_validation,11.952440401509978,3.6720662370001502,0.0,-2.2961610969236386,-0.8055403603447591,False,False,True,True,True
UGC04483,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,4.733408191914488,10.054495276935254,3.798705980303068,5.284251656234046,l2_weight_intake_endpoint_preflight_not_validation,38.75984468580866,-34.026436493894174,-5.321087085020767,0.9347022116114196,-0.5508434643195583,True,True,False,True,False
UGC05005,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,11,9.07514620504101,10.39639267224357,8.667266606701743,15.3370678339474,l2_weight_intake_endpoint_preflight_not_validation,10.462477700861884,-1.3873314958208738,-1.3212464672025597,0.40787959833926735,-6.261921628906389,True,True,False,True,True
UGC05253,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,73,14.988985130439485,17.207837701966405,15.05917273003151,15.801028556046024,l2_weight_intake_endpoint_preflight_not_validation,16.775839156485596,-1.786854026046111,-2.21885257152692,-0.0701875995920247,-0.8120434256065394,True,True,True,True,False
UGC05721,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,23,17.72663055720147,15.677533845245193,18.899011901061648,16.681620310362256,l2_weight_intake_endpoint_preflight_not_validation,11.026292871454904,6.700337685746566,2.0490967119562775,-1.1723813438601773,1.0450102468392153,False,False,True,False,False
UGC05750,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,11,10.33003231597631,7.20491638120323,9.302313712413989,15.43158945781573,l2_weight_intake_endpoint_preflight_not_validation,9.789178789288018,0.5408535266882915,3.1251159347730795,1.0277186035623203,-5.101557141839422,False,False,False,True,False
UGC05764,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,10,11.238326378310045,6.982946574188482,10.69204900722308,8.472754908677588,l2_weight_intake_endpoint_preflight_not_validation,5.664291466221383,5.5740349120886625,4.255379804121564,0.5462773710869655,2.765571469632457,False,False,False,False,False
UGC05918,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,4.5252313182342245,3.820573804610818,3.852091274673392,4.343347077626917,l2_weight_intake_endpoint_preflight_not_validation,10.63427404957309,-6.1090427313388656,0.7046575136234066,0.6731400435608323,0.18188424060730757,True,False,False,False,False
UGC05999,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,5,8.45718314820061,9.169425489037593,8.462273332104134,12.11108103755705,l2_weight_intake_endpoint_preflight_not_validation,9.084005016259905,-0.6268218680592952,-0.7122423408369833,-0.005090183903524448,-3.6538978893564398,True,True,True,True,True
UGC06399,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,9,7.489313861855566,4.496852360136039,6.570667508689696,4.007206920083819,l2_weight_intake_endpoint_preflight_not_validation,2.4750370402273556,5.01427682162821,2.992461501719527,0.9186463531658697,3.4821069417717467,False,False,False,False,False
UGC06446,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,17,12.633602606691033,9.608036252006082,11.600558614682592,9.277034813965724,l2_weight_intake_endpoint_preflight_not_validation,9.079819064953822,3.553783541737211,3.025566354684951,1.0330439920084409,3.3565677927253095,False,False,False,False,False
UGC06614,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,13,28.277379480959787,30.231883780361514,27.61230809264631,31.039843849947932,l2_weight_intake_endpoint_preflight_not_validation,29.849185448631907,-1.5718059676721197,-1.9545042994017265,0.6650713883134785,-2.7624643689881445,True,True,False,True,False
UGC06628,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,29.86780789102599,32.76752603659018,30.52936844963153,33.51825732954061,l2_weight_intake_endpoint_preflight_not_validation,36.06905685163361,-6.2012489606076215,-2.8997181455641936,-0.6615605586055402,-3.6504494385146202,True,True,True,True,False
UGC06667,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,9,23.109849288290228,18.254026493374933,21.777818607382592,16.71485279097738,l2_weight_intake_endpoint_preflight_not_validation,16.827136946111604,6.282712342178623,4.855822794915294,1.3320306809076357,6.3949964973128495,False,False,False,False,False
UGC06786,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,45,32.45698073267055,22.485512324729054,33.56822624211261,29.84835494248942,l2_weight_intake_endpoint_preflight_not_validation,24.40409718312732,8.052883549543232,9.971468407941497,-1.1112455094420568,2.608625790181133,False,False,True,False,False
UGC06787,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,71,31.67306372483247,25.47360509382077,32.5137827820559,29.754940330408104,l2_weight_intake_endpoint_preflight_not_validation,26.699848341536725,4.973215383295745,6.1994586310117015,-0.8407190572234278,1.9181233944243665,False,False,True,False,False
UGC06923,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,6,9.756185765361533,9.756185765361533,8.148037483804755,9.174294672212552,l2_weight_intake_endpoint_preflight_not_validation,12.55054618318786,-2.7943604178263275,0.0,1.6081482815567778,0.5818910931489807,True,False,False,False,True
UGC06930,train,K_exponential_disk,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,10,6.664696108754801,6.7704197733511,7.129942401878801,10.615359911067321,l2_weight_intake_endpoint_preflight_not_validation,6.765520634968726,-0.10082452621392513,-0.10572366459629912,-0.46524629312400023,-3.95066380231252,True,True,True,True,True
UGC06973,train,K_compact_finite,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,9,43.91092028101143,59.15991593534564,43.77487056159231,46.219420778795254,l2_weight_intake_endpoint_preflight_not_validation,55.1117717422058,-11.200851461194375,-15.248995654334209,0.1360497194191197,-2.3085004977838253,True,True,False,True,False
UGC07089,train,K_exponential_disk,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,12,26.156211830861338,8.347194825643959,11.854626156035648,15.11002549298317,l2_weight_intake_endpoint_preflight_not_validation,12.191429117015414,13.964782713845924,17.809017005217378,14.30158567482569,11.046186337878169,False,False,False,False,True
UGC07125,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,13,21.704699496481194,25.49714427081561,23.50738158433897,30.744216898994726,l2_weight_intake_endpoint_preflight_not_validation,25.22297362397712,-3.518274127495925,-3.7924447743344167,-1.8026820878577752,-9.039517402513532,True,True,True,True,True
UGC07232,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,4,6.488737231787711,6.488737231787711,4.330516350390615,4.2010085891531075,l2_weight_intake_endpoint_preflight_not_validation,47.78971378174624,-41.30097654995853,0.0,2.158220881397096,2.2877286426346037,True,False,False,False,True
UGC07323,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,10,10.14153546927387,5.738379289187959,7.870558254421247,9.408514005252675,l2_weight_intake_endpoint_preflight_not_validation,12.013977748686017,-1.8724422794121462,4.403156180085912,2.270977214852624,0.7330214640211956,True,False,False,False,False
UGC07399,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,10,29.122311789828107,32.593702666180214,29.951109537180738,27.270722350345288,l2_weight_intake_endpoint_preflight_not_validation,26.10949524607151,3.012816543756596,-3.471390876352107,-0.8287977473526311,1.8515894394828187,False,True,True,False,False
UGC07524,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,31,5.192516114689862,5.631555109722481,5.168715146792566,7.393493259839208,l2_weight_intake_endpoint_preflight_not_validation,5.974871715226457,-0.7823556005365946,-0.439038995032619,0.023800967897296132,-2.200977145149346,True,True,False,True,True
UGC07559,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,7.933735142360967,12.843255511283772,8.085663881075234,10.488763467566779,l2_weight_intake_endpoint_preflight_not_validation,25.62482616571594,-17.691091023354975,-4.909520368922805,-0.15192873871426738,-2.5550283252058117,True,True,True,True,False
UGC07608,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,8,11.626123100465469,7.4459557613823,11.086952972273936,7.643350201540864,l2_weight_intake_endpoint_preflight_not_validation,3.267922648315179,8.358200452150289,4.180167339083169,0.5391701281915324,3.9827728989246047,False,False,False,False,False
UGC07690,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,4.4363543911016174,6.725261998780935,4.60175903715822,6.229715228813062,l2_weight_intake_endpoint_preflight_not_validation,12.472465636317963,-8.036111245216347,-2.2889076076793176,-0.16540464605660254,-1.793360837711445,True,True,True,True,False
UGC07866,train,K_scale_tail_spiral,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,7,7.195023293297549,10.64394186732065,5.7383846888435865,8.109464129446401,l2_weight_intake_endpoint_preflight_not_validation,26.508345005175496,-19.313321711877947,-3.448918574023102,1.4566386044539623,-0.9144408361488523,True,True,False,True,False
