channel,s4g_name,normalized_name,asymmetry,asymmetry_error
3.6um,NGC7757,NGC7757,0.14,0.02
3.6um,NGC7764,NGC7764,0.45,0.04
3.6um,NGC0779,NGC779,0.27,0.09
3.6um,NGC7793,NGC7793,0.81,0.0
3.6um,NGC7798,NGC7798,0.23,0.06
3.6um,NGC7800,NGC7800,0.27,0.02
3.6um,NGC7814,NGC7814,0.79,0.02
3.6um,NGC7817,NGC7817,0.77,0.01
3.6um,NGC0784,NGC784,0.19,0.01
3.6um,NGC0803,NGC803,0.22,0.02
3.6um,NGC0814,NGC814,0.22,0.05
3.6um,NGC0855,NGC855,0.55,0.02
3.6um,NGC0864,NGC864,0.15,0.01
3.6um,NGC0865,NGC865,0.19,0.06
3.6um,NGC0895,NGC895,0.14,0.01
3.6um,NGC0899,NGC899,0.28,0.04
3.6um,NGC0907,NGC907,0.33,0.07
3.6um,NGC0908,NGC908,0.73,0.01
3.6um,NGC0918,NGC918,0.53,0.01
3.6um,NGC0936,NGC936,0.16,0.02
3.6um,NGC0941,NGC941,0.16,0.01
3.6um,NGC0955,NGC955,0.53,0.02
3.6um,NGC0986,NGC986,0.25,0.05
3.6um,NGC0988,NGC988,0.38,0.01
3.6um,NGC0991,NGC991,0.14,0.03
3.6um,PGC000143,PGC000143,1.0,0.0
3.6um,PGC002492,PGC002492,0.18,0.03
3.6um,PGC002689,PGC002689,0.23,0.01
3.6um,PGC002805,PGC002805,0.48,0.01
3.6um,PGC003062,PGC003062,0.11,0.03
3.6um,PGC003853,PGC003853,0.11,0.02
3.6um,PGC003855,PGC003855,0.2,0.02
3.6um,PGC004143,PGC004143,0.14,0.02
3.6um,PGC005329,PGC005329,0.4,0.01
3.6um,PGC005341,PGC005341,0.47,0.01
3.6um,PGC006048,PGC006048,0.13,0.02
3.6um,PGC006190,PGC006190,0.14,0.03
3.6um,PGC006228,PGC006228,0.15,0.02
3.6um,PGC006244,PGC006244,0.22,0.02
3.6um,PGC006626,PGC006626,0.18,0.02
3.6um,PGC006667,PGC006667,0.32,0.02
3.6um,PGC006703,PGC006703,0.22,0.01
3.6um,PGC006706,PGC006706,0.2,0.01
3.6um,PGC006864,PGC006864,0.13,0.01
3.6um,PGC006898,PGC006898,0.18,0.02
3.6um,PGC007109,PGC007109,0.17,0.03
3.6um,PGC007324,PGC007324,0.4,0.01
3.6um,PGC007654,PGC007654,0.12,0.02
3.6um,PGC007682,PGC007682,0.16,0.03
3.6um,PGC007900,PGC007900,0.47,0.01
3.6um,PGC007998,PGC007998,0.17,0.02
3.6um,PGC008295,PGC008295,0.31,0.02
3.6um,PGC008962,PGC008962,0.16,0.02
3.6um,PGC009272,PGC009272,0.2,0.01
3.6um,PGC009354,PGC009354,0.24,0.02
3.6um,PGC009559,PGC009559,0.12,0.02
3.6um,PGC010813,PGC010813,0.38,0.01
3.6um,PGC011248,PGC011248,0.19,0.01
3.6um,PGC011367,PGC011367,0.14,0.02
3.6um,PGC011677,PGC011677,0.14,0.02
3.6um,PGC011744,PGC011744,0.15,0.04
3.6um,PGC012068,PGC012068,0.15,0.02
3.6um,PGC012130,PGC012130,0.11,0.02
3.6um,PGC012439,PGC012439,0.15,0.01
3.6um,PGC012608,PGC012608,0.14,0.01
3.6um,PGC012633,PGC012633,0.1,0.05
3.6um,PGC012664,PGC012664,0.13,0.02
3.6um,PGC012798,PGC012798,0.39,0.01
3.6um,PGC012981,PGC012981,0.16,0.02
3.6um,PGC013612,PGC013612,0.46,0.07
3.6um,PGC013646,PGC013646,0.62,0.01
3.6um,PGC013684,PGC013684,0.27,0.01
3.6um,PGC013716,PGC013716,0.21,0.05
3.6um,PGC013821,PGC013821,0.24,0.05
3.6um,PGC014037,PGC014037,0.18,0.02
3.6um,PGC014487,PGC014487,0.16,0.03
3.6um,PGC014600,PGC014600,0.22,0.02
3.6um,PGC014626,PGC014626,0.18,0.02
3.6um,PGC014768,PGC014768,0.19,0.02
3.6um,PGC015214,PGC015214,0.18,0.04
3.6um,PGC015625,PGC015625,0.16,0.03
3.6um,PGC015869,PGC015869,0.18,0.02
3.6um,PGC016090,PGC016090,0.18,0.02
3.6um,PGC016389,PGC016389,0.83,0.01
3.6um,PGC016784,PGC016784,0.26,0.01
3.6um,PGC024469,PGC024469,0.34,0.05
3.6um,PGC027616,PGC027616,0.2,0.01
3.6um,PGC027747,PGC027747,0.55,0.04
3.6um,PGC027810,PGC027810,0.45,0.07
3.6um,PGC027825,PGC027825,0.31,0.04
3.6um,PGC027833,PGC027833,0.23,0.02
3.6um,PGC028308,PGC028308,0.22,0.07
3.6um,PGC028380,PGC028380,0.21,0.03
3.6um,PGC029086,PGC029086,0.5,0.01
3.6um,PGC029300,PGC029300,0.2,0.02
3.6um,PGC029466,PGC029466,0.2,0.04
3.6um,PGC029653,PGC029653,0.46,0.01
3.6um,PGC030591,PGC030591,0.14,0.04
3.6um,PGC031979,PGC031979,0.18,0.04
3.6um,PGC032091,PGC032091,0.17,0.02
3.6um,PGC032548,PGC032548,0.14,0.02
3.6um,PGC035271,PGC035271,0.15,0.01
3.6um,PGC035684,PGC035684,0.5,0.02
3.6um,PGC035705,PGC035705,0.15,0.03
3.6um,PGC036217,PGC036217,0.16,0.01
3.6um,PGC036274,PGC036274,0.21,0.01
3.6um,PGC036551,PGC036551,0.18,0.02
3.6um,PGC036643,PGC036643,0.16,0.03
3.6um,PGC037238,PGC037238,0.18,0.01
3.6um,PGC037373,PGC037373,0.17,0.01
3.6um,PGC038250,PGC038250,0.58,0.03
3.6um,PGC039317,PGC039317,0.19,0.02
3.6um,PGC039799,PGC039799,0.14,0.02
3.6um,PGC040408,PGC040408,0.18,0.02
3.6um,PGC040447,PGC040447,0.69,0.02
3.6um,PGC040552,PGC040552,0.38,0.05
3.6um,PGC041725,PGC041725,0.16,0.01
3.6um,PGC041743,PGC041743,0.14,0.01
3.6um,PGC041965,PGC041965,0.17,0.02
3.6um,PGC042068,PGC042068,0.12,0.02
3.6um,PGC042160,PGC042160,0.18,0.01
3.6um,PGC042559,PGC042559,0.11,0.03
3.6um,PGC042868,PGC042868,0.16,0.03
3.6um,PGC043020,PGC043020,0.22,0.01
3.6um,PGC043236,PGC043236,0.16,0.04
3.6um,PGC043341,PGC043341,0.12,0.01
3.6um,PGC043345,PGC043345,0.18,0.02
3.6um,PGC043458,PGC043458,0.24,0.02
3.6um,PGC043679,PGC043679,0.27,0.02
3.6um,PGC043851,PGC043851,0.27,0.02
3.6um,PGC043970,PGC043970,0.24,0.01
3.6um,PGC044157,PGC044157,0.27,0.02
3.6um,PGC044278,PGC044278,0.29,0.02
3.6um,PGC044358,PGC044358,0.21,0.03
3.6um,PGC044506,PGC044506,0.28,0.02
3.6um,PGC044532,PGC044532,0.51,0.01
3.6um,PGC044735,PGC044735,0.26,0.02
3.6um,PGC044906,PGC044906,0.2,0.02
3.6um,PGC044952,PGC044952,0.21,0.04
3.6um,PGC044954,PGC044954,0.26,0.03
3.6um,PGC044982,PGC044982,0.3,0.02
3.6um,PGC045084,PGC045084,0.72,0.02
3.6um,PGC045195,PGC045195,0.18,0.0
3.6um,PGC045257,PGC045257,0.14,0.01
3.6um,PGC045359,PGC045359,0.15,0.02
3.6um,PGC045650,PGC045650,0.34,0.03
3.6um,PGC045652,PGC045652,0.4,0.02
3.6um,PGC045824,PGC045824,0.22,0.02
3.6um,PGC045877,PGC045877,0.5,0.03
3.6um,PGC045958,PGC045958,0.56,0.01
3.6um,PGC046261,PGC046261,0.43,0.02
3.6um,PGC046382,PGC046382,0.22,0.01
3.6um,PGC047721,PGC047721,0.19,0.05
3.6um,PGC047846,PGC047846,0.28,0.01
3.6um,PGC048087,PGC048087,0.12,0.02
3.6um,PGC048179,PGC048179,0.16,0.01
3.6um,PGC049521,PGC049521,0.15,0.02
3.6um,PGC050229,PGC050229,0.22,0.03
3.6um,PGC051291,PGC051291,0.19,0.03
3.6um,PGC051523,PGC051523,0.22,0.03
3.6um,PGC052336,PGC052336,1.0,0.0
3.6um,PGC052460,PGC052460,0.4,0.08
3.6um,PGC052809,PGC052809,0.74,0.01
3.6um,PGC052853,PGC052853,0.25,0.01
3.6um,PGC052935,PGC052935,0.26,0.01
3.6um,PGC052940,PGC052940,0.28,0.02
3.6um,PGC053093,PGC053093,0.17,0.09
3.6um,PGC053134,PGC053134,0.19,0.02
3.6um,PGC053415,PGC053415,0.18,0.09
3.6um,PGC053568,PGC053568,0.21,0.02
3.6um,PGC053634,PGC053634,0.19,0.02
3.6um,PGC053724,PGC053724,0.15,0.07
3.6um,PGC053764,PGC053764,0.14,0.02
3.6um,PGC053779,PGC053779,0.21,0.02
3.6um,PGC053796,PGC053796,0.2,0.02
3.6um,PGC054817,PGC054817,0.33,0.02
3.6um,PGC054944,PGC054944,0.26,0.04
3.6um,PGC065367,PGC065367,0.25,0.01
3.6um,PGC066242,PGC066242,0.22,0.02
3.6um,PGC066559,PGC066559,0.18,0.02
3.6um,PGC066738,PGC066738,0.2,0.02
3.6um,PGC067871,PGC067871,0.22,0.02
3.6um,PGC068030,PGC068030,0.16,0.03
3.6um,PGC068061,PGC068061,0.58,0.05
3.6um,PGC068771,PGC068771,0.15,0.02
3.6um,PGC069114,PGC069114,0.17,0.02
3.6um,PGC069224,PGC069224,0.16,0.04
3.6um,PGC069293,PGC069293,0.13,0.02
3.6um,PGC069339,PGC069339,0.11,0.05
3.6um,PGC069404,PGC069404,0.3,0.02
3.6um,PGC069415,PGC069415,0.17,0.01
3.6um,PGC069448,PGC069448,0.15,0.02
3.6um,PGC069691,PGC069691,0.16,0.02
3.6um,PGC070657,PGC070657,0.13,0.03
3.6um,PGC071479,PGC071479,0.22,0.02
3.6um,PGC072006,PGC072006,0.12,0.02
3.6um,PGC072252,PGC072252,0.2,0.01
3.6um,PGC090540,PGC090540,0.12,0.05
3.6um,PGC090553,PGC090553,0.14,0.03
3.6um,PGC090694,PGC090694,0.21,0.02
3.6um,PGC091215,PGC091215,0.2,0.02
3.6um,PGC091228,PGC091228,0.21,0.03
3.6um,PGC091408,PGC091408,0.23,0.02
3.6um,PGC091413,PGC091413,0.39,0.03
3.6um,PGC1059326,PGC1059326,0.18,0.04
3.6um,PGC1063216,PGC1063216,0.15,0.02
3.6um,UGC10014,UGC10014,0.63,0.03
3.6um,UGC10020,UGC10020,0.22,0.11
3.6um,UGC10025,UGC10025,0.54,0.02
3.6um,UGC10041,UGC10041,0.21,0.02
3.6um,UGC10043,UGC10043,0.33,0.07
3.6um,UGC10054,UGC10054,0.3,0.12
3.6um,UGC10061,UGC10061,0.31,0.01
3.6um,UGC01014,UGC1014,0.18,0.04
3.6um,UGC10194,UGC10194,0.65,0.01
3.6um,UGC01020,UGC1020,0.12,0.07
3.6um,UGC10288,UGC10288,0.69,0.01
3.6um,UGC10290,UGC10290,0.2,0.02
3.6um,UGC10297,UGC10297,0.29,0.02
3.6um,UGC10310,UGC10310,0.83,0.04
3.6um,UGC10413,UGC10413,0.3,0.16
3.6um,UGC10437,UGC10437,0.43,0.15
3.6um,UGC10445,UGC10445,0.45,0.04
3.6um,UGC10477,UGC10477,0.5,0.06
3.6um,UGC10608,UGC10608,0.65,0.11
3.6um,UGC10650,UGC10650,0.72,0.03
3.6um,UGC10713,UGC10713,0.37,0.19
3.6um,UGC10721,UGC10721,0.16,0.19
3.6um,UGC10736,UGC10736,0.97,0.01
3.6um,UGC10791,UGC10791,0.58,0.03
3.6um,UGC10803,UGC10803,0.11,0.22
3.6um,UGC10806,UGC10806,0.43,0.08
3.6um,UGC10854,UGC10854,0.24,0.21
3.6um,UGC10887,UGC10887,0.29,0.15
3.6um,UGC01104,UGC1104,0.14,0.05
3.6um,UGC01110,UGC1110,0.16,0.03
3.6um,UGC01112,UGC1112,0.11,0.02
3.6um,UGC01133,UGC1133,0.16,0.01
3.6um,UGC01176,UGC1176,0.49,0.01
3.6um,UGC11782,UGC11782,0.37,0.01
3.6um,UGC11921,UGC11921,0.22,0.02
3.6um,UGC01195,UGC1195,0.16,0.03
3.6um,UGC01197,UGC1197,0.18,0.01
3.6um,UGC01200,UGC1200,0.19,0.03
3.6um,UGC12010,UGC12010,0.2,0.04
3.6um,UGC12054,UGC12054,0.23,0.04
3.6um,UGC12151,UGC12151,0.12,0.05
3.6um,UGC12178,UGC12178,0.3,0.01
3.6um,UGC00122,UGC122,0.2,0.02
3.6um,UGC12281,UGC12281,0.47,0.01
3.6um,UGC12307,UGC12307,0.14,0.03
3.6um,UGC12308,UGC12308,0.31,0.01
3.6um,UGC12313,UGC12313,0.21,0.04
3.6um,UGC12350,UGC12350,0.22,0.02
3.6um,UGC01240,UGC1240,0.1,0.03
3.6um,UGC12518,UGC12518,0.14,0.04
3.6um,UGC12613,UGC12613,0.52,0.01
3.6um,UGC12641,UGC12641,0.41,0.04
3.6um,UGC12681,UGC12681,0.31,0.04
3.6um,UGC12682,UGC12682,0.29,0.01
3.6um,UGC12692,UGC12692,0.36,0.06
3.6um,UGC12707,UGC12707,0.3,0.04
3.6um,UGC12709,UGC12709,0.35,0.01
3.6um,UGC12732,UGC12732,0.41,0.01
3.6um,UGC12791,UGC12791,0.24,0.03
3.6um,UGC12843,UGC12843,0.28,0.01
3.6um,UGC12846,UGC12846,0.27,0.01
3.6um,UGC12856,UGC12856,0.27,0.02
3.6um,UGC12857,UGC12857,0.21,0.03
3.6um,UGC12893,UGC12893,0.17,0.01
3.6um,UGC00132,UGC132,0.16,0.02
3.6um,UGC01500,UGC1500,0.12,0.02
3.6um,UGC01547,UGC1547,0.14,0.01
3.6um,UGC01551,UGC1551,0.33,0.01
3.6um,UGC00156,UGC156,0.15,0.02
3.6um,UGC01670,UGC1670,0.16,0.01
3.6um,UGC00017,UGC17,0.31,0.02
3.6um,UGC01753,UGC1753,0.18,0.02
3.6um,UGC01803,UGC1803,0.13,0.02
3.6um,UGC01839,UGC1839,0.15,0.02
3.6um,UGC01862,UGC1862,0.13,0.03
3.6um,UGC00191,UGC191,0.18,0.02
3.6um,UGC01945,UGC1945,0.15,0.03
3.6um,UGC01970,UGC1970,0.15,0.02
3.6um,UGC01981,UGC1981,0.12,0.03
3.6um,UGC01999,UGC1999,0.18,0.01
3.6um,UGC02081,UGC2081,0.12,0.01
3.6um,UGC02082,UGC2082,0.21,0.01
3.6um,UGC02275,UGC2275,0.3,0.01
3.6um,UGC02302,UGC2302,0.26,0.01
3.6um,UGC02345,UGC2345,0.47,0.01
3.6um,UGC02429,UGC2429,0.15,0.02
3.6um,UGC02443,UGC2443,0.16,0.02
3.6um,UGC00260,UGC260,0.19,0.03
3.6um,UGC00290,UGC290,0.14,0.01
3.6um,UGC03070,UGC3070,0.67,0.03
3.6um,UGC00313,UGC313,0.11,0.02
3.6um,UGC00320,UGC320,0.11,0.03
3.6um,UGC04024,UGC4024,0.4,0.09
3.6um,UGC04121,UGC4121,0.7,0.02
3.6um,UGC04148,UGC4148,0.3,0.01
3.6um,UGC04151,UGC4151,0.19,0.12
3.6um,UGC04169,UGC4169,0.29,0.03
3.6um,UGC04238,UGC4238,0.4,0.1
3.6um,UGC04241,UGC4241,0.28,0.08
3.6um,UGC04305,UGC4305,0.49,0.0
3.6um,UGC04306,UGC4306,0.23,0.1
3.6um,UGC04390,UGC4390,0.43,0.06
3.6um,UGC04393,UGC4393,0.28,0.05
3.6um,UGC04413,UGC4413,0.71,0.04
3.6um,UGC04426,UGC4426,0.26,0.02
3.6um,UGC04483,UGC4483,0.7,0.03
3.6um,UGC04499,UGC4499,0.23,0.02
3.6um,UGC04514,UGC4514,0.36,0.03
3.6um,UGC04543,UGC4543,0.25,0.03
3.6um,UGC04549,UGC4549,0.28,0.04
3.6um,UGC04550,UGC4550,0.26,0.02
3.6um,UGC04551,UGC4551,0.2,0.07
3.6um,UGC04559,UGC4559,0.27,0.01
3.6um,UGC04621,UGC4621,0.24,0.05
3.6um,UGC04623,UGC4623,0.28,0.03
3.6um,UGC04628,UGC4628,0.33,0.04
3.6um,UGC04659,UGC4659,0.22,0.02
3.6um,UGC04701,UGC4701,0.3,0.15
3.6um,UGC04704,UGC4704,0.68,0.01
3.6um,UGC04714,UGC4714,0.21,0.21
3.6um,UGC04722,UGC4722,0.16,0.01
3.6um,UGC04725,UGC4725,0.14,0.02
3.6um,UGC04753,UGC4753,0.33,0.02
3.6um,UGC00477,UGC477,0.61,0.01
3.6um,UGC04777,UGC4777,0.15,0.03
3.6um,UGC04787,UGC4787,0.25,0.01
3.6um,UGC04797,UGC4797,0.27,0.01
3.6um,UGC04800,UGC4800,0.36,0.03
3.6um,UGC04824,UGC4824,0.28,0.01
3.6um,UGC04834,UGC4834,0.17,0.03
3.6um,UGC04837,UGC4837,0.48,0.04
3.6um,UGC04841,UGC4841,0.32,0.05
3.6um,UGC04845,UGC4845,0.22,0.02
3.6um,UGC04867,UGC4867,0.25,0.01
3.6um,UGC04871,UGC4871,0.22,0.02
3.6um,UGC04878,UGC4878,0.13,0.02
3.6um,UGC04922,UGC4922,0.19,0.02
3.6um,UGC04953,UGC4953,0.18,0.03
3.6um,UGC04970,UGC4970,0.21,0.02
3.6um,UGC04982,UGC4982,0.22,0.09
3.6um,UGC04988,UGC4988,0.14,0.03
3.6um,UGC05004,UGC5004,0.12,0.03
3.6um,UGC05015,UGC5015,0.15,0.01
3.6um,UGC05020,UGC5020,0.19,0.01
3.6um,UGC05047,UGC5047,0.41,0.01
3.6um,UGC05050,UGC5050,0.47,0.13
3.6um,UGC05076,UGC5076,0.18,0.02
3.6um,UGC05107,UGC5107,0.21,0.02
3.6um,UGC05114,UGC5114,0.7,0.06
3.6um,UGC05139,UGC5139,0.82,0.0
3.6um,UGC05172,UGC5172,0.31,0.02
3.6um,UGC05179,UGC5179,0.38,0.04
3.6um,UGC05203,UGC5203,0.56,0.12
3.6um,UGC05228,UGC5228,0.32,0.03
3.6um,UGC05238,UGC5238,0.18,0.03
3.6um,UGC05245,UGC5245,0.33,0.02
3.6um,UGC05249,UGC5249,0.2,0.02
3.6um,UGC05272,UGC5272,0.54,0.02
3.6um,UGC05336,UGC5336,0.39,0.01
3.6um,UGC05340,UGC5340,0.16,0.01
3.6um,UGC05347,UGC5347,0.12,0.04
3.6um,UGC05349,UGC5349,0.24,0.01
3.6um,UGC05354,UGC5354,0.46,0.04
3.6um,UGC05358,UGC5358,0.18,0.02
3.6um,UGC05364,UGC5364,0.62,0.02
3.6um,UGC05373,UGC5373,0.36,0.01
3.6um,UGC05376,UGC5376,0.14,0.04
3.6um,UGC05391,UGC5391,0.23,0.02
3.6um,UGC05393,UGC5393,0.17,0.03
3.6um,UGC05401,UGC5401,0.12,0.02
3.6um,UGC05403,UGC5403,0.24,0.05
3.6um,UGC05421,UGC5421,0.49,0.01
3.6um,UGC05423,UGC5423,0.4,0.03
3.6um,UGC05427,UGC5427,0.15,0.04
3.6um,UGC05446,UGC5446,0.15,0.03
3.6um,UGC05451,UGC5451,0.2,0.02
3.6um,UGC05456,UGC5456,0.14,0.01
3.6um,UGC05459,UGC5459,0.93,0.0
3.6um,UGC05464,UGC5464,0.22,0.02
3.6um,UGC05478,UGC5478,0.16,0.03
3.6um,UGC05522,UGC5522,0.14,0.03
3.6um,UGC05524,UGC5524,0.18,0.01
3.6um,UGC05540,UGC5540,0.17,0.01
3.6um,UGC05571,UGC5571,0.22,0.02
3.6um,UGC05574,UGC5574,0.11,0.02
3.6um,UGC05575,UGC5575,0.11,0.05
3.6um,UGC05612,UGC5612,0.49,0.02
3.6um,UGC05633,UGC5633,0.15,0.02
3.6um,UGC05642,UGC5642,0.12,0.02
3.6um,UGC05646,UGC5646,0.12,0.02
3.6um,UGC05672,UGC5672,0.2,0.02
3.6um,UGC05676,UGC5676,0.4,0.04
3.6um,UGC05677,UGC5677,0.14,0.01
3.6um,UGC05688,UGC5688,0.5,0.02
3.6um,UGC05689,UGC5689,0.32,0.21
3.6um,UGC05695,UGC5695,0.13,0.03
3.6um,UGC05707,UGC5707,0.18,0.02
3.6um,UGC05708,UGC5708,0.21,0.01
3.6um,UGC05720,UGC5720,0.23,0.11
3.6um,UGC05739,UGC5739,0.15,0.04
3.6um,UGC05740,UGC5740,0.33,0.02
3.6um,UGC05764,UGC5764,0.14,0.01
3.6um,UGC05765,UGC5765,0.52,0.05
3.6um,UGC05791,UGC5791,0.35,0.04
3.6um,UGC05798,UGC5798,0.36,0.03
3.6um,UGC05814,UGC5814,0.16,0.19
3.6um,UGC05829,UGC5829,0.68,0.01
3.6um,UGC05832,UGC5832,0.18,0.03
3.6um,UGC05833,UGC5833,0.12,0.04
3.6um,UGC05841,UGC5841,0.37,0.12
3.6um,UGC05844,UGC5844,0.15,0.03
3.6um,UGC05846,UGC5846,0.19,0.02
3.6um,UGC05897,UGC5897,0.49,0.01
3.6um,UGC05898,UGC5898,0.15,0.03
3.6um,UGC05918,UGC5918,0.48,0.01
3.6um,UGC05921,UGC5921,0.14,0.02
3.6um,UGC05922,UGC5922,0.18,0.04
3.6um,UGC05934,UGC5934,0.13,0.02
3.6um,UGC05947,UGC5947,0.12,0.02
3.6um,UGC05958,UGC5958,0.17,0.03
3.6um,UGC05976,UGC5976,0.35,0.03
3.6um,UGC05979,UGC5979,0.57,0.01
3.6um,UGC05989,UGC5989,0.15,0.01
3.6um,UGC05990,UGC5990,0.15,0.03
3.6um,UGC06014,UGC6014,0.1,0.02
3.6um,UGC06023,UGC6023,0.16,0.03
3.6um,UGC06080,UGC6080,0.29,0.02
3.6um,UGC06083,UGC6083,0.12,0.03
3.6um,UGC06104,UGC6104,0.12,0.01
3.6um,UGC06112,UGC6112,0.13,0.02
3.6um,UGC06145,UGC6145,0.11,0.02
3.6um,UGC06151,UGC6151,0.18,0.02
3.6um,UGC06157,UGC6157,0.15,0.02
3.6um,UGC06162,UGC6162,0.33,0.02
3.6um,UGC06169,UGC6169,0.19,0.03
3.6um,UGC06171,UGC6171,0.14,0.01
3.6um,UGC06181,UGC6181,0.13,0.01
3.6um,UGC06194,UGC6194,0.24,0.02
3.6um,UGC06249,UGC6249,0.23,0.02
3.6um,UGC06271,UGC6271,0.14,0.08
3.6um,UGC06296,UGC6296,0.19,0.04
3.6um,UGC06307,UGC6307,0.23,0.05
3.6um,UGC06309,UGC6309,0.26,0.05
3.6um,UGC06320,UGC6320,0.11,0.02
3.6um,UGC06335,UGC6335,0.53,0.02
3.6um,UGC00634,UGC634,0.11,0.01
3.6um,UGC06341,UGC6341,0.12,0.03
3.6um,UGC06345,UGC6345,0.12,0.02
3.6um,UGC06355,UGC6355,0.17,0.02
3.6um,UGC06378,UGC6378,0.63,0.03
3.6um,UGC06390,UGC6390,0.47,0.02
3.6um,UGC06399,UGC6399,0.37,0.02
3.6um,UGC06433,UGC6433,0.25,0.04
3.6um,UGC06446,UGC6446,0.39,0.02
3.6um,UGC06509,UGC6509,0.1,0.02
3.6um,UGC06512,UGC6512,0.18,0.03
3.6um,UGC06517,UGC6517,0.18,0.02
3.6um,UGC06526,UGC6526,0.22,0.02
3.6um,UGC06534,UGC6534,0.35,0.02
3.6um,UGC06545,UGC6545,0.19,0.11
3.6um,UGC06570,UGC6570,0.13,0.09
3.6um,UGC06575,UGC6575,0.54,0.02
3.6um,UGC06594,UGC6594,0.14,0.01
3.6um,UGC06603,UGC6603,0.19,0.01
3.6um,UGC06610,UGC6610,0.21,0.01
3.6um,UGC06628,UGC6628,0.25,0.01
3.6um,UGC06667,UGC6667,0.23,0.03
3.6um,UGC06670,UGC6670,0.13,0.03
3.6um,UGC06682,UGC6682,0.63,0.01
3.6um,UGC06713,UGC6713,0.14,0.01
3.6um,UGC06747,UGC6747,0.1,0.02
3.6um,UGC06773,UGC6773,0.34,0.03
3.6um,UGC06774,UGC6774,0.57,0.05
3.6um,UGC06780,UGC6780,0.13,0.01
3.6um,UGC06782,UGC6782,0.39,0.01
3.6um,UGC06791,UGC6791,0.17,0.03
3.6um,UGC06792,UGC6792,0.28,0.01
3.6um,UGC06816,UGC6816,0.51,0.02
3.6um,UGC06817,UGC6817,0.52,0.01
3.6um,UGC06818,UGC6818,0.26,0.01
3.6um,UGC06840,UGC6840,0.17,0.01
3.6um,UGC06849,UGC6849,0.35,0.02
3.6um,UGC06862,UGC6862,0.13,0.05
3.6um,UGC06879,UGC6879,0.19,0.03
3.6um,UGC06894,UGC6894,0.49,0.02
3.6um,UGC06900,UGC6900,0.2,0.02
3.6um,UGC06903,UGC6903,0.12,0.02
3.6um,UGC06912,UGC6912,0.63,0.04
3.6um,UGC06917,UGC6917,0.52,0.04
3.6um,UGC06922,UGC6922,0.28,0.04
3.6um,UGC06930,UGC6930,0.18,0.02
3.6um,UGC06931,UGC6931,0.09,0.04
3.6um,UGC06955,UGC6955,0.18,0.01
3.6um,UGC06956,UGC6956,0.27,0.01
3.6um,UGC06969,UGC6969,0.21,0.03
3.6um,UGC06978,UGC6978,0.18,0.02
3.6um,UGC06983,UGC6983,0.23,0.01
3.6um,UGC07009,UGC7009,0.35,0.02
3.6um,UGC07019,UGC7019,0.59,0.04
3.6um,UGC07035,UGC7035,0.12,0.03
3.6um,UGC07053,UGC7053,0.23,0.01
3.6um,UGC07086,UGC7086,0.49,0.07
3.6um,UGC07089,UGC7089,0.28,0.02
3.6um,UGC07094,UGC7094,0.2,0.03
3.6um,UGC00711,UGC711,0.41,0.03
3.6um,UGC07125,UGC7125,0.19,0.02
3.6um,UGC07129,UGC7129,0.17,0.06
3.6um,UGC07133,UGC7133,0.16,0.03
3.6um,UGC07143,UGC7143,0.12,0.04
3.6um,UGC07153,UGC7153,0.51,0.04
3.6um,UGC07170,UGC7170,0.22,0.02
3.6um,UGC07175,UGC7175,0.21,0.03
3.6um,UGC07184,UGC7184,0.17,0.05
3.6um,UGC07186,UGC7186,0.25,0.02
3.6um,UGC07189,UGC7189,0.44,0.04
3.6um,UGC07218,UGC7218,0.18,0.02
3.6um,UGC07239,UGC7239,0.16,0.02
3.6um,UGC07242,UGC7242,1.0,0.0
3.6um,UGC07249,UGC7249,0.13,0.01
3.6um,UGC07257,UGC7257,0.39,0.03
3.6um,UGC07267,UGC7267,0.23,0.02
3.6um,UGC07271,UGC7271,0.2,0.02
3.6um,UGC07300,UGC7300,0.19,0.03
3.6um,UGC07301,UGC7301,0.45,0.02
3.6um,UGC07321,UGC7321,0.31,0.01
3.6um,UGC07332,UGC7332,0.19,0.01
3.6um,UGC07387,UGC7387,0.21,0.04
3.6um,UGC07394,UGC7394,0.22,0.05
3.6um,UGC07396,UGC7396,0.14,0.02
3.6um,UGC07408,UGC7408,0.25,0.02
3.6um,UGC07490,UGC7490,0.31,0.02
3.6um,UGC07522,UGC7522,0.27,0.06
3.6um,UGC07534,UGC7534,0.66,0.01
3.6um,UGC07557,UGC7557,0.54,0.01
3.6um,UGC07559,UGC7559,0.89,0.01
3.6um,UGC07577,UGC7577,0.51,0.01
3.6um,UGC07579,UGC7579,0.13,0.05
3.6um,UGC07590,UGC7590,0.14,0.02
3.6um,UGC07596,UGC7596,0.18,0.02
3.6um,UGC07599,UGC7599,0.7,0.07
3.6um,UGC07605,UGC7605,0.53,0.06
3.6um,UGC07608,UGC7608,0.47,0.01
3.6um,UGC07612,UGC7612,0.16,0.01
3.6um,UGC07639,UGC7639,0.32,0.02
3.6um,UGC07673,UGC7673,0.15,0.01
3.6um,UGC07690,UGC7690,0.25,0.05
3.6um,UGC07697,UGC7697,0.15,0.06
3.6um,UGC07698,UGC7698,0.85,0.0
3.6um,UGC07699,UGC7699,0.96,0.0
3.6um,UGC07700,UGC7700,0.41,0.03
3.6um,UGC07719,UGC7719,0.62,0.03
3.6um,UGC07730,UGC7730,0.57,0.03
3.6um,UGC07739,UGC7739,0.18,0.02
